rank,name,followers,er,audience_country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,id,topic_of_influence_en
24,Happy Asmara @happyasmara,4500000.0,,Индонезия,Забавление и музика,1400000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Fun and music
25,Dokter Gigi Tri Putra @doktergigi_,4400000.0,,Индонезия,,1300000.0,tiktok,indonesia,False,2024,,,,
26,RISQI @risqii_af,4200000.0,,Индонезия,,1300000.0,tiktok,indonesia,False,2024,,,,
27,PutraChanKasela @putrachankasela_,4100000.0,,Индонезия,,1200000.0,tiktok,indonesia,False,2024,,,,
28,Reza Gladys Prettyani Sari @rezagladys,4000000.0,,Индонезия,,1200000.0,tiktok,indonesia,False,2024,,,,
29,Irene Suwandi @ireneswnd,4000000.0,0.1,Индонезия,,1200000.0,tiktok,indonesia,False,2024,,,,
30,Bella Tobing✨ @bellzky16,3900000.0,,Индонезия,Забавление и музика,1200000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Fun and music
31,EVOS RAMBO @ramboeiei,3700000.0,0.1,Индонезия,Игри,1100000.0,tiktok,indonesia,False,2024,Tech&Gaming,MAPPED,,Games
32,dr. Kevin Mak @drkevinmak,3700000.0,,Индонезия,,1100000.0,tiktok,indonesia,False,2024,,,,
33,Nino @ninnocupaw290,3600000.0,,Индонезия,,1100000.0,tiktok,indonesia,False,2024,,,,
34,Haymin080 @hayminofficial,3600000.0,,Индонезия,Автомобили и превозни средства,1100000.0,tiktok,indonesia,False,2024,Tech&Gaming,MAPPED,,Cars and vehicles
35,Oktaviey @oktavieyy,3400000.0,,Индонезия,Забавление и музика,1000000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Fun and music
36,SHELLA SAUKIA @shellasaukia,3000000.0,,Индонезия,Мода и аксесоари,900000.0,tiktok,indonesia,False,2024,Beauty&Fashion,MAPPED,,Fashion and accessories
37,Nathaniel Rivan @niellzss,3000000.0,0.1,Индонезия,Образование,900000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,,Education
38,s a s k e h🕊 @saskeh.series,2900000.0,,Индонезия,,870000.0,tiktok,indonesia,False,2024,,,,
39,rully @rullysarjana,2800000.0,,Индонезия,,840000.0,tiktok,indonesia,False,2024,,,,
40,Instagram : @Fauzan_Nasrul @fauzannasrull,2800000.0,,Индонезия,Продуктови представяния,840000.0,tiktok,indonesia,False,2024,UNMAPPED,UNMAPPED,,Product presentations
41,ERA.ID @eradotid,2600000.0,,Индонезия,Образование,780000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,,Education
42,Janes_cs🇮🇩 @janes_cs,2600000.0,,Индонезия,,780000.0,tiktok,indonesia,False,2024,,,,
43,BNW Esports @bnwesports,2600000.0,,Индонезия,,780000.0,tiktok,indonesia,False,2024,,,,
44,Ndaru Suci Kusuma @ndarusucii,2400000.0,,Индонезия,,720000.0,tiktok,indonesia,False,2024,,,,
45,KD・Daeng友 @panggilsajadaeng,2400000.0,,Индонезия,Забавление и музика,720000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Fun and music
46,Pocong Gaolzzzz👻 @pocongbarbar,2400000.0,,Индонезия,Забавление и музика,720000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Fun and music
47,Francis Karel @franciskarelofficial,2300000.0,,Индонезия,,690000.0,tiktok,indonesia,False,2024,,,,
48,Baldtwins👨🏻‍🦲 @baldtwins,2300000.0,,Индонезия,,690000.0,tiktok,indonesia,False,2024,,,,
49,Qonitcah | Edukasi Kesehatan @qonitcah,2300000.0,0.3,Индонезия,Образование Фитнес и здраве,690000.0,tiktok,indonesia,False,2024,Sports,MAPPED,,Education Fitness and Health
50,TRIBUN LAMPUNG @tribunlampung,2200000.0,,Индонезия,Забавление и музика,660000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Fun and music
51,Focallure Indonesia @focallure.beauty,2100000.0,,Индонезия,Красота и грижа за себе си,630000.0,tiktok,indonesia,False,2024,Beauty&Fashion,MAPPED,,Beauty and self care
52,SATRIA🤗✨ @bangsatria_98,2100000.0,,Индонезия,,630000.0,tiktok,indonesia,False,2024,,,,
53,Reizuka Ari @dictionarei,2100000.0,,Индонезия,,630000.0,tiktok,indonesia,False,2024,,,,
54,BagasCraft.ID @bagascraft.asli,2100000.0,,Индонезия,Анимация и косплей,630000.0,tiktok,indonesia,False,2024,Tech&Gaming,MAPPED,,Animation and cosplay
55,KompasTV News @kompastvnews,2100000.0,,Индонезия,Забавление и музика Новини,630000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music News
56,Kompas.com @kompascom,2000000.0,,Индонезия,Новини,600000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,,News
57,Muksin Alatas @muksinalatas015,2000000.0,0.2,Индонезия,,600000.0,tiktok,indonesia,False,2024,,,,
58,𝐕𝐢𝐬𝐡𝐧𝐮 𝐢𝐬𝐥𝐞𝐬 @vishnu27,2000000.0,,Индонезия,Забавление и музика,600000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Fun and music
59,Marshel Widianto @marshelwidianto,1900000.0,,Индонезия,,570000.0,tiktok,indonesia,False,2024,,,,
60,Zaskiasungkar Irwansyah @zaskirwan15,1900000.0,,Индонезия,,570000.0,tiktok,indonesia,False,2024,,,,
61,Greysia Polii @greysiapolii,1900000.0,,Индонезия,Спорт,570000.0,tiktok,indonesia,False,2024,Sports,MAPPED,,Sports
62,mbak ninid🐥 @mbakninid,1900000.0,,Индонезия,,570000.0,tiktok,indonesia,False,2024,,,,
63,Chocopie @pooliinaa_09,1800000.0,0.1,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,,
64,Lestari Tensi @lestaritensi,1800000.0,,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,,
65,Melki Balipa Emil @melkibajaj,1800000.0,6.0,Индонезия,Образование Повишаване на квалификацията,540000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,,Education Upskilling
66,Iya SiaGian🇮🇩 @iya_siagian27,1800000.0,,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,,
67,tribuntimurdotcom @tribuntimur.com,1800000.0,,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,,
68,IGGY DZU @iggydzu,1800000.0,0.1,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,,
69,ivanachindy @panao_25,1800000.0,1.6,Индонезия,,540000.0,tiktok,indonesia,False,2024,,,,
70,Dusun Semilir @dusunsemilir,1800000.0,,Индонезия,Пътувания,540000.0,tiktok,indonesia,False,2024,UNMAPPED,UNMAPPED,,Trips
71,Laurence Benson @laurence_benson,1700000.0,,Индонезия,Бизнес и финанси Храни и напитки,510000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,,Business & Finance Food & Beverage
72,Bora 🇰🇷🇮🇩 @borassaem,1700000.0,,Индонезия,Образование Бизнес и финанси,510000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,,Education Business and Finance
73,CBID @cewekbanget.id,1700000.0,,Индонезия,,510000.0,tiktok,indonesia,False,2024,,,,
74,Parisa @farisasusandi,1700000.0,,Индонезия,,510000.0,tiktok,indonesia,False,2024,,,,
75,TSG⭐️DEWA INDRA👑 @dewaindra88,1600000.0,,Индонезия,,480000.0,tiktok,indonesia,False,2024,,,,
76,Naing Lin💘 @nainglin257,1600000.0,,Индонезия,,480000.0,tiktok,indonesia,False,2024,,,,
77,Ziva Magnolya @szivsz,1600000.0,0.2,Индонезия,Забавление и музика,480000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Fun and music
78,"inisial ""L"" @jejak_presiden",1600000.0,0.5,Индонезия,Забавление и музика,480000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Fun and music
79,INDOZONE @indozone.id,1600000.0,,Индонезия,Забавление и музика Образование,480000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music Education
80,Popbela @popbela_com,1600000.0,,Индонезия,,480000.0,tiktok,indonesia,False,2024,,,,
81,Dila_JM @dila_jm,1600000.0,0.1,Индонезия,Забавление и музика,480000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Fun and music
82,🌀istri_idaman🌀 @rika25041997,1600000.0,,Индонезия,,480000.0,tiktok,indonesia,False,2024,,,,
83,Diera nathania @dieranathania,1500000.0,,Индонезия,,450000.0,tiktok,indonesia,False,2024,,,,
84,Titi Kamal @titi_kamall,1500000.0,,Индонезия,Актьорство и драма Знаменитост,450000.0,tiktok,indonesia,False,2024,Entertainment,MAPPED,,Acting and Drama Celebrity
85,Ryann_ @ryan_ramadhan99,1500000.0,,Индонезия,,450000.0,tiktok,indonesia,False,2024,,,,
86,DADANN @dadansapta_irwn,1400000.0,0.6,Индонезия,,420000.0,tiktok,indonesia,False,2024,,,,
87,Karang Gigi Ketapang 🔘 @karanggigiketapang,1400000.0,,Индонезия,,420000.0,tiktok,indonesia,False,2024,,,,
88,Ulvi Safitri @ulfysss_,1400000.0,,Индонезия,,420000.0,tiktok,indonesia,False,2024,,,,
89,Megassilvie 🧚‍♀️ @megassilvie,1400000.0,,Индонезия,Пътувания,420000.0,tiktok,indonesia,False,2024,UNMAPPED,UNMAPPED,,Trips
90,Vaa🌻 @elvaeldanica,1400000.0,,Индонезия,,420000.0,tiktok,indonesia,False,2024,,,,
91,TikTok Treats Indonesia @treats_id,1400000.0,,Индонезия,,420000.0,tiktok,indonesia,False,2024,,,,
92,Ika purpitasari @ika_1id,1400000.0,,Indonesia,family,420000.0,tiktok,indonesia,False,2024,Lifestyle,MAPPED,,family
93,William Lomban @williamlomban,1300000.0,,Indonesia,Food,390000.0,tiktok,indonesia,False,2024,Lifestyle,MAPPED,,Food
94,Hilda @hildaxkeiko,1300000.0,,Indonesia,,390000.0,tiktok,indonesia,False,2024,,,,
95,Antonio Evan @antonioevan_,1300000.0,,Indonesia,Entertainment and Music,390000.0,tiktok,indonesia,False,2024,Music,MAPPED,,Entertainment and Music
96,Andra Mahendra @anddra_mahendra,1300000.0,,Indonesia,Education Upskilling Business and Finance,390000.0,tiktok,indonesia,False,2024,Knowledge&Info,MAPPED,,Education Upskilling Business and Finance
97,Chris Andrian Yang @chrisandrian,1300000.0,,Indonesia,,390000.0,tiktok,indonesia,False,2024,,,,
98,bliblidotcom @bliblidotcom,1300000.0,,Indonesia,,390000.0,tiktok,indonesia,False,2024,,,,
99,Asakecil 🦄 @asakecil,1300000.0,,Indonesia,Beauty and Self Care Pets,390000.0,tiktok,indonesia,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Pets
100,MELINDA CHIA @melinda.chia,1300000.0,,Indonesia,,390000.0,tiktok,indonesia,False,2024,,,,
1,Khabane lame @khaby.lame,161900000.0,0.2,Italy,Funny Entertainment and Music,48600000.0,tiktok,italy,False,2024,Music,MAPPED,,
2,Manuel Mercuri @mercuri_88,20900000.0,,Italy,,6300000.0,tiktok,italy,False,2024,,,,
3,Urban Theory @urbantheory_,17800000.0,,Italy,Entertainment and Music,5300000.0,tiktok,italy,False,2024,Music,MAPPED,,
4,𝐹𝑎𝑏𝑖𝑜𝑙𝑎 @fabiola.baglieri,13200000.0,1.2,Italy,Celebrity,4000000.0,tiktok,italy,False,2024,Entertainment,MAPPED,,
5,AC Milan @acmilan,6500000.0,,Italy,,2000000.0,tiktok,italy,False,2024,,,,
6,Salvo&Giorgia @salvatore.roccaro,5600000.0,,Italy,Fashion and Accessories,1700000.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
7,Chiara Ferragni @chiaraferragni,5100000.0,,Italy,Fashion and Accessories,1500000.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
8,Joey Nero @joeynero,4800000.0,0.2,Italy,,1400000.0,tiktok,italy,False,2024,,,,
9,V A L E N T I N O @caprariu_valentino,4800000.0,0.7,Italy,Arts and Crafts,1400000.0,tiktok,italy,False,2024,Lifestyle,MAPPED,,
10,Sharon Fonseca @sharfonseca,4700000.0,,Italy,Beauty and Self Care Life and Society,1400000.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
11,ivanhoe spalluto @unmoderated.ivanhoe,4600000.0,,Italy,,1400000.0,tiktok,italy,False,2024,,,,
12,Giulia Sara Salemi @giuliasalemii,4000000.0,,Italy,Fashion and Accessories,1200000.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
13,ITALIANINHO @italianinho,3100000.0,,Italy,,930000.0,tiktok,italy,False,2024,,,,
14,A1saud @a1saud,3100000.0,,Italy,Entertainment and Music,930000.0,tiktok,italy,False,2024,Music,MAPPED,,
15,fakeba drammeh @il_fake,3100000.0,,Italy,Entertainment and Music Funny,930000.0,tiktok,italy,False,2024,Music,MAPPED,,
16,ALICE DE BORTOLI @ali.debortoli,3000000.0,,Italy,Fashion and Accessories,900000.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
17,Nonna Pia @nonnapiaa,2700000.0,0.5,Italy,,810000.0,tiktok,italy,False,2024,,,,
18,Tola_Mr.Stark @tola_mr.stark,2700000.0,,Italy,,810000.0,tiktok,italy,False,2024,,,,
19,Me contro Te @mecontrote,2600000.0,,Italy,Entertainment and Music,780000.0,tiktok,italy,False,2024,Music,MAPPED,,
20,HIIRO @itshiiro.cos,2400000.0,3.2,Italy,Animation and Cosplay,720000.0,tiktok,italy,False,2024,Tech&Gaming,MAPPED,,
21,🌹SAMANTHA FRISON 🌹 @samanthafrison,2400000.0,,Italy,Fashion and Accessories,720000.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
22,Luca Lozano💍 @lucaloz,2200000.0,,Italy,Entertainment and Music,660000.0,tiktok,italy,False,2024,Music,MAPPED,,
23,Federica Scagnetti @federica.scagnetti,2100000.0,,Italy,Travel,630000.0,tiktok,italy,False,2024,Lifestyle,MAPPED,,
24,𝔟𝔞𝔟𝔶𝔤𝔦𝔯𝔩❤️‍🔥🇵🇭 @kkhatemaekawaaa,2100000.0,,Italy,,630000.0,tiktok,italy,False,2024,,,,
25,Tommaso Logrande @tommasomasino1,2000000.0,,Italy,Romance and Wedding,600000.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
26,Giulia DiCaprio @giuliabenite,2000000.0,,Italy,,600000.0,tiktok,italy,False,2024,,,,
27,Giulia Paglianiti @giuliapaglianiti,1900000.0,,Italy,,570000.0,tiktok,italy,False,2024,,,,
28,Movie.Tv🎥 @movie.it,1800000.0,,Italy,Entertainment and Music Celebrity,540000.0,tiktok,italy,False,2024,Music,MAPPED,,
29,Matt & Bise @mattebise,1800000.0,,Italy,Entertainment and Music,540000.0,tiktok,italy,False,2024,Music,MAPPED,,
30,🇮🇹 Стефи Шейди 🗿 @stefy.shady,1700000.0,,Italy,,510000.0,tiktok,italy,False,2024,,,,
31,Maryna @marynaofficial,1700000.0,0.1,Italy,,510000.0,tiktok,italy,False,2024,,,,
32,Nyla @nylaa.a,1600000.0,,Italy,Entertainment and Music,480000.0,tiktok,italy,False,2024,Music,MAPPED,,
33,Jacob Phabian @itsphabian,1600000.0,,Italy,,480000.0,tiktok,italy,False,2024,,,,
34,HannaBraids @hannabraids,1600000.0,,Italy,,480000.0,tiktok,italy,False,2024,,,,
35,Giovanni Contrada @imp_of_the_perverse,1500000.0,,Italy,,450000.0,tiktok,italy,False,2024,,,,
36,TikTok Italia @tiktok_it,1500000.0,,Italy,Entertainment and Music,450000.0,tiktok,italy,False,2024,Music,MAPPED,,
37,Louisa @louisa_masciullo,1500000.0,8.1,Italy,,450000.0,tiktok,italy,False,2024,,,,
38,Simone Noto @simonenoto,1500000.0,4.3,Italy,Entertainment and Music,450000.0,tiktok,italy,False,2024,Music,MAPPED,,
39,Ally Yost @ally_yost,1500000.0,,Italy,Travel,450000.0,tiktok,italy,False,2024,Lifestyle,MAPPED,,
40,Angel @angeljiewang,1400000.0,,Italy,,420000.0,tiktok,italy,False,2024,,,,
41,Gianmarco Zagato @gianmarcozagato,1400000.0,,Italy,,420000.0,tiktok,italy,False,2024,,,,
42,rae @raeecambra,1400000.0,,Italy,,420000.0,tiktok,italy,False,2024,,,,
43,Ambra Cotti @ambra.cotti,1300000.0,,Italy,,390000.0,tiktok,italy,False,2024,,,,
44,Vincenzo Cairo @vincenzo_cairo,1300000.0,0.5,Italy,Entertainment and Music Music,390000.0,tiktok,italy,False,2024,Music,MAPPED,,
45,Davide Magaraggia @davidemaga,1300000.0,,Italy,News,390000.0,tiktok,italy,False,2024,Knowledge&Info,MAPPED,,
46,Dieffe Bros @dieffebros,1200000.0,16.6,Italy,,360000.0,tiktok,italy,False,2024,,,,
47,Frank Matano @frankmatano,1200000.0,,Italy,Entertainment and Music,360000.0,tiktok,italy,False,2024,Music,MAPPED,,
48,Lyon.wgf @lyon.wgf,1200000.0,2.4,Italy,,360000.0,tiktok,italy,False,2024,,,,
49,Ufozero2 @ufozero2,1200000.0,16.9,Italy,Entertainment and Music Funny,360000.0,tiktok,italy,False,2024,Music,MAPPED,,
50,EVITA 🔥 @evitastork,1100000.0,,Italy,Entertainment and Music,330000.0,tiktok,italy,False,2024,Music,MAPPED,,
51,Manu @x.manuel,1100000.0,0.1,Italy,Entertainment and Music,330000.0,tiktok,italy,False,2024,Music,MAPPED,,
52,Cora & Marilù @cora.e.marilu,1100000.0,,Italy,Acting and Drama,330000.0,tiktok,italy,False,2024,Entertainment,MAPPED,,
53,Vincenzo Caruso @dannyilpazzo.88,1100000.0,,Italy,Entertainment and Music,330000.0,tiktok,italy,False,2024,Music,MAPPED,,
54,Francesco Laganara @cescoartist,1000000.0,,Italy,Arts and Crafts,300000.0,tiktok,italy,False,2024,Lifestyle,MAPPED,,
55,Alessandro @alessandro_vincenti,991700.0,0.3,Italy,,297500.0,tiktok,italy,False,2024,,,,
56,🤴🏻Joban♥️Pavi👸🏼 @joban.pavibajwa,989200.0,0.1,Italy,Romance and Wedding Travel,296800.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
57,Sharon Vanadia @sharon_vanadia,983400.0,0.1,Italy,,295000.0,tiktok,italy,False,2024,,,,
58,🔥Alessandro tosatto @aletosatto,975700.0,,Italy,,292700.0,tiktok,italy,False,2024,,,,
59,anapetcu @anapetcu,966100.0,,Italy,,289800.0,tiktok,italy,False,2024,,,,
60,transformer674🇮🇹 @transformer674,961400.0,,Italy,,288400.0,tiktok,italy,False,2024,,,,
61,Martina Strazzer @martinastrazzer_,960900.0,0.1,Italy,,288300.0,tiktok,italy,False,2024,,,,
62,Gerardo Grossi Da Silva @gerardogrossi,958600.0,,Italy,,287600.0,tiktok,italy,False,2024,,,,
63,Giuseppe Mandrake Ninno @mandrake1984real,957500.0,0.7,Italy,,287300.0,tiktok,italy,False,2024,,,,
64,erym_wade @erym_wade,955900.0,,Italy,,286800.0,tiktok,italy,False,2024,,,,
65,(mar)tina @cctvsad,955800.0,,Italy,,286700.0,tiktok,italy,False,2024,,,,
66,PAOLO RUBBOLI @paolorubboli,954200.0,,Italy,Entertainment and Music,286300.0,tiktok,italy,False,2024,Music,MAPPED,,
67,I’M FATY @_imfaty,947000.0,,Italy,Product Showcase,284100.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
68,Aida Diouf Mbengue @aidaadiouf,946400.0,,Italy,,283900.0,tiktok,italy,False,2024,,,,
69,𝓢𝓲𝓵𝓿𝓲𝓪⚡️ @silviauras_,942300.0,0.1,Italy,,282700.0,tiktok,italy,False,2024,,,,
70,Elisa @hay.its.elisa,938700.0,,Italy,,281600.0,tiktok,italy,False,2024,,,,
71,Alessandro Piacenti @alessandro.piacenti,937700.0,,Italy,Fashion and Accessories Photography,281300.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
72,LYO💎 @lyothecat,929600.0,,Italy,Pets Business and Finance,278900.0,tiktok,italy,False,2024,Knowledge&Info,MAPPED,,
73,Giuliano Scarparo Ph @giulianoscarparoph,928700.0,,Italy,Nature Photography,278600.0,tiktok,italy,False,2024,Lifestyle,MAPPED,,
74,Italian Stallion @_leothecanecorso_,928200.0,,Italy,Pets,278500.0,tiktok,italy,False,2024,Lifestyle,MAPPED,,
75,𝑆𝐴𝑀𝑈𝐸𝐿 𝑀𝐴𝐶𝑅𝐼̀• 🐺 @samuel__macri,926600.0,,Italy,Fashion and Accessories Arts and Crafts DIY and Life Hacks,278000.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
76,Khay 🇮🇹 @khayhiwatig,924500.0,,Italy,Funny,277400.0,tiktok,italy,False,2024,Entertainment,MAPPED,,
77,TVgadget @tvgadget,920300.0,0.2,Italy,,276100.0,tiktok,italy,False,2024,,,,
78,Irama @irama,906200.0,0.2,Italy,,271900.0,tiktok,italy,False,2024,,,,
79,Chiara Giuffrida 🦄 @chiagiuffrida,901900.0,3.3,Italy,Fashion and Accessories Beauty and Self Care Arts and Crafts Travel,270600.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
80,doa.rbatiyaa @doa.rbatiyaa,898900.0,,Italy,,269700.0,tiktok,italy,False,2024,,,,
81,ital @crystalsheyn,889800.0,,Italy,Entertainment and Music,266900.0,tiktok,italy,False,2024,Music,MAPPED,,
82,chefincamicia @chefincamicia,887800.0,,Italy,,266300.0,tiktok,italy,False,2024,,,,
83,Vincenzo Borrelli @vincenzoborrelli00,886300.0,0.1,Italy,,265900.0,tiktok,italy,False,2024,,,,
84,Rita QueenJ 👑 @rita.queenj,882400.0,,Italy,,264700.0,tiktok,italy,False,2024,,,,
85,Nicole Cereseto @nicoleceresetoo,879100.0,,Italy,,263700.0,tiktok,italy,False,2024,,,,
86,nuela @nuelaofficial,875800.0,0.2,Italy,Entertainment and Music,262700.0,tiktok,italy,False,2024,Music,MAPPED,,
87,Alfa @michiamanoalfa,874200.0,,Italy,,262300.0,tiktok,italy,False,2024,,,,
88,Cucina Con Ruben @cucinaconruben,872300.0,0.3,Italy,Food,261700.0,tiktok,italy,False,2024,Lifestyle,MAPPED,,
89,Kacie Rose @kacierose4,871200.0,,Italy,Travel,261400.0,tiktok,italy,False,2024,Lifestyle,MAPPED,,
90,Samuele Brignoccolo @samuelebrignoccolo,870900.0,,Italy,,261300.0,tiktok,italy,False,2024,,,,
91,Ilaria Perfetti @babyy.yla,868500.0,,Italy,Beauty and Self Care,260600.00000000003,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
92,Giulia Stabile♡ @giugiulol4,867800.0,0.3,Italy,Funny,260300.0,tiktok,italy,False,2024,Entertainment,MAPPED,,
93,✨ j u l i e 👙 @juzrayss,867200.0,,Italy,,260200.0,tiktok,italy,False,2024,,,,
94,swann ritossa @swannfreestyle,864700.0,,Italy,Sports,259400.0,tiktok,italy,False,2024,Sports,MAPPED,,
95,Matteo Brunetti @matteo.brunetti,862700.0,0.1,Italy,Food,258800.0,tiktok,italy,False,2024,Lifestyle,MAPPED,,
96,nonnagracie @nonnagracie,851300.0,0.5,Italy,Funny,255400.0,tiktok,italy,False,2024,Entertainment,MAPPED,,
97,glojoined @glojoined,850600.0,,Italy,Fashion and Accessories,255200.0,tiktok,italy,False,2024,Beauty&Fashion,MAPPED,,
98,Giallozafferano loves Italy @giallozafferano_en,847900.0,,Italy,Food,254400.0,tiktok,italy,False,2024,Lifestyle,MAPPED,,
99,Franzo.xd @federicofranzo,846300.0,,Italy,Entertainment and Music Finance,253900.0,tiktok,italy,False,2024,Knowledge&Info,MAPPED,,
100,eleonora @elelocci,845400.0,,Italy,,253600.0,tiktok,italy,False,2024,,,,
1,otakoyakisoba @otakoyakisoba,16600000.000000002,0.8,Japan,,5000000.0,tiktok,japan,False,2024,,,,
2,Masked Hokage @naruto0919,12200000.0,,Japan,Animation and Cosplay,3700000.0,tiktok,japan,False,2024,Tech&Gaming,MAPPED,,
3,ISSEI/No War @issei0806,9900000.0,,Japan,,3000000.0,tiktok,japan,False,2024,,,,
4,内山さん(Uchiyamasan☀️) @uchiyamasan7322,8600000.0,,Japan,,2600000.0,tiktok,japan,False,2024,,,,
5,炭火倶楽部／Sumibi_Club @sumibi_club,5000000.0,,Japan,,1500000.0,tiktok,japan,False,2024,,,,
6,tsuriki.family @tsuriki.family,4600000.0,,Japan,family,1400000.0,tiktok,japan,False,2024,Lifestyle,MAPPED,,
7,ONE N' ONLY/ワンエンオンリー @onenonly_tokyo,4400000.0,,Japan,,1300000.0,tiktok,japan,False,2024,,,,
8,가토 GATO @gato0901,4200000.0,,Japan,Arts and Crafts,1300000.0,tiktok,japan,False,2024,Lifestyle,MAPPED,,
9,TWICE JAPAN OFFICIAL @twice_tiktok_officialjp,3900000.0,0.4,Japan,Entertainment and Music,1200000.0,tiktok,japan,False,2024,Music,MAPPED,,
10,新しい学校のリーダーズ ATARASHII GAKKO! @japanleaders,3800000.0,,Japan,Entertainment and Music,1100000.0,tiktok,japan,False,2024,Music,MAPPED,,
11,Apoki 아뽀키 @apoki.vv,3600000.0,,Japan,Animation and Cosplay,1100000.0,tiktok,japan,False,2024,Tech&Gaming,MAPPED,,
12,tomm_yammm🇯🇵 @tomm_yammm,3600000.0,,Japan,,1100000.0,tiktok,japan,False,2024,,,,
13,japinhaconde 🇯🇵 @japinhaconde,2500000.0,,Japan,,750000.0,tiktok,japan,False,2024,,,,
14,Kahoko🎆 @kaho7911,2400000.0,0.1,Japan,,720000.0,tiktok,japan,False,2024,,,,
15,安田現象 @gensho_yasuda,2300000.0,0.7,Japan,Animation and Cosplay,690000.0,tiktok,japan,False,2024,Tech&Gaming,MAPPED,,
16,毎日甘いもの食べたい @yuuuuto38,2000000.0,0.1,Japan,Food,600000.0,tiktok,japan,False,2024,Lifestyle,MAPPED,,
17,修一朗 @tuckinshuichiro,1900000.0,,Japan,Nature,570000.0,tiktok,japan,False,2024,Lifestyle,MAPPED,,
18,ginjiro👉👈 @ginjiro_koyama,1900000.0,0.7,Japan,Animation and Cosplay,570000.0,tiktok,japan,False,2024,Tech&Gaming,MAPPED,,
19,The Anime Men @gmoney_swag12,1800000.0,,Japan,Animation and Cosplay Fashion and Accessories,540000.0,tiktok,japan,False,2024,Beauty&Fashion,MAPPED,,
20,ASMR アリス @asmr_alice_jpn,1800000.0,,Japan,Entertainment and Music,540000.0,tiktok,japan,False,2024,Music,MAPPED,,
21,あさみみちゃん @asamimichaann,1700000.0,0.1,Japan,Animation and Cosplay,510000.0,tiktok,japan,False,2024,Tech&Gaming,MAPPED,,
22,TAKI @taki_faky,1600000.0,,Japan,,480000.0,tiktok,japan,False,2024,,,,
23,YADUKI/居酒屋 哉月🍚 @yaduki1,1600000.0,1.0,Japan,Food,480000.0,tiktok,japan,False,2024,Lifestyle,MAPPED,,
24,English with Jay @jayfujiwara,1600000.0,0.2,Japan,Education,480000.0,tiktok,japan,False,2024,Knowledge&Info,MAPPED,,
25,【YAMADA】山田ごはん。 @yamadaasmr,1600000.0,,Japan,Food,480000.0,tiktok,japan,False,2024,Lifestyle,MAPPED,,
26,☞ゑむ氏。@フォーエイト・ @mari0607_mg,1500000.0,0.1,Japan,,450000.0,tiktok,japan,False,2024,,,,
27,テレ朝news【公式】 @tv_asahi_news,1500000.0,,Japan,,450000.0,tiktok,japan,False,2024,,,,
28,神堂きょうか🐸 @kyokasan123,1500000.0,,Japan,Acting and Drama Entertainment and Music,450000.0,tiktok,japan,False,2024,Music,MAPPED,,
29,シャルロット/Charlotte🇯🇵 @charlotte_fat10,1500000.0,,Japan,Entertainment and Music,450000.0,tiktok,japan,False,2024,Music,MAPPED,,
30,Tastemade Japan @tastemadejapan,1500000.0,,Japan,Food Travel,450000.0,tiktok,japan,False,2024,Lifestyle,MAPPED,,
31,RyotaMoistureเรียวตะ @ryotamoisture,1400000.0,,Japan,,420000.0,tiktok,japan,False,2024,,,,
