rank,handle_instagram,name_instagram,followers,audience_country,engagement_auth,engagement_avg,category_1,category_2
580,leejen_o_423,LEE JENO,2200000.0,,0.0,2300000.0,,
581,asabopp,Asa Butterfield,5700000.0,Brazil,521700.00000000006,762700.0,Cinema & Actors/actresses,
582,naileadevora,nai,5300000.0,United States,560600.0,828500.0,Lifestyle,
583,actorprabhas,Prabhas,8800000.0,India,443300.0,496300.0,Shows,Cinema & Actors/actresses
584,amitabhbachchan,Amitabh Bachchan,31100000.0,India,119600.0,138300.0,Cinema & Actors/actresses,
585,missasinfonia,MissaSinfonia,5800000.0,Mexico,667400.0,747700.0,Cinema & Actors/actresses,
586,sandrinna_11,Drinna 🖤,10700000.0,Indonesia,311100.0,396800.0,Lifestyle,
587,theellenshow,Ellen DeGeneres,125100000.0,United States,28400.0,34200.0,Shows,Cinema & Actors/actresses
588,jeonghaniyoo_n,윤정한,3600000.0,Iran,935400.0,1200000.0,Lifestyle,
589,memphisdepay,Memphis Depay,15400000.0,France,155700.0,277200.0,Sports with a ball,
590,aishwaryaraibachchan_arb,AishwaryaRaiBachchan,10400000.0,India,318200.0,406600.0,Cinema & Actors/actresses,
591,otabek_muhammadalievich,Otabek Umarov,20000000.0,Russia,157400.0,211900.0,,
592,pedri,Pedri González,7100000.0,Spain,0.0,598500.0,Sports with a ball,
593,reesewitherspoon,Reese Witherspoon,28300000.0,United States,124400.0,149200.0,Cinema & Actors/actresses,
594,marcusrashford,Marcus Rashford MBE,12800000.0,United Kingdom,206600.0,326900.0,Sports with a ball,
595,matue,,8100000.0,Brazil,288800.0,530600.0,Lifestyle,Sports with a ball
596,alexadellanos,Alexa Dellanos,9800000.0,United States,276500.0,432600.0,Lifestyle,
597,faz3,Fazza,14700000.0,United Arab Emirates,221100.0,289900.0,Lifestyle,
598,ronaldo,Ronaldo,23500000.0,Brazil,103400.0,178300.0,Sports with a ball,
599,araikgalstyanmoscowschool,ＡＲＡＩＫ  ＧＡＬＳＴＹＡＮ®️,16300000.0,Turkey,197600.0,255700.0,Beauty,
600,l7nnon,L7,8800000.0,Brazil,200900.0,477200.0,Lifestyle,
601,l7nnon,L7,8800000.0,Brazil,200900.0,477200.0,Lifestyle,
602,avrillavigne,Avril Lavigne,11700000.0,Brazil,284500.0,354200.0,Cinema & Actors/actresses,Fashion
603,karelyruiz,Karely Ruiz,7000000.0,Mexico,472400.0,593000.0,Lifestyle,
604,rizkybillar,Muhammad Rizky Billar,12900000.0,Indonesia,248500.0,321000.0,Shows,Beauty
605,victoriajustice,Victoria Justice,22900000.0,United States,131100.0,179400.0,Cinema & Actors/actresses,Modeling
606,vousmevoyez,KRYSTAL,10400000.0,Indonesia,304700.0,395200.0,Cinema & Actors/actresses,
607,zoeisabellakravitz,Zoë Kravitz,8400000.0,United States,323300.0,490400.0,Cinema & Actors/actresses,
608,egupta,Esha Gupta,11600000.0,India,280600.0,351300.0,Lifestyle,Cinema & Actors/actresses
609,catherinemcbroom,Catherine Paiz,7300000.0,United States,329500.0,565900.0,Family,
610,malutrevejo,Malú 🦋 222🎤,11500000.0,United States,197200.0,353800.0,,
611,elmarianaa,El Mariana,4500000.0,Mexico,809500.0,919400.0,,
612,avengers,Avengers,13600000.0,India,238800.0,299100.0,Cinema & Actors/actresses,
613,skaijackson,S K A I,8000000.0,United States,290500.0,512700.00000000006,Lifestyle,
614,iam_linyi,我是林一同学,4000000.0,Indonesia,781000.0,1000000.0,,
615,yihyun_1208,조이현 cho yihyun,5200000.0,South Korea,618900.0,783400.0,Lifestyle,
616,nickjonas,Nick Jonas,33100000.0,United States,86100.0,122500.0,,
617,everyone_woo,Wonwoo,3400000.0,Indonesia,935500.0,1200000.0,,
618,aleoliveiracm,Alê Oliveira,8500000.0,Brazil,198000.0,507900.0,Humor & Fun & Happiness,
619,nikkietutorials,NikkieTutorials,16500000.0,United States,178000.0,242200.0,Beauty,
620,centralcee,📲,4400000.0,United Kingdom,373400.0,914700.0,Lifestyle,
621,andreavaldirisos,ANDREA VALDIRI 🇨🇴,8700000.0,Colombia,326900.0,465000.0,Lifestyle,Beauty
622,pledis_boos,승관 SEUNGKWAN,4500000.0,Indonesia,732300.0,888400.0,,
623,jenna_chew,JENNA 周甄娜,7900000.0,United States,414700.0,506200.0,Fitness & Gym,
624,simaria,Simaria Mendes,28300000.0,Brazil,96500.0,140400.0,,
625,romanreigns,Joe Anoai aka “Roman Reigns”,6600000.0,India,471800.0,612400.0,Lifestyle,
626,netflixbrasil,Netflix Brasil,32600000.0,Brazil,70700.0,120800.0,Shows,Cinema & Actors/actresses
627,piawurtzbach,Pia Wurtzbach,13800000.0,Philippines,234500.0,282800.0,Beauty,Modeling
628,soueunavida,Sou Eu Na Vida,18100000.0,Brazil,114500.0,218500.0,Humor & Fun & Happiness,
629,kenzie,kenzie ♡,14800000.0,United States,171200.0,260500.0,,
630,ozgecangurelofficial,Özge Gürel,5800000.0,Turkey,553200.0,679900.0,Cinema & Actors/actresses,
631,adinross,,3600000.0,United States,607600.0,1200000.0,,
632,realcoleworld,Cole World,7700000.0,United States,266400.0,506400.0,,
633,mancity,Manchester City,34300000.0,United Kingdom,83000.0,112100.0,Sports with a ball,
634,perspolis,Persepolis,8300000.000000001,Iran,335200.0,476400.0,Sports with a ball,
635,lacasadepapel,La Casa de Papel,12600000.0,Brazil,202500.0,304400.0,Cinema & Actors/actresses,Shows
636,cvillaloboss,CARMEN VILLALOBOS,20500000.0,Colombia,151400.0,186700.0,Shows,Cinema & Actors/actresses
637,jeromepolin,Jerome Polin Sijabat ジェローム,7000000.0,Indonesia,379000.0,555500.0,Education,Humor & Fun & Happiness
638,sarahhyland,Sarah Hyland,9900000.0,United States,310100.0,387700.0,Cinema & Actors/actresses,Lifestyle
639,dejesusoficial,Gabriel Jesus,18400000.0,Brazil,132400.0,205000.0,Sports with a ball,
640,aliandooo,Aliando Syarief,17100000.0,Indonesia,144100.0,229900.0,Cinema & Actors/actresses,
641,aslisona,Sonakshi Sinha,23300000.0,India,134400.0,162600.0,Cinema & Actors/actresses,Lifestyle
642,playstation,PlayStation,28900000.0,United States,107300.0,131400.0,Computers & Gadgets,
643,drewstarkey,Drew Starkey,3100000.0,United States,622400.0,1200000.0,Cinema & Actors/actresses,
644,youngdae0302,김영대,4500000.0,Indonesia,636200.0,839800.0,,
645,sanchooo10,Jadon Sancho,8900000.0,United Kingdom,244600.0,427700.0,Sports with a ball,
646,lamborghini,Lamborghini,32200000.000000004,India,83800.0,115600.0,Luxury,Cars & Motorbikes
647,geewonii,김지원,7700000.0,Indonesia,369800.0,486800.0,,
648,taylor_hill,Taylor Hill,20500000.0,United States,121000.0,180500.0,Fashion,Modeling
649,sooyoungchoi,Sooyoung Choi,7400000.0,Indonesia,421300.0,508500.0,Beauty,Lifestyle
650,natashawilona12,Natasha Wilona,39400000.0,Indonesia,78500.0,93700.0,Beauty,
651,chrissyteigen,chrissy teigen,39100000.0,United States,72000.0,94000.0,Shows,Modeling
652,francinyehlke,Franciny Ehlke,15600000.0,Brazil,107900.0,235900.0,Beauty,
653,dacremontgomery,Dacre Montgomery,8800000.0,United States,314200.0,419900.0,Cinema & Actors/actresses,
654,lizzobeeating,Lizzo,12900000.0,United States,204100.0,286000.0,Lifestyle,Cinema & Actors/actresses
655,dylanminnette,Dylan Minnette,7300000.0,United States,312100.0,507400.0,Cinema & Actors/actresses,
656,nita_shilimkar,Nita Shilimkar,11500000.0,India,240500.0,318000.0,Lifestyle,Fashion
657,phoebejtonkin,Phoebe Tonkin,8400000.0,United States,309400.0,441600.0,Beauty,Cinema & Actors/actresses
658,39saku_chan,Sakura Miyawaki,4300000.0,Indonesia,708000.0,873100.0,Lifestyle,Cinema & Actors/actresses
659,rogerfederer,Roger Federer,9800000.0,Spain,294300.0,380800.0,Sports with a ball,
660,geneliad,Genelia Deshmukh,10400000.0,India,282600.0,350000.0,Cinema & Actors/actresses,
661,dbook,Devin,5400000.0,United States,349400.0,687000.0,Lifestyle,Sports with a ball
662,theslumpgod,Stokeley,5400000.0,United States,398500.0,693500.0,,
663,paulwalker,Paul Walker,15100000.0,India,175900.0,241100.0,Cinema & Actors/actresses,
664,iampauloandre,Paulo André 🏁,9900000.0,Brazil,135400.0,381200.0,Photography,Lifestyle
665,parishilton,Paris Hilton,20200000.0,United States,109300.0,180600.0,Modeling,
666,maudyayunda,Maudy Ayunda,17200000.0,Indonesia,143200.0,211100.0,,
667,blonded,Frank,3700000.0,United States,529900.0,990100.0,,
668,djsnake,djsnake,9700000.0,India,318500.0,378200.0,,
669,achrafhakimi,Achraf Hakimi,10100000.0,Morocco,244300.0,359000.0,Sports with a ball,
670,bleacherreport,Bleacher Report,19600000.0,United States,94300.0,186100.0,Sports with a ball,
671,offsetyrn,OFFSET,19900000.0,United States,102600.0,183900.0,,
672,narins_beauty,••Narins Beauty••,9300000.0,Syria,329800.0,405200.0,Lifestyle,
673,kyrieirving,Hélà,17200000.0,United States,140200.0,212100.0,Sports with a ball,
674,myketowers,MICHAEL,9500000.0,Spain,216000.0,389600.0,,
675,burcuozberk,Burcu Özberk,9300000.0,Turkey,305400.0,395500.0,Cinema & Actors/actresses,
676,chrismcg,Christopher McGinnis,11100000.0,United States,147200.0,324000.0,,
677,indiancricketteam,Team India,25600000.0,India,119900.0,139900.0,Sports with a ball,
678,oprah,Oprah,21500000.0,United States,143700.0,169800.0,Cinema & Actors/actresses,Shows
679,machinegunkelly,the Blonde Don,9700000.0,United States,233400.0,375200.0,,
680,elliotpage,,6200000.0,United States,405100.0,583100.0,Cinema & Actors/actresses,
681,raashiikhanna,Raashii Khanna,8600000.0,India,350600.0,417900.0,Cinema & Actors/actresses,
682,beautifuldestinations,BEAUTIFUL DESTINATIONS,24700000.0,United States,107600.0,144300.0,Photography,Travel
683,madisonbaileybabe,Maddie Baby,6700000.0,United States,288900.0,541000.0,Lifestyle,Cinema & Actors/actresses
684,rishabpant,Rishabh Pant,6900000.0,India,439700.0,522299.99999999994,Lifestyle,Sports with a ball
685,ho5hi_kwon,HOSHI,3600000.0,Indonesia,765200.0,995200.0,Lifestyle,
686,bigsean,BIGSEAN,15400000.0,United States,125400.0,228800.0,,
687,brfootball,Bleacher Report Football,12600000.0,United States,172100.0,278100.0,Sports with a ball,
688,kingryan,Ryan Garcia,9000000.0,United States,261399.99999999997,394800.0,Fitness & Gym,
689,andresiniesta8,Andres Iniesta,40200000.0,Spain,60000.0,87000.0,Sports with a ball,
690,alvxaro,ALVARO,9900000.0,Brazil,144600.0,362400.0,Lifestyle,
691,willevy,William  Levy / Actor Producer,10900000.0,Brazil,242100.0,326100.0,Shows,Cinema & Actors/actresses
692,pokimanelol,pokimane 🤍,6200000.0,United States,436700.0,575300.0,Lifestyle,Shows
693,jamorant,12 🥷🏽🖤,7700000.0,United States,284600.0,459900.0,Winter sports,Sports with a ball
694,amadorat,N I C O L E   A M A D O 🐉,8300000.000000001,Mexico,378800.0,423300.0,Fashion,Lifestyle
695,smriti_mandhana,Smriti Mandhana,6500000.0,India,472100.0,547000.0,Sports with a ball,
696,marinaruybarbosa,Marina Ruy Barbosa,40900000.0,Brazil,56300.0,85900.0,Cinema & Actors/actresses,
697,alishalehmann7,Alisha Lehmann,8199999.999999999,Brazil,227800.0,430100.0,Sports with a ball,
698,bhadbhabie,Bhabie,16399999.999999998,United States,112400.0,210900.0,,
699,dear.zia,𝑓𝑟𝑒𝑒𝑧𝑖𝑎 .🌼,3700000.0,South Korea,839700.0,944500.0,,
700,haifawehbe,Haifa Wehbe,10500000.0,Iraq,226600.0,331800.0,,
701,dkharbour,David Harbour,9700000.0,United States,274500.0,359700.0,Cinema & Actors/actresses,
702,eilirjani,Elton ILIRJANI,10400000.0,Albania,229100.0,330800.0,Adult content,
703,agnezmo,AGNEZ MO,29000000.0,Indonesia,71300.0,118400.0,,
704,staceysolomon,Stacey Solomon,5400000.0,United Kingdom,536200.0,645900.0,Family,
705,supercarblondie,Alex - that girl with the Cars,10800000.0,India,200100.0,317100.0,Cars & Motorbikes,
706,arishfakhan138,Sayyed Arishfa Khan 💎,29400000.0,India,96600.0,117300.0,Cinema & Actors/actresses,
707,sebastianyatra,Sebastian Yatra,29800000.0,Argentina,82300.0,114900.0,,
708,yg_treasure_official,TREASURE (트레저),5600000.0,Indonesia,483400.0,618500.0,,
709,karljacobs,Karl Jacobs,4300000.0,United States,618400.0,805400.0,,
710,rezagolzar,Mohammad Reza Golzar,12300000.0,Iran,197200.0,288000.0,Cinema & Actors/actresses,
711,saharghoreyshiofficialpage,سحر قريشى Sahar Ghoreyshi,11500000.0,Iran,203900.0,297900.0,,
712,f1,FORMULA 1®,20700000.0,Italy,129300.00000000001,163500.0,Racing Sports,
713,wos.ds3,Valentín Oliva,6600000.0,Argentina,341400.0,522400.0,,
714,dk_is_dokyeom,도겸,3500000.0,Iran,825400.0,994200.0,Lifestyle,
715,sonambajwa,Sonam Bajwa,8199999.999999999,India,330200.0,422000.0,Cinema & Actors/actresses,
716,demirose,Demi 🌹,19900000.0,United States,130699.99999999999,170400.0,Modeling,Lifestyle
717,21savage,,13600000.0,United States,140200.0,246400.0,,
718,apple,apple,28100000.0,India,88200.0,118800.0,Computers & Gadgets,Photography
719,jxxvvxxk,이재욱,3900000.0,Indonesia,694300.0,872800.0,,
720,umutisler,Umut İşler,11000000.0,India,188000.0,302200.0,Food & Cooking,
721,grantgust,Grant Gustin,7800000.0,Brazil,305400.0,432700.0,Cinema & Actors/actresses,Fashion
722,huddy,Chase Hudson,11600000.0,United States,206800.0,285000.0,Lifestyle,
723,vernonline,Vernon 버논,4600000.0,Japan,543600.0,719100.0,,
724,hichasestokes,,7400000.0,United States,301700.0,452000.0,Humor & Fun & Happiness,Lifestyle
725,netflix,Netflix US,31200000.0,Brazil,64099.99999999999,105200.0,Cinema & Actors/actresses,Shows
726,kittychicha,🖤KITTY CHICHA🐱,4300000.0,Philippines,635900.0,771100.0,,
727,ederbez,Eugenio Derbez,18600000.0,Mexico,156300.0,175600.0,Cinema & Actors/actresses,Lifestyle
728,amybethmcnulty,Amybeth,7800000.0,Brazil,307900.0,423000.0,Lifestyle,Cinema & Actors/actresses
729,viihtube,Viih Tube,23600000.0,Brazil,73200.0,138200.0,Cinema & Actors/actresses,
730,juki_lop,JukiLop,9400000.0,Mexico,300000.0,349100.0,Shows,Family
731,espn,ESPN,23700000.0,United States,75400.0,137000.0,Sports with a ball,
732,simonettalein,Simonetta Lein,12400000.0,India,188800.0,260100.00000000003,Beauty,Cinema & Actors/actresses
733,yasminabdelaziz_,Yasmin Abdelaziz,16200000.0,Egypt,169800.0,200900.0,Cinema & Actors/actresses,
734,miamalkova,Mia Malkova,11100000.0,India,215300.0,291600.0,Cinema & Actors/actresses,
735,adrianalima,Adriana Lima,14900000.0,United States,146400.0,215400.0,Modeling,Fashion
736,shivangijoshi18,शिवांगी जोशी,7400000.0,India,365100.0,439500.0,Lifestyle,
737,davidluiz23,David Luiz,22200000.0,Brazil,65800.0,144600.0,Sports with a ball,
738,saipallavi.senthamarai,Sai Pallavi,6100000.0,India,462700.0,530800.0,Cinema & Actors/actresses,
739,sonamkapoor,Sonam Kapoor Ahuja,33500000.0,India,80600.0,95300.0,Fashion,Modeling
740,adamsandler,Adam Sandler,13600000.0,United States,184700.0,235500.0,Cinema & Actors/actresses,
741,noorstars,نور ستارز | Noor Stars,13300000.0,Iraq,180700.0,242100.0,Shows,
742,jennifer.garner,Jennifer Garner,13600000.0,United States,206400.0,233800.0,Cinema & Actors/actresses,
743,troyesivan,troye sivan,13400000.0,United States,164100.0,235700.0,Fashion,Modeling
744,jaybnow.hr,LIM JAE BEOM,6900000.0,United States,353600.0,464000.0,,
745,litkillah,MAWZ💬,8100000.0,Argentina,298200.0,393000.0,,
746,schwarzenegger,Arnold Schwarzenegger,22600000.0,United States,118900.0,139800.0,Cinema & Actors/actresses,Fitness & Gym
747,wayvofficial,WayV,7500000.0,Indonesia,358900.0,427400.0,,
748,giannis_an34,Giannis Ugo Antetokounmpo,13300000.0,United States,147900.0,233900.0,Sports with a ball,
749,dagelan,Dagelan,21000000.0,Indonesia,89000.0,151000.0,Humor & Fun & Happiness,
750,_abu_saalim_,ABU SAALIM,3000000.0,India,446500.0,1100000.0,Photography,Cinema & Actors/actresses
751,pooorblack,Pooorblack,4900000.0,Iran,503500.0,652100.0,,
752,trentarnold66,Trent Alexander-Arnold,7800000.0,United Kingdom,275400.0,403300.0,Lifestyle,Sports with a ball
753,earthpix,🌎  EarthPix  🌎,23200000.0,United States,102800.0,133300.0,Nature & landscapes,Photography
754,maneskinofficial,Måneskin,6200000.0,Italy,356300.0,502800.0,Modeling,Cinema & Actors/actresses
755,nodal,Christian Nodal 🇲🇽 🌵💚,9400000.0,Mexico,229100.0,336800.0,,
756,ivan_buhaje,spreen,3100000.0,Argentina,825800.0,1000000.0,,
757,joshuadun,jøsh dun,6200000.0,United States,415700.0,507800.0,,
758,juliopfernandez,J U L I O   P E Ñ A   F. D E Z,3400000.0,Brazil,714900.0,909300.0,,
759,sonu_sood,Sonu Sood,17400000.0,India,154700.0,177000.0,Cinema & Actors/actresses,
760,voguemagazine,Vogue,40300000.0,United States,50500.0,76100.0,Literature & Journalism,Fashion
761,valentinazenere,Valentina Zenere,10100000.0,Brazil,248400.0,302500.0,Modeling,Lifestyle
762,shikhardofficial,Shikhar Dhawan,11400000.0,India,234500.0,268300.0,Sports with a ball,
763,nancyajram,Nancy Ajram,33299999.999999996,Iraq,72500.0,92700.0,,
764,mclomaofficial,Paloma Santos 🐟,8300000.000000001,Brazil,218900.0,375200.0,,
765,rodwave,RodWave,5600000.0,United States,254600.0,566100.0,,
766,yamigautam,Yami Gautam Dhar,16399999.999999998,India,160200.0,186000.0,Cinema & Actors/actresses,
767,madonna,Madonna,18500000.0,Italy,112600.0,168100.0,,
768,fcbayern,FC Bayern,34000000.0,Germany,61100.0,89600.0,Sports with a ball,
769,lacikaysomers,Laci Kay Somers,12200000.0,United States,148500.0,254100.0,Modeling,
770,sincerooficial,Sincero Oficial,21700000.0,Brazil,72400.0,140000.0,Humor & Fun & Happiness,
771,ewsbdi,로운,4700000.0,Indonesia,439600.0,657100.0,,
772,nikefootball,Nike Football (Soccer),45400000.0,Brazil,42800.0,66100.0,Sports with a ball,Clothing & Outfits
773,candiceking,Candice King,10000000.0,Brazil,214100.0,298400.0,Family,Lifestyle
774,beberexha,Bebe Rexha,10700000.0,India,189300.0,279900.0,Lifestyle,
775,rockstargames,Rockstar Games,23300000.0,United States,104500.0,129600.0,Cars & Motorbikes,
776,onwardwanna,"Javon ""Wanna"" Walton",6000000.0,United States,301800.0,503800.0,Lifestyle,Cinema & Actors/actresses
777,diljitdosanjh,DILJIT DOSANJH,14000000.0,India,176800.0,213000.0,Cinema & Actors/actresses,
778,emmaroberts,Emma Roberts,18300000.0,United States,110000.0,162400.0,Cinema & Actors/actresses,
779,filiperet,Retchê,7700000.0,Brazil,153900.0,392800.0,Lifestyle,Photography
780,vanessalopesr_,Vanessa Lopes,12300000.0,Brazil,73700.0,240200.0,Lifestyle,
781,harshasai_,Harsha sai,2700000.0,India,958900.0,1100000.0,Shows,
782,ahmedabohashima,Ahmed Abouhashima,17300000.0,Egypt,125900.0,170000.0,Business & Careers,Finance & Economics
783,ncentineo,Noah,16500000.0,Brazil,106800.0,177600.0,Cinema & Actors/actresses,
784,galatasaray,Galatasaray,11600000.0,Turkey,209400.0,253500.0,Sports with a ball,
785,yefersoncossio,Yef,9800000.0,Colombia,208900.0,305300.0,Lifestyle,
786,arsenal,Arsenal,22800000.0,United Kingdom,85300.0,129100.0,Sports with a ball,
787,borodylia,Ксения Бородина,19100000.0,Russia,124000.0,152900.0,Shows,Family
788,willyrex,Willyrex,8800000.0,Spain,284400.0,337200.0,Shows,
789,snoopdogg,snoopdogg,76000000.0,United States,27300.0,38900.0,Lifestyle,
790,djokernole,Novak Djokovic,11300000.0,Serbia,209800.0,258399.99999999997,Sports with a ball,
791,ishowspeed,IShowSpeed,3700000.0,United Kingdom,575100.0,813800.0,Lifestyle,
792,jackblack,Jack Black,8900000.0,United States,251800.0,328800.0,Cinema & Actors/actresses,
793,normani,Normani,7300000.0,United States,256800.0,401300.0,,
794,courteneycoxofficial,Courteney Cox,12200000.0,India,178900.0,236700.0,Cinema & Actors/actresses,
795,shxxbi131,B.I,4000000.0,Indonesia,620400.0,726600.0,Lifestyle,
796,jaspritb1,jasprit bumrah,9800000.0,India,256600.00000000003,294800.0,Lifestyle,Sports with a ball
797,marimaria,Mari Maria,20200000.0,Brazil,74200.0,142900.0,Beauty,
798,t22felton,Tom Felton,11900000.0,United States,186800.0,242000.0,Cinema & Actors/actresses,
799,jenniferwinget1,Jennifer Winget,13500000.0,India,175300.0,213200.0,Cinema & Actors/actresses,
800,spacex,SpaceX,15800000.0,United States,148700.0,180900.0,Science,Machinery & Technologies
801,virgilvandijk,Virgil van Dijk,12600000.0,United Kingdom,159800.0,226400.0,Sports with a ball,
802,i_nivethathomas,Nivetha Thomas,6100000.0,India,412000.0,466000.0,Cinema & Actors/actresses,
803,chaelincl,CL,10300000.0,Brazil,206300.0,272900.0,Fashion,Modeling
804,subo_m,Subhan Mamedov,10100000.0,Russia,229500.0,281000.0,Shows,
805,klarafgcastanho,Klåra Cåstanho,7400000.0,Brazil,198700.0,385500.0,Cinema & Actors/actresses,
806,miketyson,Mike Tyson,19200000.0,United States,114000.0,146900.0,Fitness & Gym,
807,streetartglobe,StreetArtGlobe ™ 😱,16600000.000000002,United States,124400.0,168900.0,,
808,nabilla,Nabilla Vergara ✨,8000000.0,France,258300.0,355400.0,Beauty,
809,hadise,Hadise,13800000.0,Turkey,173600.0,202400.0,Shows,
810,davidalaba,David Alaba,10600000.0,Spain,185300.0,262200.0,Sports with a ball,
811,paollaoliveirareal,Paolla Oliveira,34800000.0,Brazil,60700.0,80300.0,Cinema & Actors/actresses,Lifestyle
812,kawtarbamo,KAWTAR BA-MOHAMED كوثر بامو,7500000.0,Morocco,276000.0,373900.0,Cinema & Actors/actresses,
813,kaliuchis,,4000000.0,United States,407100.0,702800.0,,
814,sivakarthikeyan,Sivakarthikeyan Doss,5200000.0,India,460600.0,542500.0,,
815,lance210,Lance Stewart,6600000.0,United States,257000.0,426300.0,Cinema & Actors/actresses,Humor & Fun & Happiness
816,chieffkeeffsossa,Chief Keef,7800000.0,United States,196000.0,362500.0,,
817,seojuhyun_s,SEOHYUN 서현,7600000.0,Indonesia,295700.0,370600.0,Cinema & Actors/actresses,
818,actor_jg,배우 이준기,6500000.0,Indonesia,372300.0,437300.0,Cinema & Actors/actresses,
819,trueno,TR1 ⛈,6900000.0,Argentina,261600.00000000003,407300.0,,
820,junhui_moon,JUN 文俊辉,2900000.0,Indonesia,797700.0,978800.0,Lifestyle,
821,asala,Asala,7200000.0,Iraq,316200.0,392000.0,Shows,
822,mohanshakti,Shakti Mohan,16500000.0,India,138300.0,166100.0,Cinema & Actors/actresses,
823,imouniroy,mon,24500000.0,India,92100.0,112200.0,Cinema & Actors/actresses,
824,dominicfike,,3500000.0,United States,417800.0,795100.0,,
825,anthonyjoshua,,14300000.0,United Kingdom,141500.0,192000.0,Fitness & Gym,
826,flay,FLAY 🎙,7700000.0,Brazil,174100.0,363500.0,Lifestyle,
827,gucci,,49000000.0,United States,42000.0,55700.0,Accessories & Jewellery,Clothing & Outfits
828,alexis_officia1,Sanchez Alexis,14500000.0,Chile,115400.0,190500.0,Sports with a ball,
829,sthefanematos,STHE ⚓️,10000000.0,Brazil,123100.0,284300.0,Lifestyle,
830,jessicajane99,Jessica Jane,5900000.0,Indonesia,352000.0,463900.0,Shows,Modeling
831,tohi,𝐓𝐎𝐇𝐈,12100000.0,Iran,162000.0,240700.0,Lifestyle,
832,egorkreed,Егор Крид | #HeartBreakKid,14700000.0,Russia,151100.0,185300.0,,
833,dhanashree9,Dhanashree Verma,5200000.0,India,417200.0,525000.0,Lifestyle,Cinema & Actors/actresses
834,blythe,Andrea Brillantes,13500000.0,Philippines,175400.0,199900.0,Cinema & Actors/actresses,Modeling
835,anastasiya_kvitko,AK,12400000.0,United States,179400.0,219500.0,Lifestyle,Modeling
836,natalee.007,Natalie Lee,7000000.0,United States,308600.0,394500.0,Modeling,
837,fedevalverde,Fede Valverde,6600000.0,Spain,293800.0,416700.0,Sports with a ball,
838,canelo,Saul Alvarez,13500000.0,Mexico,143800.0,200200.0,Fitness & Gym,
839,alvaromorata,Álvaro Morata,17900000.0,Italy,96700.0,149500.0,Sports with a ball,Literature & Journalism
840,ms_puiyi,Siew Pui Yi 🤍,18700000.0,United States,112300.0,143800.0,Adult content,
841,tamannaahspeaks,Tamannaah Bhatia,17700000.0,India,129400.0,151000.0,Cinema & Actors/actresses,
842,tiagopzk,GOTTI A,5400000.0,Argentina,219400.0,501100.0,,
843,rafakalimann,Rafa Kalimann,23100000.0,Brazil,67300.0,121400.0,Modeling,
844,letthelordbewithyou,Scott Disick,27500000.0,United States,64099.99999999999,96900.0,Lifestyle,Family
845,jimmyfallon,Jimmy Fallon,23000000.0,United States,92500.0,115800.0,Shows,Humor & Fun & Happiness
846,sofiaalcastro,♡sofia castro,8800000.0,Colombia,225000.0,306400.0,Shows,Cinema & Actors/actresses
847,ler_chek,Валерия Чекалина,10400000.0,Russia,197200.0,254300.0,Lifestyle,Beauty
848,rafaelnadal,Rafa Nadal,16100000.000000002,Spain,131300.0,164100.0,Sports with a ball,
849,iiqraaziz,IQRA AZIZ HUSSAIN🇵🇰,8800000.0,India,265600.0,302700.0,Beauty,Modeling
850,maitreyiramakrishnan,Maitreyi Ramakrishnan,3800000.0,Brazil,485400.0,710100.0,Photography,Cinema & Actors/actresses
851,dhanushkraja,Dhanush,4900000.0,India,421300.0,545200.0,Cinema & Actors/actresses,
852,priyankaamohanofficial,Priyanka Mohan,3500000.0,India,672300.0,771500.0,Photography,Lifestyle
853,wdohwan,우도환,4500000.0,Indonesia,446200.0,591500.0,Cinema & Actors/actresses,
854,zo,Lonzo Ball,14700000.0,United States,98900.0,178100.0,Sports with a ball,
855,dukeandduchessofcambridge,Duke and Duchess of Cambridge,13900000.0,United States,147100.0,187900.0,Family,Finance & Economics
856,min.nicha,MINNIE,4099999.9999999995,Thailand,468800.0,640400.0,Lifestyle,
857,kingarturo23oficial,Arturo Vidal,18400000.0,Italy,87900.0,141900.0,Sports with a ball,
858,hm_son7,Son HeungMin(손흥민)🇰🇷,7600000.0,Brazil,213100.0,346600.0,Sports with a ball,
859,iqbaal.e,Piko - The Forger,13600000.0,Indonesia,111200.0,191100.0,Cinema & Actors/actresses,
860,arcticmonkeys,Arctic Monkeys,4099999.9999999995,United States,463200.0,651500.0,,
861,realshadmehr,Shadmehr Aghili,8100000.0,Iran,236400.0,329600.0,,
862,laurenlondon,Lauren London,9800000.0,United States,157300.0,268800.0,Cinema & Actors/actresses,Modeling
863,kevinho,KEVINHO,28000000.0,Brazil,65600.0,91800.0,,
864,danialves,Daniel Alves,37200000.0,Brazil,44500.0,69100.0,Sports with a ball,
865,jordynwoods,HEIR JORDYN,12600000.0,United States,107200.0,203000.0,Modeling,Lifestyle
866,felipeneto,Felipe Neto 🦉,16200000.0,Brazil,112500.0,159100.0,Lifestyle,
867,floydmayweather,Floyd Mayweather,28400000.0,United States,51800.0,90800.0,Fitness & Gym,
868,woozi_universefactory,WOOZI,4000000.0,Indonesia,543600.0,646700.0,,
869,sergiroberto,Sergi Roberto,7600000.0,Spain,215100.0,339000.0,Sports with a ball,
870,snejanaonopka15,Snejana Onopka,9200000.0,Brazil,216400.0,288900.0,Modeling,
871,larray,larri,6700000.0,United States,262100.00000000003,384500.0,Lifestyle,Modeling
