handle_instagram,name_instagram,category_1,category_2,followers,audience_country,engagement_auth,engagement_avg
marvelstudios,Marvel Studios,Cinema & Actors/actresses,Comics & sketches,36100000.0,India,225500.0,252600.0
mathildtantot,Mathilde,Lifestyle,Modeling,10300000.0,United States,310200.0,470000.0
matue30,MATUÊ,Lifestyle,,6100000.0,Brazil,186000.0,408100.0
maudeapatow,Maude Apatow,Lifestyle,Cinema & Actors/actresses,4800000.0,United States,577000.0,955100.0
maudyayunda,Maudy Ayunda,Music,,15400000.0,Indonesia,110900.0,163500.0
maxverstappen1,Max Verstappen,Racing Sports,,8199999.999999999,United States,398700.0,524400.0
meganfox,Megan Fox,Cinema & Actors/actresses,,19900000.0,United States,2100000.0,3400000.0
mehraadjam,Mehraad Jam,Music,,4700000.0,Iran,385000.0,564100.0
mejiwoo103,지우,,,11100000.0,Indonesia,432400.0,521900.0
melissamelmaia,MEL MAIA 🍯,Music,,11500000.0,Brazil,245100.0,444100.0
melo,LaMelo Ball,Sports with a ball,,8300000.000000001,United States,298100.0,605600.0
memezar,Memezar • Comedy and Culture,Cinema & Actors/actresses,,23700000.0,United States,325600.0,484700.0
memphisdepay,Memphis Depay,Sports with a ball,,14200000.0,France,191600.0,339100.0
mercedesbenz,Mercedes-Benz,Cars & Motorbikes,Luxury,35300000.0,Iran,75000.0,106800.0
miakhalifa,Mia K.,Fitness & Gym,Lifestyle,27700000.0,India,1500000.0,2300000.0
michaelbjordan,Michael B. Jordan,Cinema & Actors/actresses,,18400000.0,United States,452900.0,751000.0
michaelclifford,michael clifford,Music,,5800000.0,United States,291900.0,427900.0
michelleobama,Michelle Obama,Finance & Economics,Business & Careers,49100000.0,United States,132300.0,150200.0
miguel_bernardeau,Miguel Bernardeau,Cinema & Actors/actresses,,7000000.0,Spain,260800.0,384500.0
miguel.g.herran,Miguel Herrán,Cinema & Actors/actresses,,14200000.0,Brazil,998200.0,1500000.0
miketyson,Mike Tyson,Fitness & Gym,,18100000.0,United States,122800.0,157300.0
mikhail_litvin,Михаил Литвин,Shows,,14600000.0,Russia,972000.0,1200000.0
milad_khahhh,Milad Ghasemikhah pargam,Lifestyle,,5600000.0,Iran,365100.0,512700.00000000006
mileycyrus,Miley Cyrus,Music,,163800000.0,United States,439700.0,594900.0
milliebobbybrown,Millie Bobby Brown,Cinema & Actors/actresses,,48200000.0,Brazil,2100000.0,2700000.0
mimikeene3,𝕄 𝕀 𝕄 𝕀  𝕂 𝔼 𝔼 ℕ 𝔼,Cinema & Actors/actresses,,4300000.0,United Kingdom,765800.0,1400000.0
min9yu_k,김민규,Music,,6000000.0,Indonesia,1100000.0,1300000.0
mingue.k,김민규,Shows,,3300000.0,Indonesia,893500.0,1100000.0
mirandacosgrove,Miranda Cosgrove,Music,Cinema & Actors/actresses,9800000.0,Brazil,213500.0,333600.0
mirella,BAD MI ⚡️ MC MIRELLA,Music,,26600000.0,Brazil,230400.0,486700.0
missasinfonia,MissaSinfonia,,,4600000.0,Mexico,656800.0,752900.0
mo.on_air,TAEIL,,,4400000.0,Indonesia,1200000.0,1400000.0
mohamedramadanws,Mohamed Ramadan,Music,,20100000.0,Egypt,93900.0,129900.0
mohanshakti,Shakti Mohan,Art/Artists,Cinema & Actors/actresses,14900000.0,India,207000.0,248000.0
mont.pantoja,MONT,,,11400000.0,Mexico,498700.0,593700.0
mosalah,Mohamed Salah,Sports with a ball,,49000000.0,Egypt,1200000.0,1700000.0
mr_faisu_07,FAISAL SHAIKH,Modeling,Cinema & Actors/actresses,26900000.0,India,362000.0,462100.0
mrbeast,MrBeast,Shows,Humor & Fun & Happiness,18000000.0,United States,1400000.0,1800000.0
ms_puiyi,Siew Pui Yi 🤍,Adult content,,17200000.0,United States,384000.0,491900.0
mterstegen1,Marc ter Stegen,Sports with a ball,,13300000.0,Spain,280000.0,422000.0
myketowers,MICHAEL,Music,,9400000.0,Spain,207900.0,376100.0
na.jaemin0813,JAEMIN,,,8800000.0,Indonesia,1900000.0,2400000.0
nabilla,Nabilla Vergara ✨,Beauty,,7200000.0,France,266800.0,367400.0
nadin_serovski,Nadin Serovski,Family,Lifestyle,9400000.0,Russia,515700.00000000006,710100.0
nadine,小宮希美 🤍,Music,Shows,11100000.0,Philippines,319900.0,354600.0
naileadevora,nai,Shows,,5000000.0,United States,482400.0,712700.0
nameisnani,Nani,Sports with a ball,,4800000.0,India,517799.99999999994,559000.0
nancyajram,Nancy Ajram,Music,,32400000.0,Iraq,140300.0,179500.0
narendramodi,Narendra Modi,Finance & Economics,Business & Careers,66500000.0,India,1500000.0,1700000.0
narins_beauty,••Narins Beauty••,Lifestyle,,8400000.0,Syria,351600.0,429000.0
nasa,NASA,Science,Photography,75300000.0,India,564500.0,653200.0
natalee.007,Natalie Lee,Modeling,Music,6900000.0,United States,286600.0,366100.0
natashawilona12,Natasha Wilona,Beauty,,37500000.0,Indonesia,233300.0,278600.0
natgeo,National Geographic,Nature & landscapes,Science,214600000.0,United States,124700.0,145500.0
natgeotravel,National Geographic Travel,Nature & landscapes,Photography,45400000.0,United States,50600.0,56900.0
nattinatasha,NATTI NATASHA,Music,Cinema & Actors/actresses,35400000.0,Mexico,281100.0,338300.0
navidmohammadzadeh,navid mohammadzadeh,Cinema & Actors/actresses,,8199999.999999999,Iran,541400.0,764000.0
nazriyafahadh,Nazriya Nazim Fahadh,Lifestyle,,5500000.0,India,371800.0,497800.0
nba,NBA,Sports with a ball,,65800000.0,United States,40600.0,68200.0
ncentineo,Noah,Cinema & Actors/actresses,,17000000.0,Brazil,200300.0,333600.0
nct,NCT Official Instagram,Music,,13600000.0,Indonesia,624900.0,819900.0
nct_dream,NCT DREAM OFFICIAL,,,9200000.0,Indonesia,576300.0,642900.0
nct127,NCT 127 Official Instagram,Music,,13700000.0,Indonesia,787200.0,972300.0
nehakakkar,Neha Kakkar (Mrs. Singh),Music,,68500000.0,India,664800.0,774400.0
nehasharmaofficial,Neha Sharma 💫,Cinema & Actors/actresses,,13900000.0,India,232800.0,267600.0
neslihanatagul,Neslihan Atagül Doğulu,Cinema & Actors/actresses,Modeling,13000000.0,Turkey,670600.0,842600.0
nessabarrett,ness,,,6600000.0,United States,340200.0,461300.0
netflix,Netflix US,Cinema & Actors/actresses,Shows,29500000.0,Brazil,65000.0,105900.0
netflixbrasil,Netflix Brasil,Shows,Cinema & Actors/actresses,29900000.0,Brazil,103700.0,177500.0
neymarjr,NJ 🇧🇷,Sports with a ball,,172000000.0,Brazil,1600000.0,2300000.0
niallhoran,Niall Horan,Music,,29400000.0,United States,1200000.0,1800000.0
nianaguerrero,Niana,Music,Kids & Toys,14000000.0,Indonesia,410600.0,514799.99999999994
nicki.nicole,,Music,,11500000.0,Argentina,876200.0,1300000.0
nickiminaj,Barbie,Music,,181600000.0,United States,393700.0,615200.0
nickjonas,Nick Jonas,Music,Art/Artists,32299999.999999996,United States,164000.0,233000.0
nickyjam,NICKY JAM,Music,,42700000.0,Colombia,290900.0,347000.0
nicolegarcia,NICOLE,Lifestyle,,5300000.0,Mexico,384900.0,503400.0
nike,Nike,Fitness & Gym,Shopping & Retail,208900000.0,United States,129500.0,175500.0
nikefootball,Nike Football (Soccer),Sports with a ball,Clothing & Outfits,44300000.0,Brazil,74800.0,117400.0
nikitadragun,Nikita,Beauty,Modeling,9100000.0,United States,368000.0,562100.0
nikkietutorials,NikkieTutorials,Beauty,,15600000.0,United States,353800.0,480500.0
nina,Nina Dobrev,Cinema & Actors/actresses,,25500000.0,Brazil,778500.0,1100000.0
nita_shilimkar,Nita Shilimkar,Fashion,Modeling,10300000.0,India,351100.0,464900.0
noahbeck,Noah Beck,Sports with a ball,,9000000.0,United States,317300.0,523000.0
noahschnapp,Noah Schnapp,Cinema & Actors/actresses,,20100000.0,Brazil,1300000.0,1700000.0
nobru,Bruno Goes 🎭,,,13200000.0,,0.0,350200.0
nobru,Bruno Goes 🎭,Machinery & Technologies,Computers & Gadgets,13200000.0,,0.0,350100.0
nodal,Christian Nodal 🇲🇽 🌵💚,Music,,8400000.0,Mexico,252400.0,415500.0
nolimitherbo,G HERBO,Music,Art/Artists,7400000.0,United States,156200.0,374700.0
noorstars,نور ستارز | Noor Stars,Shows,,12600000.0,Iraq,149500.0,199600.0
norafatehi,Nora Fatehi,Cinema & Actors/actresses,Music,38600000.0,India,865800.0,1100000.0
normani,Normani,Lifestyle,,7000000.0,United States,313800.0,490900.0
nusr_et,Nusr_et#Saltbae,Food & Cooking,,43500000.0,Turkey,192900.0,285400.0
o.dembele7,Believe,Sports with a ball,,10300000.0,Spain,468600.0,804000.0
obj,Odell Beckham Jr,Sports with a ball,,15800000.0,United States,339500.0,645800.0
obx,Outer Banks,,,5400000.0,United States,587300.0,1100000.0
officialslystallone,Sly Stallone,Art/Artists,Cinema & Actors/actresses,14800000.0,United States,162900.0,206300.0
offsetyrn,OFFSET,Music,,19700000.0,United States,313300.0,559800.0
oliviarodrigo,Olivia Rodrigo,Music,Cinema & Actors/actresses,22900000.0,India,2800000.0,3500000.0
onwardwanna,"Javon ""Wanna"" Walton",Lifestyle,Cinema & Actors/actresses,5100000.0,United States,1000000.0,1700000.0
onyourm__ark,Mark,,,8300000.000000001,Indonesia,1700000.0,2100000.0
oohsehun,SEHUN,Music,,22900000.0,Indonesia,1900000.0,2400000.0
ozuna,@ozutochi 🔜 #TemporadaDelOzo,Music,,22200000.0,Spain,167100.0,225300.0
pablogavi,GAVI,,,3300000.0,,0.0,841600.0
paollaoliveirareal,Paolla Oliveira,Cinema & Actors/actresses,Lifestyle,33600000.0,Brazil,127600.0,167400.0
parineetichopra,Parineeti Chopra,Cinema & Actors/actresses,,35200000.0,India,357500.0,412100.0
paulodybala,Paulo Dybala,Sports with a ball,,45800000.0,Argentina,662900.0,1100000.0
paulolondra,Paulo londra,Music,,12600000.0,Argentina,1200000.0,1900000.0
paulpogba,Paul Labile Pogba,Sports with a ball,,52800000.0,Brazil,353400.0,628500.0
paulwalker,Paul Walker,Cinema & Actors/actresses,,14600000.0,India,217200.0,297800.0
paulwesley,Paul Wesley,Cinema & Actors/actresses,,12200000.0,Brazil,640000.0,958000.0
pefabiodemelo,Padre Fábio de Melo,Lifestyle,,25500000.0,Brazil,81600.0,122900.0
perrieedwards,Perrie Edwards 🖤,Modeling,,14500000.0,Brazil,523100.0,816700.0
perspolis,P e r s e p o l i s,Sports with a ball,,7600000.0,Iran,276500.0,393200.0
pewdiepie,PewDiePie,Computers & Gadgets,,21900000.0,United States,1200000.0,1400000.0
peytonlist,Peyton List,Cinema & Actors/actresses,,19700000.0,United States,360000.0,541500.0
pharrell,𝐒𝐎𝐍 𝐎𝐅 𝐀 𝐏𝐇𝐀𝐑𝐀𝐎𝐇,Music,,13500000.0,United States,126400.0,181100.0
phil.coutinho,Philippe Coutinho,Sports with a ball,,24500000.0,Brazil,456200.0,740900.0
phoebejtonkin,Phoebe Tonkin,Beauty,Cinema & Actors/actresses,8199999.999999999,United States,236800.0,338600.0
phs1116,박형식 / PARKHYUNGSIK,Business & Careers,,9500000.0,Indonesia,2000000.0,2600000.0
playboicarti,,Music,,8000000.0,United States,1200000.0,2100000.0
playstation,PlayStation,Computers & Gadgets,Machinery & Technologies,28900000.0,United States,80500.0,99300.0
pokimanelol,pokimane ❤,Lifestyle,Shows,6000000.0,United States,526700.0,694800.0
pokrov90,АНЯ ПОКРОВ - АНТИГРУСТИН🥑❤️,Shows,,7300000.0,Russia,350300.0,408100.0
polo.capalot,Polo.G🐐,Music,Lifestyle,10200000.0,United States,416900.0,685700.0
pooorblack,Pooorblack,,,4000000.0,Iran,530000.0,687400.0
porsche,Porsche,Cars & Motorbikes,,26400000.0,United States,97100.0,124400.0
postmalone,twelve carat toothache,Music,,22300000.0,United States,407300.0,623100.0
prattprattpratt,Chris Pratt,Cinema & Actors/actresses,,35500000.0,United States,193000.0,250900.0
premierleague,Premier League,Sports with a ball,,55400000.0,United Kingdom,49500.0,69500.0
prideofgypsies,Jason Momoa,Cinema & Actors/actresses,,16800000.0,United States,141000.0,181300.0
prillylatuconsina96,Prilly Latuconsina,Cinema & Actors/actresses,Music,46600000.0,Indonesia,56400.0,81600.0
priyankachopra,Priyanka,Cinema & Actors/actresses,,75700000.0,India,643000.0,778200.0
psg,Paris Saint-Germain,Sports with a ball,,58000000.0,Brazil,295800.0,495000.0
pubity,Pubity,Humor & Fun & Happiness,,31600000.0,United States,214500.0,313300.0
pugachevmark,Mark Pugachev,Cars & Motorbikes,Luxury,10000000.0,Russia,358100.0,525900.0
quackity,quackity,,,3200000.0,United States,666400.0,819100.0
quavohuncho,QuavoHuncho,Music,,20800000.0,United States,103000.0,170100.0
raashiikhanna,Raashii Khanna,Cinema & Actors/actresses,Music,8100000.0,India,256600.00000000003,305900.0
rachel_mypark,박민영 Minyoung Park,Cinema & Actors/actresses,,9700000.0,Indonesia,784600.0,977100.0
rachelvennya,Rachel Vennya Roland,Kids & Toys,Family,6700000.0,Indonesia,176400.0,372500.0
rafaelnadal,Rafa Nadal,Sports with a ball,,14000000.0,Spain,228700.0,286300.0
rafaeluccman,Rafael Uccman,Lifestyle,Modeling,8600000.0,Brazil,227100.0,472900.0
rafakalimann,RAFA KALIMANN,Modeling,,22800000.0,Brazil,90900.0,163300.0
raffinagita1717,Raffi Ahmad and Nagita Slavina,Shows,,60600000.0,Indonesia,37400.0,52500.0
rahulkl,KL Rahul👑,Sports with a ball,,11900000.0,India,676900.0,788500.0
raisa6690,,Music,,30400000.0,Indonesia,60600.0,94000.0
rakulpreet,Rakul Singh,Cinema & Actors/actresses,Modeling,19200000.0,India,334100.0,392500.0
ranveersingh,Ranveer Singh,Cinema & Actors/actresses,Modeling,38900000.0,India,314700.0,408400.0
raphaelvarane,Raphael Varane,Sports with a ball,,18400000.0,Spain,200800.0,301400.0
rashmika_mandanna,Rashmika Mandanna,Beauty,Art/Artists,30000000.0,India,1700000.0,2000000.0
ratantata,Ratan Tata,Business & Careers,,5900000.0,India,952200.0,1100000.0
rauwalejandro,RA’ RAUW,Music,,13700000.0,Spain,382400.0,553000.0
realbarbarapalvin,Barbara Palvin,Modeling,Fashion,17500000.0,Russia,480200.0,649000.0
realhinakhan,HK,Cinema & Actors/actresses,,16700000.0,India,189500.0,233600.0
realmadrid,Real Madrid C.F.,Sports with a ball,,113000000.0,Spain,407200.0,563100.0
realshadmehr,Shadmehr Aghili,Music,,7600000.0,Iran,330200.0,460800.0
realstraykids,Stray Kids,Music,,20100000.0,Indonesia,1700000.0,2000000.0
redvelvet.smtown,Red Velvet Official,Music,Beauty,11400000.0,Indonesia,327900.0,398900.0
reesewitherspoon,Reese Witherspoon,Cinema & Actors/actresses,,27600000.0,United States,152500.0,183700.0
regejean,Regé-Jean Page,,,5500000.0,Brazil,473600.0,750300.0
renebaebae,IRENE,Lifestyle,Modeling,9900000.0,Indonesia,1400000.0,1700000.0
residente,René Pérez Joglar,Music,,8700000.0,Colombia,480400.0,743900.0
reynmen,reyn,Music,Cinema & Actors/actresses,7000000.0,Turkey,418000.0,531500.0
rezagolzar,Mohammad Reza Golzar,Cinema & Actors/actresses,,11700000.0,Iran,178500.0,263100.0
riaricis1795,RICIS,Lifestyle,,30300000.0,Indonesia,868200.0,1100000.0
ricky_martin,Ricky Martin,Music,,16700000.0,Argentina,141200.0,190400.0
rishabpant,Rishabh Pant,Sports with a ball,,6100000.0,India,496500.0,589600.0
riteishd,Riteish Deshmukh,Art/Artists,Cinema & Actors/actresses,13800000.0,India,282200.0,328900.0
riyadmahrez26.7,RM26,Sports with a ball,,8500000.0,Algeria,333900.0,429900.0
riyaz.14,Riyaz Aly,Lifestyle,Art/Artists,26100000.0,India,399800.0,519500.0
rizkybillar,Muhammad Rizky Billar,Shows,Beauty,12600000.0,Indonesia,322100.0,414800.0
rizkyfbian,Salah,,,12300000.0,Indonesia,133100.0,203600.0
rkive,RM,,,31300000.0,,8600000.0,8600000.0
robertdowneyjr,Robert Downey Jr. Official,Cinema & Actors/actresses,,51900000.0,India,1600000.0,2100000.0
roberto_firmino,ROBERTO FIRMINO,Sports with a ball,,13200000.0,Brazil,144600.0,214900.0
rockstargames,Rockstar Games,Computers & Gadgets,,22300000.0,United States,108500.0,135200.0
rogerfederer,Roger Federer,Sports with a ball,,9200000.0,Spain,484700.0,627900.0
rohitsharma45,Rohit Sharma,Sports with a ball,Lifestyle,23300000.0,India,1100000.0,1200000.0
rohittt_09_,𝐑𝐨𝐡𝐢𝐭 𝐙𝐢𝐧𝐣𝐮𝐫𝐤𝐞 ~ 𝐫𝐞𝐚𝐜𝐭𝐢𝐨𝐧𝐛𝐨𝐢 💫,Shows,Lifestyle,21200000.0,India,788700.0,1100000.0
romanreigns,Joe Anoai aka “Roman Reigns”,,,6000000.0,India,383100.0,497400.0
romeosantos,Romeo Santos,Music,,19000000.0,United States,225000.0,277900.0
ronaldinho,Ronaldo de Assis Moreira,Sports with a ball,,65099999.99999999,Brazil,183800.0,317000.0
rosalia.vt,LA ROSALÍA,Music,,19500000.0,Spain,737000.0,967100.0
roses_are_rosie,ROSÉ,Music,,57500000.0,Indonesia,4800000.0,5500000.0
ross_lynch,Ross Shor Lynch,Music,Cinema & Actors/actresses,10000000.0,United States,348300.0,695500.0
ruben_onsu,Ruben Onsu,Cinema & Actors/actresses,Shows,37900000.0,Indonesia,64200.0,79500.0
rubyrose,Ruby Rose,Modeling,,18800000.0,United States,171300.0,225700.0
rupertgrint,Rupert Grint,,,4700000.0,Brazil,579000.0,821500.0
sabrinacarpenter,Sabrina Carpenter,Music,,27100000.0,Brazil,1100000.0,1300000.0
sachintendulkar,Sachin Tendulkar,Sports with a ball,Lifestyle,33500000.0,India,333400.0,399900.0
sadiesink_,Sadie Sink,Modeling,Lifestyle,15300000.0,Brazil,1200000.0,1700000.0
sadiomaneofficiel,Sadio Mane,Sports with a ball,,10400000.0,United Kingdom,350700.0,500300.0
saharghoreyshiofficialpage,سحر قريشى Sahar Ghoreyshi,Lifestyle,,10700000.0,Iran,193800.0,283900.0
saipallavi.senthamarai,Sai Pallavi,,,5300000.0,India,819500.0,939300.0
salmahayek,Salma Hayek Pinault,Cinema & Actors/actresses,,20900000.0,United States,212100.0,262500.0
samantharuthprabhuoffl,Samantha,Beauty,Modeling,22900000.0,India,584900.0,701500.0
samoylovaoxana,Samoylova Oxana,Family,Lifestyle,15200000.0,Russia,897600.0,1200000.0
samsmith,Sam Smith,Music,Fashion,14600000.0,United States,223900.0,328400.0
sanchooo10,Jadon Sancho,Sports with a ball,,8300000.000000001,United Kingdom,411400.0,719600.0
sandrinna_11,Drinna,Lifestyle,,10400000.0,Indonesia,252200.0,321600.0
saraalikhan95,Sara Ali Khan,Cinema & Actors/actresses,,39700000.0,India,247900.0,302000.0
sarahhyland,Sarah Hyland,Cinema & Actors/actresses,Lifestyle,9100000.0,United States,223000.0,278900.0
sarwendah29,Sarwendah29,Music,Lifestyle,30800000.0,Indonesia,75400.0,89200.0
sav.labrant,Savannah Rose LaBrant,Family,Lifestyle,7000000.0,United States,597100.0,798400.0
saweetie,icy bae 🌸✨🌱❄️,Cinema & Actors/actresses,,13100000.0,United States,144700.0,336200.0
sebastianyatra,Sebastian Yatra,Music,Art/Artists,29300000.0,Argentina,219300.0,305600.0
selenagomez,Selena Gomez,Music,Lifestyle,308200000.0,United States,3300000.0,4400000.0
sergioramos,Sergio Ramos,Sports with a ball,,49700000.0,Spain,606900.0,930300.0
serna_amini,Serna Amini,,,7600000.0,Iran,1300000.0,1800000.0
shahidkapoor,Shahid Kapoor,Cinema & Actors/actresses,,33500000.0,India,506700.0,574100.0
shakira,Shakira,Music,,71900000.0,India,691100.0,947200.0
shawnmendes,Shawn Mendes,Music,,67400000.0,Brazil,809300.0,1200000.0
shaymitchell,Shay Mitchell,Beauty,Family,32600000.0,United States,304800.0,426300.0
shehnaazgill,Shehnaaz Gill,Cinema & Actors/actresses,Music,11300000.0,India,396800.0,496300.0
shikhardofficial,Shikhar Dhawan,Sports with a ball,,10800000.0,India,261000.0,298400.0
shraddhakapoor,Shraddha ✶,Cinema & Actors/actresses,,70500000.0,India,1100000.0,1300000.0
shreyaghoshal,shreyaghoshal,Music,,23700000.0,India,127700.0,142500.0
shreyas41,Shreyas Iyer,Sports with a ball,Lifestyle,5900000.0,India,461700.0,575700.0
shxxbi131,B.I,,,3700000.0,Indonesia,585100.0,687300.0
sidhu_moosewala,Sidhu Moosewala (ਮੂਸੇ ਆਲਾ),,,6900000.0,India,366600.0,445100.0
sidmalhotra,Sidharth Malhotra,Cinema & Actors/actresses,Modeling,18700000.0,India,602400.0,750000.0
simaria,Simaria Mendes,Music,,27600000.0,Brazil,223500.0,326200.0
simoneses,Simone Mendes,Music,,33700000.0,Brazil,327800.0,412200.0
sinavaliollah,Sina Valiollah,Shows,,6800000.0,Iran,376400.0,474700.0
sincerooficial,Sincero Oficial,Humor & Fun & Happiness,,21100000.0,Brazil,109500.0,212600.0
sivakarthikeyan,Sivakarthikeyan Doss,,,4500000.0,India,470600.0,554600.0
skawngur,남주혁,Cinema & Actors/actresses,,17800000.0,Indonesia,1800000.0,2500000.0
skuukzky,숮이  💄💅👡👠🎀👙🌂👗🌂🎀💋💌,Clothing & Outfits,Music,17500000.0,Indonesia,871400.0,1100000.0
smriti_mandhana,Smriti Mandhana,Sports with a ball,,5900000.0,India,550900.0,637700.0
snoopdogg,snoopdogg,Lifestyle,Music,71800000.0,United States,60900.0,85500.0
sofiaalcastro,♡sofia castro,Shows,Cinema & Actors/actresses,8500000.0,Colombia,427400.0,582700.0
sofiavergara,Sofia Vergara,Cinema & Actors/actresses,,24800000.0,United States,109000.0,143000.0
sommerray,Sommer Ray,Modeling,,26700000.0,United States,242300.0,381300.0
somsomi0309,ENNIK,Music,,13900000.0,Indonesia,894600.0,1100000.0
sonamkapoor,Sonam Kapoor Ahuja,Fashion,Modeling,31900000.0,India,145800.0,173500.0
songkang_b,송강,,,13600000.0,Mexico,2000000.0,2800000.0
sonu_sood,Sonu Sood,Cinema & Actors/actresses,,14100000.0,India,321300.0,367600.0
soohyun_k216,김수현 Kim Soo Hyun 金秀賢,,,13300000.0,Indonesia,1300000.0,1600000.0
sooyaaa__,JISOO🤍,Music,Beauty,58600000.0,Indonesia,4700000.0,5400000.0
sooyoungchoi,Sooyoung Choi,Beauty,Lifestyle,6900000.0,Indonesia,348900.0,420700.0
sophiedee,Sophie Dee,Adult content,,11600000.0,United States,186300.0,248000.0
sophiet,S O P H I E T U R N E R,Cinema & Actors/actresses,,14900000.0,United States,515900.0,693700.0
soueunavida,Sou Eu Na Vida,Humor & Fun & Happiness,,17500000.0,Brazil,204600.0,389500.0
sound_of_coups,COUPS,,,3300000.0,Indonesia,751600.0,964100.0
soydannyalfaro,Danny Alfaro,Beauty,,8000000.0,Mexico,329400.0,377400.0
soyneiva,Neiva Mara,Adult content,,11400000.0,Brazil,212900.0,285900.0
spacex,SpaceX,Science,Machinery & Technologies,13300000.0,United States,201000.0,244900.0
sportscenter,SportsCenter,Sports with a ball,Shows,30000000.0,United States,125800.0,224200.0
ssinz7,박신혜/Shin Hye Park,Music,Cinema & Actors/actresses,13500000.0,Indonesia,1300000.0,1600000.0
staceysolomon,Stacey Solomon,Family,,5100000.0,United Kingdom,409700.0,493600.0
starwars,Star Wars,Cinema & Actors/actresses,,14900000.0,United States,182000.0,231400.0
staskaranikolaou,Anastasia Karanikolaou,Lifestyle,,10800000.0,United States,179400.0,264100.0
stephencurry30,Wardell Curry,Sports with a ball,Family,41100000.0,United States,565700.0,757600.0
sthefanematos,STHE ⚓️,Lifestyle,,9700000.0,Brazil,256800.0,590200.0
strangerthingstv,Stranger Things Netflix,Cinema & Actors/actresses,Shows,15600000.0,Brazil,433200.0,579500.0
subo_m,Subhan Mamedov,Shows,,9000000.0,Russia,294200.0,360400.0
suga_bighitentertainment,SUGA (민윤기) Updates,Lifestyle,,7900000.0,Indonesia,1200000.0,1400000.0
sunnyleone,Sunny Leone,Beauty,Cinema & Actors/actresses,51500000.0,India,312800.0,421700.0
superstar_dewasi99,SUPERSTARDEWASI 99,,,8700000.0,India,294700.0,466500.0
sureshraina3,Suresh Raina,Modeling,,19100000.0,India,328700.0,371300.0
sydney_sweeney,Sydney Sweeney,Lifestyle,Cinema & Actors/actresses,11800000.0,United States,1800000.0,3400000.0
syifahadjureal,Syifa Hadju,Modeling,,14900000.0,Indonesia,295700.0,365000.0
sza,SZA,Music,,11600000.0,United States,748600.0,1300000.0
t22felton,Tom Felton,Music,Cinema & Actors/actresses,11900000.0,United States,223400.0,289400.0
taehyung.bighitentertainment,TAEHYUNG (김태형) Updates,Management & Marketing,Music,10300000.0,Indonesia,2000000.0,2100000.0
taeoxo_nct,TAEYONG 태용,,,8800000.0,Indonesia,1300000.0,1800000.0
taeyeon_ss,TaeYeon,Music,,18300000.0,South Korea,762000.0,925800.0
taina,Tainá Costa,Music,,15600000.0,Brazil,478300.0,998900.0
tamannaahspeaks,Tamannaah Bhatia,Music,Cinema & Actors/actresses,15900000.0,India,344400.0,401900.0
tamerhosny,Tamer Hosny,Music,Cinema & Actors/actresses,22000000.0,Egypt,110500.0,134100.0
tatawerneck,Tata Werneck,Cinema & Actors/actresses,Family,52100000.0,Brazil,80800.0,123500.0
taylor_hill,Taylor Hill,Art/Artists,Fashion,18900000.0,United States,115500.0,172900.0
taylorswift,Taylor Swift,Music,,204700000.0,Brazil,2300000.0,3100000.0
tchalamet,Timothée Chalamet,Cinema & Actors/actresses,,17500000.0,United States,2300000.0,3800000.0
teddysphotos,Ed Sheeran,Music,,37700000.0,United States,161000.0,219800.0
tejasswiprakash,Tejasswi Prakash,Beauty,,5500000.0,India,424700.0,513400.0
tenlee_1001,TEN_+•10,Music,,9400000.0,Indonesia,1100000.0,1400000.0
teyanataylor,Jimmy Neutch- Shumpert,Music,,14600000.0,United States,153900.0,261200.0
thariqhalilintar,thoriq halilintar,Shows,,6500000.0,Indonesia,476900.0,590200.0
thebursin,Kerem Bürsin,Cinema & Actors/actresses,,10300000.0,Russia,891200.0,1200000.0
thedeverakonda,Vijay Deverakonda,Cinema & Actors/actresses,,14800000.0,India,984900.0,1200000.0
theellenshow,Ellen DeGeneres,Shows,Cinema & Actors/actresses,116800000.0,United States,29200.0,33300.0
theestallion,Megan Thee Stallion,Music,,28200000.0,United States,504000.0,879900.0
thefatjewish,thefatjewish,Humor & Fun & Happiness,,10100000.0,United States,186900.0,244400.0
thegirljt,JT🦋,Music,,5100000.0,United States,234400.0,641800.0
thehughjackman,,Cinema & Actors/actresses,,30300000.0,United States,107100.0,122400.0
thenameisyash,Yash,Cinema & Actors/actresses,,5900000.0,India,813100.0,964900.0
thenewclassic,Iggy Azalea,Music,,15800000.0,United States,233600.0,378200.0
thenotoriousmma,Conor McGregor Official,Fitness & Gym,,45000000.0,United States,435400.0,631500.0
therealcalebmclaughlin,Caleb McLaughlin,Cinema & Actors/actresses,Lifestyle,11100000.0,Brazil,278700.0,398600.0
therealjosephmorgan,Joseph Morgan,Cinema & Actors/actresses,Lifestyle,7800000.0,Brazil,411300.0,514100.0
therock,therock,Cinema & Actors/actresses,Fitness & Gym,307000000.0,India,303400.0,396000.0
theshilpashetty,Shilpa Shetty Kundra,Cinema & Actors/actresses,,24800000.0,India,107100.0,124000.0
theweeknd,The Weeknd,Music,,37500000.0,United States,725800.0,983900.0
thiagosilva,Thiago Silva,Sports with a ball,,18900000.0,Brazil,122800.0,207200.0
thv,V,,,38100000.0,,12200000.0,12200000.0
tiagopzk,GOTTI A,Music,,4300000.0,Argentina,333400.0,761600.0
tiffanyyoungofficial,tiffany young,Modeling,Fashion,11600000.0,Indonesia,240500.0,301200.0
