handle_youtube,name_youtube,category_1,followers,audience_country,views_avg,likes_avg,comments_avg,category_1_unified,category_2_unified,category_primary,if_exist
YOLO,YOLO,,12900000,Mexico,267100,26200.0,1900.0,,,,0
MrBeast Shorts,MrBeast Shorts,Daily vlogs,12900000,United States,0,,,Lifestyle,,Lifestyle,1
SrtaLynaV,Lyna,Animation,12900000,Argentina,737100,37700.0,1700.0,Entertainment,,Entertainment,1
MazhavilManorama,Mazhavil Manorama,,12800000,India,22300,332.0,10.0,,,,0
Desi Gamers,Desi Gamers,,12700000,India,727800,94700.0,3800.0,,,,0
ChallengeAcceptedInc,Aphmau,Animation,12700000,United States,3900000,84600.0,4200.0,Entertainment,,Entertainment,1
The Q,The Q,,12700000,United States,128600,4900.0,228.0,,,,0
Aadishakti Films,Aadishakti Films,Music & Dance,12700000,India,39000,1400.0,152.0,Music,,Music,1
O Que Não Dizer Oficial,O Que Não Dizer Oficial,,12700000,Brazil,113500,14300.0,53.0,,,,0
skillzaisherebooya,Conor Maynard,Music & Dance,12700000,United States,305800,21400.0,578.0,Music,,Music,1
twentyonepilots,twenty one pilots,Music & Dance,12700000,United States,1700000,153900.0,7200.0,Music,,Music,1
#Refúgio Mental,#Refúgio Mental,,12700000,Brazil,471800,10300.0,87.0,,,,0
ABCNews,ABC News,News & Politics,12700000,United States,12000,191.0,139.0,Info/Business,,Info/Business,1
DALLMYD,DALLMYD,Mystery,12700000,United States,322700,12400.0,735.0,,,,0
PozzitifonShow,Поззи,Video games,12700000,Russia,1400000,87700.0,4700.0,Tech/Gaming,,Tech/Gaming,1
1032010814,TKOR,DIY & Life Hacks,12700000,United States,107100,3800.0,256.0,Lifestyle,,Lifestyle,1
typicalgamer,Typical Gamer,Video games,12700000,United States,804400,14300.0,474.0,Tech/Gaming,,Tech/Gaming,1
123 GO! Spanish,123 GO! Spanish,Toys,12700000,Mexico,888000,11800.0,235.0,,,,0
Like Nastya VNM,Like Nastya VNM,,12700000,,666400,,,,,,0
Health Time,Health Time,Daily vlogs,12600000,India,12600,467.0,16.0,Lifestyle,,Lifestyle,1
Dangal TV Channel,Dangal TV Channel,,12600000,India,332400,2600.0,19.0,,,,0
Wish 107.5,Wish 107.5,Music & Dance,12600000,Philippines,146800,4400.0,372.0,Music,,Music,1
RedeTVhdBrasil,RedeTV,News & Politics,12600000,Brazil,2700,74.0,3.0,Info/Business,,Info/Business,1
NishaMadhulika,Nisha Madhulika,Food & Drinks,12500000,India,220600,5200.0,934.0,Lifestyle,,Lifestyle,1
ETV Jabardasth,ETV Jabardasth,,12500000,India,192600,2700.0,44.0,,,,0
ETV Jabardasth,ETV Jabardasth,,12500000,India,192600,2700.0,44.0,,,,0
canalparafernalha,Parafernalha,,12500000,Brazil,50800,4400.0,49.0,,,,0
Knowledge Tv हिन्दी,Knowledge Tv हिन्दी,Education,12500000,India,158700,9400.0,468.0,Info/Business,,Info/Business,1
JDCav24,ATHLEAN-X™,Fitness,12500000,United States,395600,19000.0,693.0,Sports,,Sports,1
MusicTalentNow,Top Viral Talent,,12500000,United States,19900,401.0,22.0,,,,0
Vlad and Niki ARA,Vlad and Niki ARA,,12500000,,457200,3800.0,,,,,0
React,People Vs Food,Food & Drinks,12500000,United States,464200,18000.0,1000.0,Lifestyle,,Lifestyle,1
zeetvtelugu,Zee Telugu,,12500000,India,128300,1300.0,12.0,,,,0
PrestonPlayz,PrestonPlayz,Video games,12500000,United States,2100000,48800.0,4000.0,Tech/Gaming,,Tech/Gaming,1
BUDI01 GAMING,BUDI01 GAMING,Video games,12500000,Indonesia,1100000,91500.0,7100.0,Tech/Gaming,,Tech/Gaming,1
MstrJames,Hacksmith Industries,DIY & Life Hacks,12500000,United States,896700,46300.0,1800.0,Lifestyle,,Lifestyle,1
Blossom,Blossom,,12400000,United States,111000,2200.0,33.0,,,,0
JesseAndMike,JesseAndMike,Humor,12400000,United States,523800,6600.0,152.0,Entertainment,,Entertainment,1
LOUD,LOUD,,12300000,Brazil,138500,15500.0,53.0,,,,0
Hongyu ASMR 홍유,Hongyu ASMR 홍유,ASMR,12300000,United States,1300000,15600.0,646.0,Lifestyle,,Lifestyle,1
Taarak Mehta Ka Ooltah Chashmah,Taarak Mehta Ka Ooltah Chashmah,,12300000,India,701300,10800.0,151.0,,,,0
htpunjabi,Lokdhun Punjabi,Music & Dance,12300000,India,16200,346.0,8.0,Music,,Music,1
Piuzinho,Piuzinho,Video games,12300000,Brazil,233300,45800.0,625.0,Tech/Gaming,,Tech/Gaming,1
DisneyChannelUK,DisneyChannelUK,,12300000,Singapore,0,,,,,,0
Meghan Trainor,Meghan Trainor,Music & Dance,12300000,United States,11400,564.0,35.0,Music,,Music,1
Juliana Baltar,Juliana Baltar,Toys,12300000,Brazil,286600,18600.0,335.0,,,,0
5-Minute Crafts Recycle,5-Minute Crafts Recycle,,12300000,India,102300,855.0,25.0,,,,0
أترو/Atro,أترو/Atro,,12300000,Iraq,521000,71600.0,9900.0,,,,0
alanalan9635,Stokes Twins,Humor,12300000,United States,9900000,281500.0,19400.0,Entertainment,,Entertainment,1
BBC,BBC,,12300000,United Kingdom,40700,673.0,87.0,,,,0
AdexeOficial,Adexe & Nau,Music & Dance,12300000,Mexico,38300,4400.0,367.0,Music,,Music,1
gymvirtual,gymvirtual,Music & Dance,12300000,Mexico,76400,3500.0,89.0,Music,,Music,1
einerdtv,Ei Nerd,Movies,12300000,Brazil,265400,42300.0,1200.0,Entertainment,,Entertainment,1
Alex Gonzaga Official,Alex Gonzaga Official,Music & Dance,12300000,Philippines,2900000,116600.0,2900.0,Music,,Music,1
Gibby :),Gibby :),Daily vlogs,12300000,Mexico,582600,28400.0,1800.0,Lifestyle,,Lifestyle,1
LittleBabyBumEspanol,Little Baby Bum en Español,Autos & Vehicles,12300000,,98200,,,Tech/Gaming,,Tech/Gaming,1
Melon City Show - برنامج ولاية بطيخ,Melon City Show - برنامج ولاية بطيخ,,12300000,Iraq,405600,24400.0,496.0,,,,0
Troom Troom PT,Troom Troom PT,Toys,12300000,Brazil,201400,4700.0,58.0,,,,0
Jake Fellman,Jake Fellman,,12300000,United States,857600,36700.0,167.0,,,,0
jazzghost1,Jazzghost,Animation,12300000,Brazil,758700,55900.0,2000.0,Entertainment,,Entertainment,1
Like Nastya Stories,Like Nastya Stories,,12300000,,166200,1200.0,,,,,0
Bela Bagunça,Bela Bagunça,Toys,12300000,Brazil,74800,4400.0,148.0,,,,0
tseriesregional,T-Series Regional,Music & Dance,12100000,India,6900,148.0,18.0,Music,,Music,1
Brawl Stars,Brawl Stars,Animation,12100000,United States,6400000,181200.0,6900.0,Entertainment,,Entertainment,1
Crescendo com Luluca,Crescendo com Luluca,Toys,12100000,Brazil,1300000,52800.0,4400.0,,,,0
PowerfulJRE,PowerfulJRE,Daily vlogs,12100000,United States,498900,14700.0,1800.0,Lifestyle,,Lifestyle,1
bbcnews,BBC News,News & Politics,12100000,United Kingdom,236200,3300.0,1800.0,Info/Business,,Info/Business,1
JustForLaughsTV,Just For Laughs Gags,,12100000,India,66400,1200.0,46.0,,,,0
NORMAN FAIT DES VIDÉOS,NORMAN FAIT DES VIDÉOS,Animation,12100000,France,1800000,168200.0,6900.0,Entertainment,,Entertainment,1
GoldClassics,Goldmines Premiere,,12100000,,9900,154.0,,,,,0
awakeningrecords,Awakening Music,Music & Dance,12100000,Indonesia,16800,1200.0,60.0,Music,,Music,1
OficialPeppa,Peppa Pig em Português Brasil - Canal Oficial,Toys,12100000,,634600,4100.0,,,,,0
zeebangla,Zee Bangla,,12000000,India,43900,476.0,7.0,,,,0
MY FAMILY,MY FAMILY,,11900000,India,1100000,6700.0,208.0,,,,0
Kabita's Kitchen,Kabita's Kitchen,,11900000,India,298800,7300.0,768.0,,,,0
KaKa Kids TV - Nursery Rhymes Kids Animated Songs,KaKa Kids TV - Nursery Rhymes Kids Animated Songs,,11900000,,15200,64.0,,,,,0
EU FICO LOKO,EU FICO LOKO,,11900000,Brazil,9700,988.0,11.0,,,,0
Zeinab Harake,Zeinab Harake,Daily vlogs,11900000,Philippines,1300000,71200.0,1800.0,Lifestyle,,Lifestyle,1
OReinho,O Reino Infantil,Music & Dance,11900000,,109300,489.0,,Music,,Music,1
HZHtube Kids Fun,HZHtube Kids Fun,Toys,11900000,,491200,3100.0,,,,,0
HusamYK,Katakit Baby TV,Music & Dance,11900000,Saudi Arabia,179900,1600.0,,Music,,Music,1
MrGear,MrGear,,11900000,United States,44700,587.0,47.0,,,,0
Migosatl,Migos ATL,Music & Dance,11900000,United States,3300000,131000.0,5300.0,Music,,Music,1
TheDaniRep,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,Animation,11900000,Mexico,349900,19500.0,346.0,Entertainment,,Entertainment,1
colinfurze,colinfurze,DIY & Life Hacks,11900000,United States,1100000,36800.0,1100.0,Lifestyle,,Lifestyle,1
Planet Earth INDIA,Planet Earth INDIA,Daily vlogs,11900000,India,459800,18100.0,460.0,Lifestyle,,Lifestyle,1
karameeshchannel,karameeshchannel,Music & Dance,11900000,,389300,2900.0,,Music,,Music,1
RayWilliamJohnson,Ray William Johnson,,11900000,United States,4000000,356500.0,1800.0,,,,0
Lulu99,Lulu99,,11900000,Colombia,591600,39800.0,2800.0,,,,0
Dear Sir,Dear Sir,Education,11900000,India,261400,15600.0,1200.0,Info/Business,,Info/Business,1
officialjassrecords,Jass Records,Music & Dance,11800000,India,223800,3500.0,410.0,Music,,Music,1
YairAuriazul,Yair17,,11800000,Mexico,324200,37600.0,972.0,,,,0
disneyjunior,Disney Junior,Music & Dance,11800000,,92500,270.0,,Music,,Music,1
ГЛЕНТ,ГЛЕНТ,Video games,11800000,Russia,3300000,281700.0,9500.0,Tech/Gaming,,Tech/Gaming,1
Study IQ education,Study IQ education,Education,11700000,India,11400,519.0,12.0,Info/Business,,Info/Business,1
Más SKabeche,Más SKabeche,,11700000,Mexico,793900,46900.0,945.0,,,,0
My Mate Nate,My Mate Nate,,11700000,Thailand,1400000,53800.0,2000.0,,,,0
FrontaL Gaming,FrontaL Gaming,Animation,11700000,Indonesia,490800,35500.0,1800.0,Entertainment,,Entertainment,1
Blockbuster Movies,Blockbuster Movies,Daily vlogs,11700000,India,118500,1100.0,23.0,Lifestyle,,Lifestyle,1
JOJO TV - Hindi Stories,JOJO TV - Hindi Stories,,11700000,India,122200,833.0,,,,,0
AvrilLavigne,Avril Lavigne,Music & Dance,11700000,United States,2800000,130400.0,6500.0,Music,,Music,1
Dani Russo Tv,Dani Russo Tv,Music & Dance,11700000,Brazil,10900,1400.0,121.0,Music,,Music,1
Wolfoo Channel,Wolfoo Channel,Toys,11700000,,1100000,6200.0,,,,,0
MORGENSHTERN,MORGENSHTERN,Humor,11700000,Russia,11000000,789900.0,54800.0,Entertainment,,Entertainment,1
rebeccazamolo1,Rebecca Zamolo,Video games,11700000,United States,2800000,70600.0,6900.0,Tech/Gaming,,Tech/Gaming,1
Ice Cream Rolls,Ice Cream Rolls,,11700000,United States,50400,2200.0,112.0,,,,0
TommyInnit,TommyInnit,Animation,11700000,United States,3400000,294600.0,14400.0,Entertainment,,Entertainment,1
Morgz,Morgz,Video games,11700000,United States,0,,,Tech/Gaming,,Tech/Gaming,1
TheInfographicsShow,The Infographics Show,Education,11700000,United States,348800,10300.0,764.0,Info/Business,,Info/Business,1
1veritasium,Veritasium,Science & Technology,11700000,United States,3900000,169300.0,7800.0,Tech/Gaming,,Tech/Gaming,1
Come Play With Me,Come Play With Me,Toys,11700000,,2700000,,,,,,0
hamaarbhojpuri,T-Series Hamaar Bhojpuri,Music & Dance,11700000,India,13500,177.0,17.0,Music,,Music,1
Troom Troom India,Troom Troom India,,11700000,India,452900,5100.0,230.0,,,,0
YOLO AVENTURAS,YOLO AVENTURAS,Daily vlogs,11600000,Colombia,838400,74900.0,7000.0,Lifestyle,,Lifestyle,1
TheDodoSite,The Dodo,Animals & Pets,11600000,United States,608900,22900.0,812.0,Lifestyle,,Lifestyle,1
Panda,Panda,Animation,11600000,India,1100000,103700.0,1900.0,Entertainment,,Entertainment,1
Troom Troom Indonesia,Troom Troom Indonesia,Toys,11600000,Indonesia,256700,2500.0,96.0,,,,0
RaptorGamer,RaptorGamer,Video games,11500000,Mexico,741400,46500.0,1500.0,Tech/Gaming,,Tech/Gaming,1
CrazyRussianHacker,CrazyRussianHacker,DIY & Life Hacks,11500000,United States,75100,2300.0,139.0,Lifestyle,,Lifestyle,1
Kluna Tik,Kluna Tik,,11500000,United States,442100,5400.0,367.0,,,,0
Codiscos,Codiscos,Music & Dance,11500000,Colombia,9400,195.0,7.0,Music,,Music,1
Garena Free Fire LATAM,Garena Free Fire LATAM,,11500000,Mexico,277500,6100.0,222.0,,,,0
LIV Crime,LIV Crime,Daily vlogs,11500000,India,271600,2600.0,72.0,Lifestyle,,Lifestyle,1
hoiitsroi,Wassabi,Humor,11500000,United States,692400,47600.0,4800.0,Entertainment,,Entertainment,1
Nat and Essie,Nat and Essie,Toys,11500000,,289200,1800.0,,,,,0
thinkmusicindia,Think Music India,Music & Dance,11500000,India,75400,3200.0,106.0,Music,,Music,1
The MriDul,The MriDul,,11500000,India,8900000,293000.0,10300.0,,,,0
BanderitaX,BanderitaX,Animation,11500000,Saudi Arabia,1400000,101200.0,3800.0,Entertainment,,Entertainment,1
Americanvogue,Vogue,Fashion,11500000,United States,324200,13300.0,412.0,Beauty/Fashion,,Beauty/Fashion,1
luansantanaoficial,Luan Santana,Music & Dance,11500000,Brazil,3400000,54900.0,4700.0,Music,,Music,1
FIFATV,FIFA,Sports,11500000,United States,63400,1900.0,152.0,Sports,,Sports,1
Davie504,Davie504,Music & Dance,11500000,United States,2000000,194400.0,1400.0,Music,,Music,1
Mor Haryanvi,Mor Haryanvi,Music & Dance,11500000,India,3300000,49000.0,6300.0,Music,,Music,1
ExpCaseros,ExpCaseros,DIY & Life Hacks,11500000,Spain,54100,2300.0,98.0,Lifestyle,,Lifestyle,1
TsMadaan,TsMadaan,Education,11500000,India,64100,1500.0,102.0,Info/Business,,Info/Business,1
Koo Koo TV - Hindi,Koo Koo TV - Hindi,,11500000,India,442700,4500.0,88.0,,,,0
CHHOTU KI MASTI,CHHOTU KI MASTI,,11500000,India,5000000,47300.0,757.0,,,,0
Mythpat,Mythpat,,11500000,India,3000000,310400.0,11700.0,,,,0
ndtv,NDTV,News & Politics,11400000,India,4900,84.0,19.0,Info/Business,,Info/Business,1
Ya - Alisa,Ya - Alisa,,11300000,,28600,126.0,,,,,0
Coke Studio,Coke Studio,Music & Dance,11300000,Pakistan,185300,5400.0,208.0,Music,,Music,1
DeGoBooM,DeGoBooM,Video games,11300000,Mexico,426000,16300.0,263.0,Tech/Gaming,,Tech/Gaming,1
htbhakti,Sonotek Bhakti,Music & Dance,11300000,India,101800,149.0,55.0,Music,,Music,1
MrTimbaVk,Timba Vk,Video games,11300000,Mexico,1500000,63800.0,1600.0,Tech/Gaming,,Tech/Gaming,1
Yudist Ardhana,Yudist Ardhana,Video games,11300000,Indonesia,330400,11200.0,451.0,Tech/Gaming,,Tech/Gaming,1
elrubius,Rubius Z,Video games,11300000,Argentina,2300000,194600.0,2200.0,Tech/Gaming,,Tech/Gaming,1
Trakin Tech,Trakin Tech,News & Politics,11300000,India,283100,21900.0,1100.0,Info/Business,,Info/Business,1
FelipeViktor,LipaoGamer,Animation,11300000,Brazil,164500,12400.0,168.0,Entertainment,,Entertainment,1
CaptainSparklez,CaptainSparklez,Video games,11300000,United States,111200,8000.0,436.0,Tech/Gaming,,Tech/Gaming,1
ماشا و الدب,ماشا و الدب,Animation,11300000,,1300000,11600.0,,Entertainment,,Entertainment,1
MBCMASR,MBC مصر,,11300000,Egypt,2700,51.0,4.0,,,,0
eltreceok,El Trece,News & Politics,11300000,Argentina,3600,40.0,7.0,Info/Business,,Info/Business,1
Infobells Bangla,Infobells Bangla,Education,11300000,,529200,2300.0,,Info/Business,,Info/Business,1
MTV2,Wild 'N Out,Music & Dance,11300000,United States,221000,4700.0,180.0,Music,,Music,1
DANIEL EL TRAVIESO VIDEOS,DANIEL EL TRAVIESO VIDEOS,Animation,11300000,Colombia,959700,32200.0,1200.0,Entertainment,,Entertainment,1
UnspeakableGaming,UnspeakableGaming,Video games,11300000,United States,857500,16500.0,783.0,Tech/Gaming,,Tech/Gaming,1
luzugames,luzugames,Video games,11300000,Mexico,0,,,Tech/Gaming,,Tech/Gaming,1
lokdhuntv,Wave Music Bhakti,Music & Dance,11300000,India,7000,106.0,16.0,Music,,Music,1
gmanews,GMA News,News & Politics,11300000,Philippines,4900,50.0,12.0,Info/Business,,Info/Business,1
Sony Music South,Sony Music South,Music & Dance,11300000,India,265300,5500.0,135.0,Music,,Music,1
VyQwaint,Vy Qwaint,Video games,11200000,United States,2200000,43200.0,7000.0,Tech/Gaming,,Tech/Gaming,1
Wolfoo Family,Wolfoo Family,Animation,11200000,,1500000,9000.0,,Entertainment,,Entertainment,1
KompasTVNews,KOMPASTV,News & Politics,11200000,Indonesia,5200,37.0,22.0,Info/Business,,Info/Business,1
MaJa Tv Hindi Stories,MaJa Tv Hindi Stories,,11200000,India,518700,5500.0,110.0,,,,0
Hero Movies 2022,Hero Movies 2022,Daily vlogs,11100000,India,177700,1200.0,22.0,Lifestyle,,Lifestyle,1
Rauw Alejandro,Rauw Alejandro,Music & Dance,11100000,Peru,0,,,Music,,Music,1
الجانب المُشرق | Bright Side Arabic,الجانب المُشرق | Bright Side Arabic,,11100000,Egypt,24200,744.0,44.0,,,,0
123 GO!,123 GO!,Humor,11100000,United States,656000,5900.0,183.0,Entertainment,,Entertainment,1
TastyCompot,Compot,Video games,11100000,Russia,1700000,74400.0,2900.0,Tech/Gaming,,Tech/Gaming,1
办公室小野 Ms Yeah,办公室小野 Ms Yeah,,11100000,United States,232600,20000.0,61.0,,,,0
epicfortnite,Fortnite,Video games,11100000,United States,321300,10300.0,433.0,Tech/Gaming,,Tech/Gaming,1
Magic Five,Magic Five,Video games,11100000,Russia,4000000,230200.0,17100.0,Tech/Gaming,,Tech/Gaming,1
Biperysusamigos,Biper y sus Amigos,Music & Dance,11100000,,539500,,,Music,,Music,1
crackrockcandy,Maymo,,11100000,United States,328200,1300.0,67.0,,,,0
FirstWeFeast,First We Feast,Food & Drinks,11100000,United States,308200,14100.0,689.0,Lifestyle,,Lifestyle,1
realannoyingorange,Annoying Orange,Animation,11100000,United States,121500,2800.0,361.0,Entertainment,,Entertainment,1
ElRinconDeGiorgio,El Rincón De Giorgio,Video games,11100000,Spain,1800000,170400.0,3100.0,Tech/Gaming,,Tech/Gaming,1
ExplosmEntertainment,ExplosmEntertainment,Movies,11100000,United States,711200,45200.0,2200.0,Entertainment,,Entertainment,1
Jaiden Animations,Jaiden Animations,,11100000,United States,5600000,602700.0,94300.0,,,,0
Emily Tube,Emily Tube,Animation,11100000,,0,,,Entertainment,,Entertainment,1
yogawithadriene,Yoga With Adriene,Fitness,11100000,United States,952000,19700.0,702.0,Sports,,Sports,1
Mo Vlogs,Mo Vlogs,Humor,11100000,India,401500,24200.0,909.0,Entertainment,,Entertainment,1
Star Casablanca | نجوم الدار البيضاء,Star Casablanca | نجوم الدار البيضاء,Music & Dance,11100000,Iraq,46500,2200.0,164.0,Music,,Music,1
BBCEarth,BBC Earth,Animals & Pets,11100000,United States,87700,2500.0,192.0,Lifestyle,,Lifestyle,1
Morphle TV,Morphle TV,Animation,11100000,,112100,,,Entertainment,,Entertainment,1
Free Fire India Official,Free Fire India Official,Animation,11100000,India,177700,15600.0,821.0,Entertainment,,Entertainment,1
YMWayneCarter,Lil Wayne,Music & Dance,11100000,United States,2000000,100100.0,4800.0,Music,,Music,1
GoldminesAction,GoldminesAction,,11100000,,8400,116.0,,,,,0
coisadenerd,Coisa de Nerd,Design/art,11100000,Brazil,1100000,126100.0,3700.0,Lifestyle,,Lifestyle,1
Vlad and Niki ESP,Vlad and Niki ESP,Toys,11100000,,1500000,8100.0,,,,,0
Alejo Igoa,Alejo Igoa,DIY & Life Hacks,11000000,Argentina,4100000,142200.0,4000.0,Lifestyle,,Lifestyle,1
Simone e Simaria,Simone e Simaria,Music & Dance,10900000,Brazil,2400000,57200.0,1700.0,Music,,Music,1
YoungBoy Never Broke Again,YoungBoy Never Broke Again,Music & Dance,10900000,United States,7600000,274700.0,23200.0,Music,,Music,1
TheViralFeverVideos,The Viral Fever,Movies,10900000,India,1900000,89400.0,3000.0,Entertainment,,Entertainment,1
hawkrecord,Single Track Studio,Music & Dance,10900000,India,989200,29800.0,439.0,Music,,Music,1
Avocado Couple I Crazy Comics,Avocado Couple I Crazy Comics,,10900000,United States,579100,5300.0,83.0,,,,0
mirandasings08,Miranda Sings,Humor,10900000,United States,153900,10300.0,1100.0,Entertainment,,Entertainment,1
watchcut,Cut,Humor,10900000,United States,409600,16900.0,762.0,Entertainment,,Entertainment,1
oyabakatousan,"Sen, Momo, Ai & Shii's Channel",Daily vlogs,10900000,,92500,340.0,,Lifestyle,,Lifestyle,1
pocoyotv,POCOYÓ en ESPAÑOL - Canal Oficial,,10900000,,130100,1400.0,,,,,0
MashaBearUkraine,Маша та Ведмідь,Education,10900000,,218600,1200.0,,Info/Business,,Info/Business,1
chotoonz,Chotoonz TV - Funny Cartoons for Kids,,10900000,,79600,,,,,,0
Луномосик,Луномосик,Video games,10900000,Russia,2500000,83900.0,2900.0,Tech/Gaming,,Tech/Gaming,1
barbie,Barbie,,10900000,,161900,365.0,,,,,0
Technology Gyan,Technology Gyan,,10900000,India,331200,26400.0,1400.0,,,,0
TygaTygaTV,Tyga,Music & Dance,10900000,United States,45600,3100.0,83.0,Music,,Music,1
comedycentral,Comedy Central,Humor,10900000,United States,42400,924.0,50.0,Entertainment,,Entertainment,1
DemolitionRanch,DemolitionRanch,Video games,10900000,United States,1600000,75400.0,5400.0,Tech/Gaming,,Tech/Gaming,1
RapGeniusVideo,Genius,Music & Dance,10900000,United States,52100,2200.0,144.0,Music,,Music,1
WiederDude,WiederDude,,10900000,United States,863000,17600.0,418.0,,,,0
E-MasterSensei,E-MasterSensei,Animation,10900000,Mexico,1500000,103200.0,1300.0,Entertainment,,Entertainment,1
CarryisLive,CarryisLive,,10900000,India,916900,84100.0,389.0,,,,0
Juanpa Zurita,Juanpa Zurita,,10900000,Mexico,1900000,149400.0,4200.0,,,,0
BakLol Video,BakLol Video,Movies,10900000,India,1400000,33400.0,1800.0,Entertainment,,Entertainment,1
HellomaphieMX,HellomaphieMX,DIY & Life Hacks,10900000,Mexico,654400,76000.0,284.0,Lifestyle,,Lifestyle,1
Levinho,Levinho,,10900000,India,304100,29300.0,850.0,,,,0
jpgameplayfull,JP Plays,Video games,10900000,Brazil,112700,6000.0,207.0,Tech/Gaming,,Tech/Gaming,1
Dan Rhodes,Dan Rhodes,Animation,10800000,India,334100,29600.0,211.0,Entertainment,,Entertainment,1
geonews,Geo News,News & Politics,10800000,Pakistan,3800,53.0,5.0,Info/Business,,Info/Business,1
ToysPlay,ToysPlay,Animation,10700000,,183400,1100.0,,Entertainment,,Entertainment,1
bharatzkitchen HINDI,bharatzkitchen HINDI,,10700000,India,232900,6000.0,199.0,,,,0
Área Secreta,Área Secreta,DIY & Life Hacks,10700000,Brazil,0,,,Lifestyle,,Lifestyle,1
Virgínia Fonseca,Virgínia Fonseca,Daily vlogs,10700000,Brazil,922600,78600.0,1400.0,Lifestyle,,Lifestyle,1
programagalofrito,Galo Frito,,10700000,Brazil,7700,777.0,19.0,,,,0
FilmTheorists,The Film Theorists,Movies,10700000,United States,2200000,110300.0,5500.0,Entertainment,,Entertainment,1
videogyan,Videogyan Nursery Rhymes - Kids Songs & Cartoons,Animation,10700000,,69000,318.0,,Entertainment,,Entertainment,1
GamesEduUu,Games EduUu,Movies,10700000,Brazil,1500000,218100.0,7700.0,Entertainment,,Entertainment,1
MC Divertida,MC Divertida,Music & Dance,10700000,,230300,2000.0,,Music,,Music,1
kidstvindia,Kids TV India Hindi Nursery Rhymes,Education,10700000,,69700,327.0,,Info/Business,,Info/Business,1
TiempodeSol,Duo Tiempo De Sol,Music & Dance,10700000,,423700,1600.0,,Music,,Music,1
"Baby Big Mouth Kids - Sing, Dance, Explore","Baby Big Mouth Kids - Sing, Dance, Explore",Animation,10700000,,1000,18.0,,Entertainment,,Entertainment,1
Quantum Tech HD,Quantum Tech HD,,10700000,United States,1200000,7200.0,109.0,,,,0
ComedyShortsGamer,Deji,Animation,10700000,United Kingdom,1500000,50700.0,3200.0,Entertainment,,Entertainment,1
HikakinTV,HikakinTV,Music & Dance,10700000,Japan,1200000,42600.0,1800.0,Music,,Music,1
storybots,Netflix Jr.,Animation,10700000,,38600,105.0,,Entertainment,,Entertainment,1
GoProCamera,GoPro,Sports,10700000,United States,55300,2100.0,59.0,Sports,,Sports,1
Slogomanify,Slogo,Video games,10700000,United States,387100,17800.0,424.0,Tech/Gaming,,Tech/Gaming,1
tomiii 11,tomiii 11,Daily vlogs,10700000,Mexico,78500,9700.0,445.0,Lifestyle,,Lifestyle,1
Narendra Modi,Narendra Modi,Science & Technology,10700000,India,31500,1800.0,133.0,Tech/Gaming,,Tech/Gaming,1
Dobre Brothers,Dobre Brothers,Humor,10700000,United States,284400,10200.0,381.0,Entertainment,,Entertainment,1
OGGY,OGGY,,10700000,,504300,5500.0,,,,,0
OYUNCAKOYNUYORUM,OYUNCAKOYNUYORUM,,10700000,,311200,1100.0,,,,,0
Experienced Mojaraba TV,Experienced Mojaraba TV,Health & Self Help,10700000,United States,190700,5200.0,128.0,Info/Business,,Info/Business,1
rangeldovine,Lucas Rangel,,10600000,Brazil,169600,18200.0,69.0,,,,0
NEXT9NEWS हर खबर आप तक,NEXT9NEWS हर खबर आप तक,,10600000,India,1600,7.0,,,,,0
Jessica Jane,Jessica Jane,Food & Drinks,10500000,Indonesia,826400,46200.0,1100.0,Lifestyle,,Lifestyle,1
Ceylin - H Official,Ceylin - H Official,Music & Dance,10500000,Cyprus,73100,,,Music,,Music,1
stampylonghead,stampylonghead,Video games,10500000,United States,155900,8200.0,759.0,Tech/Gaming,,Tech/Gaming,1
Flamingo,Flamingo,Animation,10500000,United States,2100000,68300.0,7100.0,Entertainment,,Entertainment,1
Golemcito Games,Golemcito Games,Video games,10500000,Peru,2800000,290000.0,6400.0,Tech/Gaming,,Tech/Gaming,1
Daniel LaBelle,Daniel LaBelle,,10500000,United States,5600000,273600.0,2400.0,,,,0
Vox,Vox,News & Politics,10500000,United States,2300000,69300.0,3600.0,Info/Business,,Info/Business,1
craftingeek,Craftingeek,,10500000,Mexico,231200,9200.0,113.0,,,,0
francinyehlke,Franciny Ehlke,Fashion,10500000,Brazil,197200,19200.0,629.0,Beauty/Fashion,,Beauty/Fashion,1
BuzzFeedYellow,As/Is,Fashion,10500000,United States,27100,1100.0,12.0,Beauty/Fashion,,Beauty/Fashion,1
doctruyencotich,Kênh Thiếu Nhi - BHMEDIA,Music & Dance,10500000,United States,21300,94.0,,Music,,Music,1
ChillStepNation,Chill Nation,Music & Dance,10500000,United States,53700,1100.0,46.0,Music,,Music,1
Acenix,Acenix,Video games,10500000,Mexico,2400000,111000.0,2200.0,Tech/Gaming,,Tech/Gaming,1
Taylor RS,Taylor RS,,10500000,United States,39800,348.0,12.0,,,,0
pinkfongko,핑크퐁 (인기 동요・동화),Music & Dance,10500000,,66900,325.0,,Music,,Music,1
SaraBeautyCorner,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",DIY & Life Hacks,10500000,United States,133300,7600.0,722.0,Lifestyle,,Lifestyle,1
WarnerBrosPictures,Warner Bros. Pictures,Movies,10500000,United States,424800,17700.0,861.0,Entertainment,,Entertainment,1
Google,Google,,10500000,United States,11600,158.0,15.0,,,,0
