handle_instagram,name_instagram,category_1,category_2,followers,audience_country,engagement_auth,engagement_avg,unified_cat_1,unified_cat_2
lildurk,DURKIOOO,Music,Art/Artists,13700000,United States,230900,653100.0,Music,Entertainment
lilnasx,MONTERO,Music,,12500000,United States,376600,630200.0,Music,
liluzivert,,Music,,15900000,United States,632700,1200000.0,Music,
liluzivert,,Music,,15900000,United States,632700,1200000.0,Music,
lilyjcollins,Lily Collins,Cinema & Actors/actresses,,27000000,United States,186700,277600.0,Entertainment,
lilyrose_depp,Lily-Rose Depp,Modeling,,6300000,United States,360800,567300.0,Beauty/Fashion,
litkillah,MAWZ💬,Music,,7900000,Argentina,498400,657400.0,Music,
littlemix,Little Mix,Music,,15900000,Brazil,137300,184600.0,Music,
liverpoolfc,Liverpool Football Club,Sports with a ball,,39400000,United Kingdom,127300,176900.0,Sports,
lizakoshy,Liza Koshy,Cinema & Actors/actresses,,20000000,United States,144300,191300.0,Entertainment,
lizasoberano,Liza Soberano,Beauty,Cinema & Actors/actresses,17300000,Philippines,466900,556700.0,Beauty/Fashion,Entertainment
lizgillz,Elizabeth Gillies,Music,Cinema & Actors/actresses,14000000,Mexico,462100,669400.0,Music,Entertainment
lizzobeeating,Lizzo,Music,Lifestyle,12700000,United States,192300,269600.0,Music,Lifestyle
lm_____ltm,TAEMIN,,,5400000,Indonesia,940700,1200000.0,,
loganpaul,Logan Paul,Fitness & Gym,,23200000,United States,123700,166300.0,Sports,
loreimprota,Lorena Improta,Art/Artists,,13300000,Brazil,98800,229300.0,Entertainment,
loud_babi,Bárbara Passos,Lifestyle,,9100000,Brazil,186000,299800.0,Lifestyle,
loud_victor,Victor Augusto,Lifestyle,Sports with a ball,10600000,Brazil,336400,428400.0,Lifestyle,Sports
louispartridge_,Louis💐,Cinema & Actors/actresses,,7600000,United States,883600,1300000.0,Entertainment,
louist91,Louis Tomlinson,Music,,18500000,Brazil,817200,1100000.0,Music,
lucas_lira,Lucas Lira,Humor & Fun & Happiness,Lifestyle,5800000,Brazil,269500,394600.0,Entertainment,Lifestyle
lucasranngel,LUCAS RANGEL,Lifestyle,,19700000,Brazil,234500,520000.0,Lifestyle,
lucasvazquez91,Lucas Vázquez,Sports with a ball,,14400000,Spain,171900,253400.0,Sports,
lucyhale,Lucy Hale,Cinema & Actors/actresses,,24400000,United States,121100,159500.0,Entertainment,
ludmilla,Ludmilla,Music,,27300000,Brazil,99500,147400.0,Music,
luissuarez9,Luis Suarez,Sports with a ball,,43800000,Brazil,263400,397000.0,Sports,
lukadoncic,Luka Doncic,Sports with a ball,,7000000,United States,203700,304400.0,Sports,
lukamodric10,Luka Modric,Sports with a ball,,24200000,Spain,625000,914300.0,Sports,
luvadepedreiro,Iran Ferreira,Family,Sports with a ball,14400000,Brazil,331700,752100.0,Lifestyle,Sports
m_kayoung,MUN KA YOUNG,Cinema & Actors/actresses,,8200000,Indonesia,864400,1200000.0,Entertainment,
m.by__sana,사나 (SANA),,,2800000,,1500000,,,
m10_official,Mesut Özil,Sports with a ball,,24500000,Turkey,642000,903800.0,Sports,
machinegunkelly,the Blonde Don,Music,,9600000,United States,215400,346500.0,Music,
maddieziegler,maddie,Cinema & Actors/actresses,Modeling,13900000,United States,139200,208300.0,Entertainment,Beauty/Fashion
madelame,Madelaine Petsch,Cinema & Actors/actresses,,25500000,Russia,1100000,1600000.0,Entertainment,
madelyncline,Maddie,,,12600000,United States,1700000,2400000.0,,
madhuridixitnene,Madhuri Dixit,Music,Cinema & Actors/actresses,32000000,India,230400,266500.0,Music,Entertainment
madisonbaileybabe,Maddie Baby,Lifestyle,,6700000,United States,361600,676900.0,Lifestyle,
madisonbeer,Madison Beer,Music,,31600000,United States,498000,744000.0,Music,
madonna,Madonna,Music,,18300000,Italy,99300,148100.0,Music,
maisa,+A,Music,,43600000,Brazil,102700,138200.0,Music,
maluma,MALUMA,Music,,62600000,Italy,420800,645700.0,Music,
malutrevejo,Malú 🦋 222🎤,Music,,11500000,United States,267800,480500.0,Music,
malutrevejo,Malú 🦋 222🎤,Music,,11500000,United States,254800,456800.0,Music,
manchesterunited,Manchester United,Sports with a ball,,58700000,United Kingdom,136000,217900.0,Sports,
mancity,Manchester City,Sports with a ball,,32800000,United Kingdom,92400,126000.0,Sports,
maneskinofficial,Måneskin,Lifestyle,,6100000,Italy,384600,542900.0,Lifestyle,
manurios,Manu Rios,Shows,,11100000,Mexico,1000000,1700000.0,Entertainment,
manurios,Manu Rios,Shows,,11100000,Mexico,981700,1700000.0,Entertainment,
marcelotwelve,Marcelo Vieira,Sports with a ball,,57000000,Spain,518800,773000.0,Sports,
marcoasensio10,Marco Asensio,Sports with a ball,,14400000,Spain,167900,257600.0,Sports,
marcusrashford,Marcus Rashford MBE,Sports with a ball,,12700000,United Kingdom,224800,356400.0,Sports,
mariaalice,Maria Alice,,,7300000,Brazil,665700,1400000.0,,
mariabecerra,Maria Becerra,Music,,9600000,Argentina,490800,1200000.0,Music,
mariapedraza_,María Pedraza,Cinema & Actors/actresses,,12000000,Spain,159500,211000.0,Entertainment,
marimaria,Mari Maria,Beauty,,20100000,Brazil,117500,225000.0,Beauty/Fashion,
marinaruybarbosa,Marina Ruy Barbosa,Cinema & Actors/actresses,,40500000,Brazil,307100,467600.0,Entertainment,
markiplier,Markiplier,Shows,,10300000,United States,353800,403400.0,Entertainment,
markruffalo,Mark Ruffalo,Cinema & Actors/actresses,,20900000,Brazil,108200,136800.0,Entertainment,
marktuan,Mark Tuan,Music,Cinema & Actors/actresses,12700000,Thailand,769100,1000000.0,Music,Entertainment
marshmello,marshmello,Music,,29400000,,601300,,Music,
marshmello,marshmello,,,29400000,,536800,,,
martinpdisalvo,Coscu,,,3600000,Argentina,421100,637700.0,,
marvel,Marvel Entertainment,Cinema & Actors/actresses,Comics & sketches,65200000,United States,77000,89000.0,Entertainment,Entertainment
marvelstudios,Marvel Studios,Cinema & Actors/actresses,Comics & sketches,37400000,India,126900,142100.0,Entertainment,Entertainment
mathildtantot,Mathilde,Lifestyle,Modeling,10200000,United States,531600,804600.0,Lifestyle,Beauty/Fashion
mattyperry4,Matthew Perry,,,7900000,Brazil,413500,564400.0,,
maudeapatow,Maude Apatow,Lifestyle,Cinema & Actors/actresses,4900000,United States,471000,779600.0,Lifestyle,Entertainment
maudyayunda,Maudy Ayunda,Music,,16800000,Indonesia,412100,607700.0,Music,
maxverstappen1,Max Verstappen,Racing Sports,,8800000,United States,306000,402300.0,Sports,
mclomaofficial,Paloma Santos 🐟,Music,,8000000,Brazil,246400,421900.0,Music,
meganfox,Megan Fox,Cinema & Actors/actresses,,20300000,United States,1000000,1700000.0,Entertainment,
melissamelmaia,MEL MAIA 🍯,Music,,12500000,Brazil,194800,353200.0,Music,
melo,LaMelo Ball,Sports with a ball,,8900000,United States,265600,539600.0,Sports,
memezar,MEMEZAR • Comedy and Culture,Cinema & Actors/actresses,,23500000,United States,91600,137300.0,Entertainment,
memphisdepay,Memphis Depay,Sports with a ball,,14900000,France,104400,185200.0,Sports,
miakhalifa,Mia K.,Fitness & Gym,Lifestyle,27800000,India,849800,1400000.0,Sports,Lifestyle
miamalkova,Mia Malkova,Cinema & Actors/actresses,,10900000,India,205400,279100.0,Entertainment,
michelleobama,Michelle Obama,Finance & Economics,Business & Careers,49900000,United States,121100,132900.0,Info/Business,Info/Business
miguel.g.herran,Miguel Herrán,Cinema & Actors/actresses,,14100000,Brazil,387700,583700.0,Entertainment,
mileycyrus,Miley Cyrus,Music,,176600000,United States,552800,750900.0,Music,
milliebobbybrown,Millie Bobby Brown,Cinema & Actors/actresses,,52300000,Brazil,2600000,3300000.0,Entertainment,
min9yu_k,김민규,Music,,6700000,Indonesia,1200000,1400000.0,Music,
mina_sr_my,미나 (MINA),,,3100000,,1500000,,,
mingue.k,김민규,Shows,,5600000,Indonesia,1100000,1400000.0,Entertainment,
mirandacosgrove,Miranda Cosgrove,Music,Cinema & Actors/actresses,9900000,Brazil,171800,268300.0,Music,Entertainment
mirella,BAD MI ⚡️ MIRELLA,Music,,27200000,Brazil,111400,236100.0,Music,
missasinfonia,MissaSinfonia,,,5300000,Mexico,687500,770700.0,,
mo.on_air,TAEIL,,,4800000,Indonesia,1300000,1500000.0,,
mohanshakti,Shakti Mohan,Art/Artists,Cinema & Actors/actresses,16100000,India,225400,270000.0,Entertainment,Entertainment
momo,모모 (MOMO),Modeling,,6600000,Turkey,1900000,2800000.0,Beauty/Fashion,
momo,모모 (MOMO),,,6600000,Turkey,1900000,2800000.0,,
mont.pantoja,MONT,,,11900000,Mexico,724400,862000.0,,
mosalah,Mohamed Salah,Sports with a ball,,51600000,Egypt,1300000,1800000.0,Sports,
mr_faisu_07,FAISAL SHAIKH,Modeling,Cinema & Actors/actresses,27700000,India,381100,486800.0,Beauty/Fashion,Entertainment
mrancelotti,Carlo Ancelotti,Sports with a ball,,8300000,Italy,268500,418600.0,Sports,
mrbeast,MrBeast,Shows,Humor & Fun & Happiness,18800000,United States,1300000,1700000.0,Entertainment,Entertainment
ms_puiyi,Siew Pui Yi 🤍,Adult content,,18700000,United States,249700,320500.0,Entertainment,
ms.sethii,Shilpa Sethi,,,6500000,United States,246700,373300.0,,
mterstegen1,Marc ter Stegen,Sports with a ball,,13500000,Spain,186400,280200.0,Sports,
na.jaemin0813,JAEMIN,,,9700000,Indonesia,1900000,2300000.0,,
nabilla,Nabilla Vergara ✨,Beauty,,7600000,France,234700,323200.0,Beauty/Fashion,
nadin_serovski,Nadin Serovski,Family,Lifestyle,9400000,Russia,471300,648700.0,Lifestyle,Lifestyle
nadine,小宮希美 🤍,Music,Shows,11400000,Philippines,305300,339100.0,Music,Entertainment
nadine.nassib.njeim,Nadine Nassib Njeim,Cinema & Actors/actresses,Modeling,15000000,Iraq,118700,169200.0,Entertainment,Beauty/Fashion
naileadevora,nai,Shows,,5200000,United States,583400,861900.0,Entertainment,
najwashihab,Najwa Shihab,Shows,,21600000,Indonesia,75400,104500.0,Entertainment,
nancyajram,Nancy Ajram,Music,,33000000,Iraq,117000,150800.0,Music,
narendramodi,Narendra Modi,Finance & Economics,Business & Careers,68100000,India,1200000,1400000.0,Info/Business,Info/Business
narins_beauty,••Narins Beauty••,Lifestyle,,8900000,Syria,360100,439200.0,Lifestyle,
nasa,NASA,Science,Photography,78300000,India,612100,734300.0,Tech/Gaming,Lifestyle
natashawilona12,Natasha Wilona,Beauty,,38700000,Indonesia,110700,132400.0,Beauty/Fashion,
natgeo,National Geographic,Nature & landscapes,Science,229500000,United States,72300,102600.0,Lifestyle,Tech/Gaming
nattinatasha,NATTI NATASHA,Music,Cinema & Actors/actresses,35900000,Mexico,162200,196100.0,Music,Entertainment
navidmohammadzadeh,navid mohammadzadeh,Cinema & Actors/actresses,,8700000,Iran,481700,680700.0,Entertainment,
nazormaya,Maya Nazor,Lifestyle,Photography,3300000,Mexico,462000,684000.0,Lifestyle,Lifestyle
nazormaya,Maya Nazor,Lifestyle,Photography,3300000,Mexico,462000,684000.0,Lifestyle,Lifestyle
nazriyafahadh,Nazriya Nazim Fahadh,Lifestyle,,6000000,India,610400,817700.0,Lifestyle,
nba,NBA,Sports with a ball,,68500000,United States,25400,38600.0,Sports,
ncentineo,Noah,Cinema & Actors/actresses,,16800000,Brazil,74900,124900.0,Entertainment,
nct,NCT Official Instagram,Music,,14300000,Indonesia,748000,981800.0,Music,
nct_dream,NCT DREAM OFFICIAL,,,10100000,Indonesia,760000,849000.0,,
nct127,NCT 127 Official Instagram,Music,,14100000,Indonesia,522600,645200.0,Music,
nehakakkar,Neha Kakkar (Mrs. Singh),Music,,70300000,India,380700,444600.0,Music,
nehasharmaofficial,Neha Sharma 💫,Cinema & Actors/actresses,,14600000,India,189400,216900.0,Entertainment,
nessabarrett,ness,,,7000000,United States,397700,539500.0,,
netflix,Netflix US,Cinema & Actors/actresses,Shows,30400000,Brazil,65000,105600.0,Entertainment,Entertainment
netflixbrasil,Netflix Brasil,Shows,Cinema & Actors/actresses,31500000,Brazil,206900,354300.0,Entertainment,Entertainment
netflixlat,Netflix Latinoamérica,Shows,Cinema & Actors/actresses,23400000,Argentina,76100,119500.0,Entertainment,Entertainment
neymarjr,NJ 🇧🇷,Sports with a ball,,175800000,Brazil,1400000,1900000.0,Sports,
niallhoran,Niall Horan,Music,,30100000,United States,1200000,1800000.0,Music,
nianaguerrero,Niana,Music,Kids & Toys,14200000,Indonesia,408100,512700.0,Music,Entertainment
nicki.nicole,,Music,,12000000,Argentina,390700,571400.0,Music,
nickiminaj,Barbie,Music,,195200000,United States,896100,1400000.0,Music,
nickjonas,Nick Jonas,Music,Art/Artists,32800000,United States,164200,234900.0,Music,Entertainment
nickyjam,NICKY JAM,Music,,43300000,Colombia,54600,66700.0,Music,
nicolebahls,Nicole Bahls,Modeling,,17600000,Brazil,77700,138500.0,Beauty/Fashion,
nicolegarcia,NICOLE,Lifestyle,,5600000,Mexico,327900,428800.0,Lifestyle,
nidhhiagerwal,Nidhhi Agerwal 🌟,Lifestyle,Modeling,24200000,India,101300,120500.0,Lifestyle,Beauty/Fashion
nike,Nike,Fitness & Gym,Shopping & Retail,225600000,United States,87400,120500.0,Sports,Beauty/Fashion
nikefootball,Nike Football (Soccer),Sports with a ball,Clothing & Outfits,45100000,Brazil,108200,165500.0,Sports,Beauty/Fashion
nikitadragun,Nikita,Beauty,Modeling,9000000,United States,252700,386200.0,Beauty/Fashion,Beauty/Fashion
nina,Nina Dobrev,Cinema & Actors/actresses,,25700000,Brazil,496900,711500.0,Entertainment,
nita_shilimkar,Nita Shilimkar,Fashion,Modeling,11300000,India,277400,366500.0,Beauty/Fashion,Beauty/Fashion
noahbeck,Noah Beck,Sports with a ball,,9100000,United States,188200,310500.0,Sports,
noahschnapp,Noah Schnapp,Cinema & Actors/actresses,,22800000,Brazil,2100000,2700000.0,Entertainment,
nobru,Bruno Goes 🎭,,,13500000,Brazil,0,245800.0,,
nobru,Bruno Goes 🎭,Machinery & Technologies,Computers & Gadgets,13500000,Brazil,0,245800.0,Tech/Gaming,Tech/Gaming
nodal,Christian Nodal 🇲🇽 🌵💚,Music,,9300000,Mexico,236400,347200.0,Music,
nolimitherbo,G HERBO,Music,Art/Artists,7700000,United States,128200,307100.0,Music,Entertainment
noorstars,نور ستارز | Noor Stars,Shows,,13000000,Iraq,155100,208200.0,Entertainment,
norafatehi,Nora Fatehi,Cinema & Actors/actresses,Music,40900000,India,489700,601500.0,Entertainment,Music
normani,Normani,Lifestyle,,7200000,United States,268900,420400.0,Lifestyle,
nusr_et,Nusr_et#Saltbae,Food & Cooking,,46600000,Turkey,79400,116100.0,Lifestyle,
o.dembele7,Ousmane Dembélé,Sports with a ball,,10900000,Spain,502600,861100.0,Sports,
obj,Odell Beckham Jr,Sports with a ball,,16200000,United States,248900,473500.0,Sports,
offsetyrn,OFFSET,Music,,19900000,United States,249200,446100.0,Music,
oliviarodrigo,Olivia Rodrigo,Music,Cinema & Actors/actresses,26700000,India,2200000,2800000.0,Music,Entertainment
onwardwanna,"Javon ""Wanna"" Walton",Lifestyle,Cinema & Actors/actresses,5400000,United States,353500,589800.0,Lifestyle,Entertainment
onyourm__ark,Mark,Lifestyle,,8900000,Indonesia,1400000,1800000.0,Lifestyle,
oohsehun,SEHUN,Music,,23200000,Indonesia,1800000,2200000.0,Music,
oprah,Oprah,Art/Artists,Cinema & Actors/actresses,21300000,United States,85500,100000.0,Entertainment,Entertainment
otabek_muhammadalievich,Otabek Umarov,,,19400000,Russia,136200,184100.0,,
ozuna,@ozutochi 🔜,Music,,22400000,Spain,239000,323600.0,Music,
pablogavi,GAVI,,,4700000,,1000000,,,
pandorakaaki,𝐏𝐚𝐧𝐝𝐨𝐫𝐚 𝐊𝐚𝐚𝐤𝐢,Adult content,,7300000,United States,221100,304500.0,Entertainment,
pandorakaaki,𝐏𝐚𝐧𝐝𝐨𝐫𝐚 𝐊𝐚𝐚𝐤𝐢,Adult content,,7300000,United States,221100,304500.0,Entertainment,
parineetichopra,Parineeti Chopra,Cinema & Actors/actresses,,36800000,India,194700,224200.0,Entertainment,
paulodybala,Paulo Dybala,Sports with a ball,,47500000,Argentina,763500,1200000.0,Sports,
paulolondra,Paulo londra,Music,,13800000,Argentina,1200000,1900000.0,Music,
paulpogba,Paul Labile Pogba,Sports with a ball,,54400000,Brazil,125600,224200.0,Sports,
paulwalker,Paul Walker,Cinema & Actors/actresses,,14900000,India,198900,273200.0,Entertainment,
paulwesley,Paul Wesley,Cinema & Actors/actresses,,12300000,Brazil,330000,493200.0,Entertainment,
pefabiodemelo,Padre Fábio de Melo,Lifestyle,,25700000,Brazil,87600,132300.0,Lifestyle,
perrieedwards,Perrie Edwards 🖤,Modeling,,15400000,Brazil,456900,713700.0,Beauty/Fashion,
perspolis,P e r s e p o l i s,Sports with a ball,,8100000,Iran,267700,381700.0,Sports,
pewdiepie,PewDiePie,Computers & Gadgets,,21900000,United States,1200000,1400000.0,Tech/Gaming,
peytonlist,Peyton List,Cinema & Actors/actresses,,20100000,United States,279900,421100.0,Entertainment,
pharrell,𝐒𝐎𝐍 𝐎𝐅 𝐀 𝐏𝐇𝐀𝐑𝐀𝐎𝐇,Music,,13900000,United States,107900,154500.0,Music,
phil.coutinho,Philippe Coutinho,Sports with a ball,,24800000,Brazil,184900,299100.0,Sports,
philfoden,Phil Foden,Sports with a ball,,4900000,United Kingdom,325200,569800.0,Sports,
phoebejtonkin,Phoebe Tonkin,Beauty,Cinema & Actors/actresses,8400000,United States,281200,401700.0,Beauty/Fashion,Entertainment
playstation,PlayStation,Computers & Gadgets,Machinery & Technologies,28900000,United States,64000,77300.0,Tech/Gaming,Tech/Gaming
playstation,PlayStation,Computers & Gadgets,Machinery & Technologies,28900000,United States,64000,77300.0,Tech/Gaming,Tech/Gaming
pledis_boos,승관 SEUNGKWAN,Music,,4000000,Indonesia,503200,610300.0,Music,
pocah,POCAH,Music,,15700000,Brazil,108200,257400.0,Music,
pokimanelol,pokimane ❤,Lifestyle,Shows,6100000,United States,429800,566400.0,Lifestyle,Entertainment
polo.capalot,Polo.G🐐,Music,Lifestyle,10500000,United States,337500,555800.0,Music,Lifestyle
pooorblack,Pooorblack,,,4500000,Iran,497700,643500.0,,
porsche,Porsche,Cars & Motorbikes,,26600000,United States,64700,81500.0,Lifestyle,
porsche,Porsche,Cars & Motorbikes,,26600000,United States,64700,81500.0,Lifestyle,
postmalone,,Music,,22400000,United States,266700,407900.0,Music,
pozevidalouca,Poze Do Rodo 🤑,Lifestyle,Photography,6600000,Brazil,235200,590700.0,Lifestyle,Lifestyle
prattprattpratt,Chris Pratt,Cinema & Actors/actresses,,37000000,United States,278200,364000.0,Entertainment,
premierleague,Premier League,Sports with a ball,,57700000,United Kingdom,55600,79700.0,Sports,
prillylatuconsina96,Prilly Latuconsina,Cinema & Actors/actresses,Music,48200000,Indonesia,58300,84000.0,Entertainment,Music
priyankaamohanofficial,Priyanka Mohan,Lifestyle,Cinema & Actors/actresses,3100000,India,655600,752400.0,Lifestyle,Entertainment
priyankachopra,Priyanka,Cinema & Actors/actresses,,79800000,India,796800,968500.0,Entertainment,
psg,Paris Saint-Germain,Sports with a ball,,60900000,Brazil,127900,214600.0,Sports,
pubity,Pubity,Humor & Fun & Happiness,,31800000,United States,192200,281700.0,Entertainment,
quavohuncho,QuavoHuncho,Music,,21300000,United States,118500,195600.0,Music,
raashiikhanna,Raashii Khanna,Cinema & Actors/actresses,Music,8400000,India,229300,273700.0,Entertainment,Music
rachel_mypark,박민영 Minyoung Park,Cinema & Actors/actresses,,10100000,Indonesia,572300,713100.0,Entertainment,
rafaelnadal,Rafa Nadal,Sports with a ball,,15400000,Spain,202100,253200.0,Sports,
rafaeluccman,Rafael Uccman,Lifestyle,Modeling,9000000,Brazil,135600,281600.0,Lifestyle,Beauty/Fashion
rahulkl,KL Rahul👑,,,12300000,India,366100,427100.0,,
raisa6690,,Music,,31900000,Indonesia,45100,69000.0,Music,
raisa6690,,Music,,31900000,Indonesia,45100,69000.0,Music,
rakulpreet,Rakul Singh,Cinema & Actors/actresses,Modeling,21900000,India,164500,192900.0,Entertainment,Beauty/Fashion
ranveersingh,Ranveer Singh,Cinema & Actors/actresses,Modeling,39900000,India,138300,178200.0,Entertainment,Beauty/Fashion
raphaelvarane,Raphael Varane,Sports with a ball,,18900000,Spain,323300,485600.0,Sports,
rashmika_mandanna,Rashmika Mandanna,Beauty,Art/Artists,32100000,India,1500000,1700000.0,Beauty/Fashion,Entertainment
rauwalejandro,RAULEETO,Music,,14900000,Spain,828800,1200000.0,Music,
real__pcy,EXO_CY,Music,,23900000,Indonesia,2300000,2800000.0,Music,
realbarbarapalvin,Barbara Palvin,Modeling,Fashion,17900000,Russia,411600,555400.0,Beauty/Fashion,Beauty/Fashion
realcoleworld,Cole,Music,Art/Artists,7700000,United States,198700,377500.0,Music,Entertainment
realhinakhan,HK,Cinema & Actors/actresses,,17100000,India,150800,185500.0,Entertainment,
realmadrid,Real Madrid C.F.,Sports with a ball,,121000000,Spain,348800,478700.0,Sports,
realstraykids,Stray Kids,Music,,21600000,Indonesia,1400000,1700000.0,Music,
rebelwilson,Rebel Wilson,Cinema & Actors/actresses,,11300000,United States,162700,188200.0,Entertainment,
redvelvet.smtown,Red Velvet Official,Music,Beauty,11800000,Indonesia,203500,246800.0,Music,Beauty/Fashion
reesewitherspoon,Reese Witherspoon,Cinema & Actors/actresses,,28100000,United States,89400,107900.0,Entertainment,
regejean,Regé-Jean Page,,,6300000,Brazil,357400,566200.0,,
renebaebae,IRENE,Lifestyle,Modeling,10600000,Indonesia,1500000,1800000.0,Lifestyle,Beauty/Fashion
rezagolzar,Mohammad Reza Golzar,Cinema & Actors/actresses,,12200000,Iran,169700,250300.0,Entertainment,
riaricis1795,RICIS,Lifestyle,,31200000,Indonesia,607300,742100.0,Lifestyle,
ridwankamil,Ridwan Kamil,Literature & Journalism,Business & Careers,18200000,Indonesia,347200,531000.0,Info/Business,Info/Business
riyadmahrez26.7,RM26,Sports with a ball,,9000000,Algeria,321300,414200.0,Sports,
riyaz.14,Riyaz Aly,Lifestyle,Art/Artists,27100000,India,284300,371500.0,Lifestyle,Entertainment
rizkybillar,Muhammad Rizky Billar,Shows,Beauty,12800000,Indonesia,428300,551500.0,Entertainment,Beauty/Fashion
robertdowneyjr,Robert Downey Jr. Official,Cinema & Actors/actresses,,53200000,India,1700000,2100000.0,Entertainment,
roberto_firmino,ROBERTO FIRMINO,Sports with a ball,,13600000,Brazil,173200,257300.0,Sports,
roddyricch,,Lifestyle,,6900000,United States,220800,423600.0,Lifestyle,
rodridepaul,Rodrigo De Paul,Sports with a ball,,4700000,Argentina,346800,628800.0,Sports,
rodwave,RodWave,Lifestyle,,5300000,United States,201700,501600.0,Lifestyle,
rogerfederer,Roger Federer,Sports with a ball,,9500000,Spain,253000,327100.0,Sports,
rohitsharma45,Rohit Sharma,Sports with a ball,Lifestyle,24300000,India,805400,908100.0,Sports,Lifestyle
romanreigns,Joe Anoai aka “Roman Reigns”,,,6400000,India,481700,626200.0,,
ronaldinho,Ronaldo de Assis Moreira,Sports with a ball,,67100000,Brazil,112100,196000.0,Sports,
rosalia.vt,LA ROSALÍA,Music,,20800000,Spain,1100000,1500000.0,Music,
roses_are_rosie,ROSÉ,Music,,60500000,Indonesia,4000000,4600000.0,Music,
ross_lynch,Ross Shor Lynch,Music,Cinema & Actors/actresses,10100000,United States,409400,818000.0,Music,Entertainment
rubyrose,Ruby Rose,Modeling,,19600000,United States,90700,120300.0,Beauty/Fashion,
rudeth,Rudy Pankow,Humor & Fun & Happiness,,6500000,United States,1000000,1600000.0,Entertainment,
sabinahidalgo,Sabina Hidalgo,Lifestyle,Music,4700000,Brazil,409500,491500.0,Lifestyle,Music
sabinahidalgo,Sabina Hidalgo,Lifestyle,Music,4700000,Brazil,409500,491500.0,Lifestyle,Music
sabrinacarpenter,Sabrina Carpenter,Music,,27400000,Brazil,839200,1000000.0,Music,
sachintendulkar,Sachin Tendulkar,Sports with a ball,Lifestyle,34900000,India,204100,243000.0,Sports,Lifestyle
sadiesink_,Sadie Sink,Modeling,Lifestyle,19000000,Brazil,1400000,2000000.0,Beauty/Fashion,Lifestyle
sadiomaneofficiel,Sadio Mane,Sports with a ball,,11500000,United Kingdom,331600,473400.0,Sports,
sadiomaneofficiel,Sadio Mane,Sports with a ball,,11300000,United Kingdom,319200,455800.0,Sports,
sagar_pop02,Sagar Pop,Lifestyle,,7500000,India,241800,380800.0,Lifestyle,
saipallavi.senthamarai,Sai Pallavi,,,5800000,India,569000,653000.0,,
salmahayek,Salma Hayek Pinault,Cinema & Actors/actresses,,21500000,United States,122000,151600.0,Entertainment,
salshabillaadr,Salshabilla adriani,Music,Cinema & Actors/actresses,14100000,Indonesia,127100,202700.0,Music,Entertainment
samantharuthprabhuoffl,Samantha,Beauty,Modeling,24100000,India,1200000,1400000.0,Beauty/Fashion,Beauty/Fashion
samoylovaoxana,Samoylova Oxana,Family,Lifestyle,15200000,Russia,679400,923300.0,Lifestyle,Lifestyle
sanchooo10,Jadon Sancho,Sports with a ball,,8600000,United Kingdom,361900,633000.0,Sports,
sandrinna_11,Drinna,Lifestyle,,10700000,Indonesia,191300,244700.0,Lifestyle,
saraalikhan95,Sara Ali Khan,Cinema & Actors/actresses,,40500000,India,774400,945600.0,Entertainment,
sarahkhanofficial,Mrs.Falak,Lifestyle,,9300000,Pakistan,287500,324500.0,Lifestyle,
sarwendah29,Sarwendah29,Music,Lifestyle,31900000,Indonesia,67200,79600.0,Music,Lifestyle
sav.labrant,Savannah Rose LaBrant,Family,Lifestyle,7100000,United States,541900,724900.0,Lifestyle,Lifestyle
saweetie,,Cinema & Actors/actresses,,13200000,United States,216300,501900.0,Entertainment,
saythename_17,SEVENTEEN,Music,,9500000,Indonesia,694400,782300.0,Music,
schwarzenegger,Arnold Schwarzenegger,Cinema & Actors/actresses,Fitness & Gym,22500000,United States,99900,117900.0,Entertainment,Sports
selenagomez,Selena Gomez,Music,Lifestyle,330600000,United States,1200000,1600000.0,Music,Lifestyle
serenayss,Serenay Sarıkaya,Cinema & Actors/actresses,Modeling,9400000,Turkey,198700,254600.0,Entertainment,Beauty/Fashion
sergioramos,Sergio Ramos,Sports with a ball,,51900000,Spain,321900,494700.0,Sports,
serna_amini,Serna Amini,,,8900000,Iran,1300000,1800000.0,,
shahidkapoor,Shahid Kapoor,Cinema & Actors/actresses,,35200000,India,644700,730700.0,Entertainment,
shawnmendes,Shawn Mendes,Music,,69100000,Brazil,741000,1100000.0,Music,
shaymitchell,Shay Mitchell,Beauty,Family,33600000,United States,240100,337200.0,Beauty/Fashion,Lifestyle
shehnaazgill,Shehnaaz Gill,Cinema & Actors/actresses,Music,11600000,India,643800,806500.0,Entertainment,Music
shivangijoshi18,शिवांगी जोशी,Lifestyle,,6900000,India,418300,503900.0,Lifestyle,
shraddhakapoor,Shraddha ✶,Cinema & Actors/actresses,,73200000,India,341800,393700.0,Entertainment,
shreyaghoshal,shreyaghoshal,Music,,24300000,India,98200,110300.0,Music,
sidhu_moosewala,Sidhu Moosewala (ਮੂਸੇ ਆਲਾ),,,10600000,India,1500000,1900000.0,,
sidhu_moosewala,Sidhu Moosewala (ਮੂਸੇ ਆਲਾ),,,10600000,India,1400000,1700000.0,,
sidmalhotra,Sidharth Malhotra,Cinema & Actors/actresses,Modeling,19700000,India,432700,538100.0,Entertainment,Beauty/Fashion
simoneesimaria,Simone e Simaria,Music,,22700000,Brazil,97600,137500.0,Music,
simoneses,Simone Mendes,Music,,34700000,Brazil,176700,223700.0,Music,
simoneses,Simone Mendes,Music,,34700000,Brazil,140900,177100.0,Music,
