rank,name,followers,er,country,topic_of_influence,potential_reach,_platform,_country,_is_global,_year,category_unified,category_status,id,topic_of_influence_en
83,Ustaz Azhar Idrus @uaioriginal,1.8M,0.22%,Malaysia,Education Music,534.7K,instagram,malaysia,False,2024,Knowledge&Info,MAPPED,,Education Music
84,Tya Arifin @tyaarifinnw,1.8M,0.12%,Malaysia,Beauty and Self Care Actors Health/Beauty,529.8K,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Actors Health/Beauty
85,@ismailizzani_,1.8M,0.19%,Malaysia,Art Music,529.3K,instagram,malaysia,False,2024,Music,MAPPED,,Art Music
86,Masidayu Mesnun @masidayu1001,1.8M,0.05%,Malaysia,Entertainment and Music Music Singer,526.9K,instagram,malaysia,False,2024,Music,MAPPED,,Entertainment and Music Music Singer
87,Asyalliee Ahmad @asyalliee,1.7M,0.81%,Malaysia,Beauty and Self Care Business and Finance Entrepreneur Creators & Celebrities,507.2K,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Business and Finance Entrepreneur Creators & Celebrities
88,𝔸𝔻𝕀ℝ𝔸 𝕊𝕌ℍ𝔸𝕀𝕄𝕀 @adira.suhaimi,1.7M,0.17%,Malaysia,Art Fashion and Accessories Beauty and Self Care Singer,504.8K,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED,,Art Fashion and Accessories Beauty and Self Care Singer
89,Chacha Maembong @chacha_maembong,1.6M,0.18%,Malaysia,Acting and Drama Celebrity Actors Humor,476.3K,instagram,malaysia,False,2024,Entertainment,MAPPED,,Acting and Drama Celebrity Actors Humor
90,Wan Sharmila ® @lala.wansharmila,1.6M,0.16%,Malaysia,Fashion and Accessories Actors Public Figure,474.5K,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Actors Public Figure
91,Kasem Hato ابن حتوتة @ibnhattuta,1.6M,8.45%,Malaysia,Travel,473.8K,instagram,malaysia,False,2024,Lifestyle,MAPPED,,Travel
92,Cherry Quahst Official🍒🇲🇾 @cherry_quahst,1.6M,0.66%,Malaysia,Fashion and Accessories Entertainment and Music Parenting Public Figure,473.6K,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Entertainment and Music Parenting Public Figure
93,Akim Ahmad @akimahmad,1.6M,0.42%,Malaysia,Entertainment and Music Celebrity Music,472.4K,instagram,malaysia,False,2024,Music,MAPPED,,Entertainment and Music Celebrity Music
94,Naim Daniel @naimdanielx,1.5M,0.98%,Malaysia,Entertainment and Music Celebrity Actors,462.5K,instagram,malaysia,False,2024,Music,MAPPED,,Entertainment and Music Celebrity Actors
95,ANNA JOBLING @annajobling,1.5M,2.28%,Malaysia,,460.7K,instagram,malaysia,False,2024,NA,NA,,
96,Sherry Ibrahim @sherryibrahim,1.5M,0.02%,Malaysia,Beauty and Self Care Business and Finance Celebrity Music,456.5K,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Business and Finance Celebrity Music
97,Liya Maisarah @liyamaisarah_,1.5M,1.32%,Malaysia,Fashion and Accessories Lifestyle Public Figure,451.5K,instagram,malaysia,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Lifestyle Public Figure
98,Dr Mahathir Mohamad @chedetofficial,1.5M,0.75%,Malaysia,Politics,450.4K,instagram,malaysia,False,2024,Knowledge&Info,MAPPED,,Politics
99,DJ VALENT WOO 鄔唯🐹🇲🇾 @valent_1314,1.5M,1.66%,Malaysia,Entertainment and Music Careers,444K,instagram,malaysia,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music Careers
100,ABE JAA 🇲🇾 @jaasuzuran,1.5M,0.98%,Malaysia,"Art Director Film, Music & Books DIY & Crafts",436.2K,instagram,malaysia,False,2024,Knowledge&Info,MAPPED,,"Art Director Film, Music & Books DIY & Crafts"
1,Danna Paola @dannapaola,34.3M,1.23%,Mexico,Public Figure,10.3M,instagram,mexico,False,2024,Entertainment,MAPPED,,Public Figure
2,Luisillo El Pillo @luisitocomunica,33.6M,4.49%,Mexico,Entertainment and Music Funny Actors Music,10.1M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Funny Actors Music
3,JD PANTOJA 🇲🇽 @juandediospantoja,24M,2.64%,Mexico,Actors Music Singer,7.2M,instagram,mexico,False,2024,Music,MAPPED,,Actors Music Singer
4,domelipa @domelipa,23.4M,2.46%,Mexico,Entertainment and Music,7M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music
5,Eugenio Derbez @ederbez,19.9M,0.24%,Mexico,Entertainment and Music,6M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music
6,GERMAN @germangarmendia,17.9M,6.82%,Mexico,Entertainment and Music Actors Writers Comedy,5.4M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Actors Writers Comedy
7,KAROL SEVILLA @karolsevillaofc,17.2M,0.83%,Mexico,Entertainment and Music Celebrity Actors Modeling,5.2M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Celebrity Actors Modeling
8,BADABUN @badabun,17M,-,Mexico,Entertainment and Music News & Politics,5.1M,instagram,mexico,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music News & Politics
9,Saul Alvarez @canelo,16.8M,1.92%,Mexico,Sports Product Showcase Finance Boxing,5M,instagram,mexico,False,2024,Sports,MAPPED,,Sports Product Showcase Finance Boxing
10,Kenia Os @keniaos,16.7M,3.6%,Mexico,Beauty and Self Care Video Blogger,5M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Video Blogger
11,Manelyk Gonzalez @manelyk_oficial,16.5M,1.1%,Mexico,Fashion and Accessories Entertainment and Music Marketing and Advertising Actors,5M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Entertainment and Music Marketing and Advertising Actors
12,Angelique Boyer @angeliqueboyer,15.9M,3.02%,Mexico,Entertainment and Music Fashion and Accessories Actors TV Shows,4.8M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Fashion and Accessories Actors TV Shows
13,Yanet Garcia 🇲🇽 @iamyanetgarcia,14.8M,0.85%,Mexico,Celebrity Fitness Modeling Actors,4.4M,instagram,mexico,False,2024,Sports,MAPPED,,Celebrity Fitness Modeling Actors
14,Dulce Maria @dulcemaria,13.7M,0.87%,Mexico,Entertainment and Music Actors,4.1M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Actors
15,Maite Perroni Beorlegui @maiteperroni,13.7M,1.42%,Mexico,Entertainment and Music Celebrity Actors Music,4.1M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Celebrity Actors Music
16,Juanpa Zurita 2 @juanpa,13M,0.44%,Mexico,Entertainment and Music Food Celebrity Lifestyle,3.9M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Food Celebrity Lifestyle
17,MONT @mont.pantoja,12.7M,0.09%,Mexico,Fashion and Accessories Marketing and Advertising,3.8M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Marketing and Advertising
18,𝔸 𝕀 𝕊 𝕃 𝕀 ℕ ℕ 𝕕 𝕖 𝕣 𝕓 𝕖 𝕫 @aislinnderbez,12.6M,0.38%,Mexico,Entertainment and Music Celebrity Actors Modeling,3.8M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Celebrity Actors Modeling
19,Tyler Blackburn @tylerjblackburn,11.6M,0.25%,Mexico,Music Lifestyle Singer Actors,3.5M,instagram,mexico,False,2024,Music,MAPPED,,Music Lifestyle Singer Actors
20,Santa Fe Klan @santa_fe_klan_473,11.5M,1.68%,Mexico,Entertainment and Music Music,3.4M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Music
21,Franco Escamilla @francoescamillaoficial,11.1M,0.27%,Mexico,Entertainment and Music Actors,3.3M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Actors
22,GalileaMontijo @galileamontijo,10.8M,0.24%,Mexico,Fashion and Accessories family Actors Journalists,3.2M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories family Actors Journalists
23,Yuliett Torres @yuliett.torres,10.2M,0.56%,Mexico,,3.1M,instagram,mexico,False,2024,NA,NA,,
24,Celia Lora @celi_lora,10.2M,1.32%,Mexico,Fashion Modeling Publishing,3.1M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion Modeling Publishing
25,Ignacia Hernandez👑 @ignaciaa_antonia,10.1M,0.56%,Mexico,Fashion and Accessories Actors,3M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Actors
26,Kate del Castillo @katedelcastillo,10.1M,0.18%,Mexico,Actors,3M,instagram,mexico,False,2024,Entertainment,MAPPED,,Actors
27,Vegas Dave 🏈⚾️🏀🏒 @itsvegasdave,9.9M,1.1%,Mexico,Sports Finance Auto and Vehicles Business and Finance,3M,instagram,mexico,False,2024,Sports,MAPPED,,Sports Finance Auto and Vehicles Business and Finance
28,Christian Nodal 🇲🇽 🌵💚 @nodal,9.7M,2.26%,Mexico,Music,2.9M,instagram,mexico,False,2024,Music,MAPPED,,Music
29,Lesslie Polinesia @ppteamlesslie,9.7M,6.26%,Mexico,family Fashion and Accessories Actors Modeling,2.9M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,family Fashion and Accessories Actors Modeling
30,Tio Tequila @adekunlegold,9.6M,0.42%,Mexico,Entertainment and Music Music Entertainment Singer,2.9M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Music Entertainment Singer
31,Babo Cartel de santa @babo_cartel,9.6M,3.39%,Mexico,Music Piercing,2.9M,instagram,mexico,False,2024,Music,MAPPED,,Music Piercing
32,Karely Ruiz @karelyruiz,9.4M,4.8%,Mexico,Fashion and Accessories,2.8M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories
33,Jimena V. Sanchez @jimenasanchezmx,9.2M,0.24%,Mexico,Entertainment and Music Sports Actors,2.8M,instagram,mexico,False,2024,Sports,MAPPED,,Entertainment and Music Sports Actors
34,Ángela Aguilar 🇲🇽 @angela_aguilar_,9M,0.59%,Mexico,Art,2.7M,instagram,mexico,False,2024,Lifestyle,MAPPED,,Art
35,NATANAEL CANO @natanael_cano,9M,15.37%,Mexico,Music,2.7M,instagram,mexico,False,2024,Music,MAPPED,,Music
36,BARBARA DE REGIL SCHOENWALD 🤍 FIT @barbaraderegil,9M,0.86%,Mexico,Fitness and Health Celebrity Automotive Actors,2.7M,instagram,mexico,False,2024,Sports,MAPPED,,Fitness and Health Celebrity Automotive Actors
37,Jacky Bracamontes @jackybrv,8.6M,0.44%,Mexico,Entertainment and Music Celebrity Actors,2.6M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Celebrity Actors
38,♡sofia castro @sofiaalcastro,8.6M,0.85%,Mexico,Entertainment and Music Music Actors Lifestyle,2.6M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Music Actors Lifestyle
39,Carlos Rivera @_carlosrivera,8.5M,1.3%,Mexico,Entertainment and Music Music Actors,2.6M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Music Actors
40,𝐿𝒾𝓋𝒾𝒶 𝐵𝓇𝒾𝓉𝑜 @liviabritopes,8.3M,1%,Mexico,Fitness and Health Celebrity Marketing and Advertising Actors,2.5M,instagram,mexico,False,2024,Sports,MAPPED,,Fitness and Health Celebrity Marketing and Advertising Actors
41,Federico Vigevani @fedevigevani,8.3M,5.9%,Mexico,Entertainment and Music Lifestyle,2.5M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Lifestyle
42,Michel Chavez @its.michhh,7.8M,3.21%,Mexico,Entertainment and Music Marketing and Advertising,2.3M,instagram,mexico,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music Marketing and Advertising
43,AnaBrenda @anabreco,7.8M,1.16%,Mexico,family Celebrity Actors Modeling,2.3M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,family Celebrity Actors Modeling
44,Selección Nacional de México @miseleccionmx,7.6M,0.43%,Mexico,Sports Health and Medical Services Soccer,2.3M,instagram,mexico,False,2024,Sports,MAPPED,,Sports Health and Medical Services Soccer
45,KATIA V⭐️ @katiavlogss,7.4M,2.05%,Mexico,,2.2M,instagram,mexico,False,2024,NA,NA,,
46,✨LA DIVAZA✨ @ladivaza,7.3M,7.34%,Mexico,Entertainment and Music Fashion and Accessories Singer Modeling,2.2M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Fashion and Accessories Singer Modeling
47,Fernanda Castillo @fernandacga,7.2M,0.56%,Mexico,Entertainment and Music Actors Virtualization Journalists,2.2M,instagram,mexico,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music Actors Virtualization Journalists
48,Ariadne Diaz @ariadne_diaz,7M,1.56%,Mexico,Acting and Drama Celebrity Actors,2.1M,instagram,mexico,False,2024,Entertainment,MAPPED,,Acting and Drama Celebrity Actors
49,Rivers @samyrivera,6.9M,11.63%,Mexico,Entertainment and Music Funny,2.1M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Funny
50,Juan Pablo Jaramillo @juanjaramilloe,6.8M,0.73%,Mexico,Entertainment and Music Romance and Wedding Celebrity Lifestyle,2M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Romance and Wedding Celebrity Lifestyle
51,Aracely Arambula @aracelyarambula,6.7M,0.33%,Mexico,Pets Actors Virtualization,2M,instagram,mexico,False,2024,Tech&Gaming,MAPPED,,Pets Actors Virtualization
52,Nicole Gonzalez Garcia @nicolegarcia,6.5M,2.89%,Mexico,Fitness and Health Fashion and Accessories Music Lifestyle,2M,instagram,mexico,False,2024,Sports,MAPPED,,Fitness and Health Fashion and Accessories Music Lifestyle
53,andrealegarreta @andrealegarreta,6.5M,0.24%,Mexico,Art Actors Virtualization Journalists,1.9M,instagram,mexico,False,2024,Knowledge&Info,MAPPED,,Art Actors Virtualization Journalists
54,Gris Verduzco @mispastelitos,6.4M,0.58%,Mexico,Food Marketing and Advertising Cooking Animals & Pets,1.9M,instagram,mexico,False,2024,Knowledge&Info,MAPPED,,Food Marketing and Advertising Cooking Animals & Pets
55,Marlene Favela @marlenefavela,6.4M,0.45%,Mexico,Business and Finance Art Fashion and Accessories Arts and Crafts,1.9M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Business and Finance Art Fashion and Accessories Arts and Crafts
56,lil π @itzan.escamilla,6.3M,2.81%,Mexico,Entertainment and Music Funny Celebrity Actors,1.9M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Funny Celebrity Actors
57,Wendy Guevara @soywendyguevaraoficial,6.3M,7.59%,Mexico,Entertainment and Music,1.9M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music
58,Karime Pindter @karimepindter,6.2M,0.47%,Mexico,Fashion and Accessories Fitness and Health Travel Actors,1.9M,instagram,mexico,False,2024,Sports,MAPPED,,Fashion and Accessories Fitness and Health Travel Actors
59,Maya Nazor @nazormaya,6.2M,6.08%,Mexico,Fashion and Accessories Actors Modeling,1.9M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Actors Modeling
60,Javier “Chicharito” Hernández @ch14_,6.1M,0.93%,Mexico,Sports Soccer,1.8M,instagram,mexico,False,2024,Sports,MAPPED,,Sports Soccer
61,J MENA @jmena,6.1M,3.55%,Mexico,Entertainment and Music Actors,1.8M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Actors
62,Checo Pérez @schecoperez,6.1M,2.55%,Mexico,Sports Auto and Vehicles Automotive Racing,1.8M,instagram,mexico,False,2024,Sports,MAPPED,,Sports Auto and Vehicles Automotive Racing
63,Mario Aguilar 👑 @marioaguilarmg,6M,0.33%,Mexico,Entertainment and Music Funny Actors,1.8M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Funny Actors
64,Ninel Conde @ninelconde,6M,0.3%,Mexico,Entertainment and Music Product Showcase Actors,1.8M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Product Showcase Actors
65,Andrea Zuñiga ✨ @soyandreazuniga,5.9M,1.23%,Mexico,Entertainment and Music Actors,1.8M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Actors
66,Brenda Zambrano 🍒 @brendazambranoc,5.9M,0.42%,Mexico,Fashion and Accessories Business and Finance Actors Modeling,1.8M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Business and Finance Actors Modeling
67,OMAR CHAPARRO @omarchaparro,5.9M,0.37%,Mexico,Entertainment and Music Acting and Drama Actors Journalists,1.8M,instagram,mexico,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music Acting and Drama Actors Journalists
68,Martha Higareda @marthahigareda,5.8M,0.43%,Mexico,Entertainment and Music Business and Finance Celebrity Automotive,1.7M,instagram,mexico,False,2024,Knowledge&Info,MAPPED,,Entertainment and Music Business and Finance Celebrity Automotive
69,Malacriao @malcriado.x,5.8M,0.56%,Mexico,Fashion Music Actors Modeling,1.7M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion Music Actors Modeling
70,So Mexican @so.mexican,5.6M,0.48%,Mexico,,1.7M,instagram,mexico,False,2024,NA,NA,,
71,GERA MX AK47 BOYZ🇲🇽 @geramx1,5.6M,4.29%,Mexico,Fashion and Accessories Arts and Crafts Entertainment and Music Business and Finance,1.7M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Arts and Crafts Entertainment and Music Business and Finance
72,Michelle Renaud @michellerenaud,5.6M,3.68%,Mexico,Acting and Drama Celebrity Actors,1.7M,instagram,mexico,False,2024,Entertainment,MAPPED,,Acting and Drama Celebrity Actors
73,ELÁN @_elan_,5.6M,2.81%,Mexico,Music,1.7M,instagram,mexico,False,2024,Music,MAPPED,,Music
74,Gerardo Ortiz @gerardoortizoficial,5.6M,0.45%,Mexico,Entertainment and Music,1.7M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music
75,Danik Michell @danikmichell,5.6M,2.64%,Mexico,Fitness and Health Fashion and Accessories Modeling Celebrities,1.7M,instagram,mexico,False,2024,Sports,MAPPED,,Fitness and Health Fashion and Accessories Modeling Celebrities
76,Lalit Modi @lalitkmodi,5.5M,1.01%,Mexico,Sports Finance Personal Finance Soccer,1.7M,instagram,mexico,False,2024,Sports,MAPPED,,Sports Finance Personal Finance Soccer
77,Alessandra Rosaldo @alexrosaldo,5.5M,0.49%,Mexico,family Entertainment and Music Actors,1.7M,instagram,mexico,False,2024,Music,MAPPED,,family Entertainment and Music Actors
78,Paulina Goto @paulinagoto,5.4M,0.38%,Mexico,Entertainment and Music,1.6M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music
79,Alejandra Treviño @aletrevino95,5.2M,1.7%,Mexico,Entertainment and Music Actors Modeling,1.6M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Actors Modeling
80,Alejandro Speitzer @alejandrospeitzer,5.2M,4.37%,Mexico,Entertainment and Music Actors,1.6M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Actors
81,Los Polinesios @platicapolinesi,5.2M,2.58%,Mexico,Entertainment and Music Video Gaming Actors,1.6M,instagram,mexico,False,2024,Tech&Gaming,MAPPED,,Entertainment and Music Video Gaming Actors
82,Erika buenfil @erikabuenfil50,5.1M,0.07%,Mexico,family Celebrity Actors,1.5M,instagram,mexico,False,2024,Entertainment,MAPPED,,family Celebrity Actors
83,Nicola Porcella @nicolaporcella12,5.1M,2.12%,Mexico,Acting and Drama Celebrity Actors,1.5M,instagram,mexico,False,2024,Entertainment,MAPPED,,Acting and Drama Celebrity Actors
84,legnahernandez @legnahernandez,4.9M,0.18%,Mexico,"Entertainment and Music Film, Music & Books",1.5M,instagram,mexico,False,2024,Knowledge&Info,MAPPED,,"Entertainment and Music Film, Music & Books"
85,Rodrigo Fernandes EL GATO @rodrigofee2,4.9M,2.1%,Mexico,,1.5M,instagram,mexico,False,2024,NA,NA,,
86,Club América @clubamerica,4.9M,0.45%,Mexico,Sports Marketing and Advertising Soccer,1.5M,instagram,mexico,False,2024,Sports,MAPPED,,Sports Marketing and Advertising Soccer
87,Poncho Denigris @ponchodenigris,4.8M,1.58%,Mexico,Acting and Drama Entertainment and Music Celebrity Actors,1.4M,instagram,mexico,False,2024,Music,MAPPED,,Acting and Drama Entertainment and Music Celebrity Actors
88,Diego Boneta @diego,4.8M,1.15%,Mexico,Entertainment and Music Food and Drink Actors,1.4M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Food and Drink Actors
89,Farid Dieck @faridieck,4.8M,1.52%,Mexico,Arts and Crafts Education Actors Virtualization,1.4M,instagram,mexico,False,2024,Knowledge&Info,MAPPED,,Arts and Crafts Education Actors Virtualization
90,Frases Y Pensamientos ♾ @tipicosmomentos,4.8M,0.15%,Mexico,Life and Society Actors Modeling,1.4M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Life and Society Actors Modeling
91,Ludwika Paleta @ludwika_paleta,4.7M,0.93%,Mexico,Entertainment and Music Celebrity Actors Virtualization,1.4M,instagram,mexico,False,2024,Tech&Gaming,MAPPED,,Entertainment and Music Celebrity Actors Virtualization
92,Aaron Diaz @aarondiaz,4.7M,0.17%,Mexico,Acting and Drama Celebrity Actors,1.4M,instagram,mexico,False,2024,Entertainment,MAPPED,,Acting and Drama Celebrity Actors
93,gabrielsoto @gabrielsoto,4.7M,0.06%,Mexico,Entertainment and Music Outdoor Activity Celebrity Actors,1.4M,instagram,mexico,False,2024,Sports,MAPPED,,Entertainment and Music Outdoor Activity Celebrity Actors
94,Chris Cha @christianchavezreal,4.7M,2.1%,Mexico,Celebrity Fitness Music Entertainment and Music,1.4M,instagram,mexico,False,2024,Sports,MAPPED,,Celebrity Fitness Music Entertainment and Music
95,Luis Moran Gonzalez @luismoranglz,4.6M,0.25%,Mexico,Business and Finance Beauty and Self Care,1.4M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Business and Finance Beauty and Self Care
96,Lucia The Great @luciia,4.5M,2.81%,Mexico,Fashion and Accessories Modeling Music,1.4M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Modeling Music
97,Mariana Ávila @soymarianaavila,4.5M,1.76%,Mexico,Entertainment and Music Actors,1.4M,instagram,mexico,False,2024,Music,MAPPED,,Entertainment and Music Actors
98,Alejandro Fernández @alexoficial,4.4M,1.45%,Mexico,,1.3M,instagram,mexico,False,2024,NA,NA,,
99,♡ DanyanCat 🐱 @danyancatsq,4.4M,2.27%,Mexico,Entertainment and Music Video Gaming Actors,1.3M,instagram,mexico,False,2024,Tech&Gaming,MAPPED,,Entertainment and Music Video Gaming Actors
100,El Guarromántico @guarromantico_,4.4M,0.51%,Mexico,Romance and Wedding Arts and Crafts Funny Quotes,1.3M,instagram,mexico,False,2024,Beauty&Fashion,MAPPED,,Romance and Wedding Arts and Crafts Funny Quotes
1,Achraf Hakimi @achrafhakimi,19.9M,3.6%,Morocco,Sports Soccer Journalists,6M,instagram,morocco,False,2024,Sports,MAPPED,,Sports Soccer Journalists
2,saadlamjarred @saadlamjarred1,15.2M,0.5%,Morocco,Entertainment and Music Music Lifestyle Singer,4.6M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Music Lifestyle Singer
3,أسما لمنور asma lmnawar @asmalmnawar,13.3M,0.54%,Morocco,Entertainment and Music Music Singer,4M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Music Singer
4,Salma Rachid @salmarachid.official,10.8M,0.42%,Morocco,Entertainment and Music Music,3.2M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Music
5,Rajaa Belmir @rajaabelmir,10.5M,1.24%,Morocco,Entertainment and Music Music Humor Celebrities,3.1M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Music Humor Celebrities
6,Dunia Batma 🇲🇦 🎤 @dunia_batma,9.7M,0.12%,Morocco,Art Singer,2.9M,instagram,morocco,False,2024,Music,MAPPED,,Art Singer
7,Zouhair Bahaoui @zouhairbahaoui,9.6M,0.31%,Morocco,Entertainment and Music Singer Music,2.9M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Singer Music
8,KAWTAR BA-MOHAMED كوثر بامو @kawtarbamo,8.6M,4.21%,Morocco,Beauty,2.6M,instagram,morocco,False,2024,Beauty&Fashion,MAPPED,,Beauty
9,Ibtissam Tiskat @ibtissamtiskatofficial,7.8M,0.28%,Morocco,Entertainment and Music Singer,2.3M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Singer
10,Rachid Allali @allalirachid,7.7M,0.11%,Morocco,Entertainment and Music Entertainment,2.3M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Entertainment
11,Safae Hbirkou @hbirkousafae_officiel,7M,1.23%,Morocco,family,2.1M,instagram,morocco,False,2024,Lifestyle,MAPPED,,family
12,Yassine Bounou “BONO” @bounouyassine_bono,6.6M,3.54%,Morocco,Soccer,2M,instagram,morocco,False,2024,Sports,MAPPED,,Soccer
13,Leila Hadioui @leilahadioui,6.6M,0.19%,Morocco,Art Fashion Celebrity Modeling,2M,instagram,morocco,False,2024,Beauty&Fashion,MAPPED,,Art Fashion Celebrity Modeling
14,Meryem Asouab @meryemasouab,6.6M,2.69%,Morocco,Fashion and Accessories Beauty and Self Care Modeling,2M,instagram,morocco,False,2024,Beauty&Fashion,MAPPED,,Fashion and Accessories Beauty and Self Care Modeling
15,HATIM AMMOR | حاتم عمور @hatimammor,6.4M,0.12%,Morocco,Entertainment and Music Music Singer,1.9M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Music Singer
16,Stars Casablanca - نجوم الدار البيضاء @stars_casablanca,6M,0.19%,Morocco,Entertainment and Music Magazines,1.8M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Magazines
17,Bassma Boussil @bassmaboussel,5.9M,1.71%,Morocco,Beauty and Self Care Business and Finance Celebrities Hair & Beauty,1.8M,instagram,morocco,False,2024,Beauty&Fashion,MAPPED,,Beauty and Self Care Business and Finance Celebrities Hair & Beauty
18,𝐅𝐀𝐓𝐈 𝐉𝐀𝐌𝐀𝐋𝐈 فاتي جمالي @fatijamaliofficiel,5.8M,0.24%,Morocco,Entertainment and Music Celebrity Music Modeling,1.7M,instagram,morocco,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Celebrity Music Modeling
19,Karima Gouit Official @karimagouit,5.7M,0.56%,Morocco,Entertainment and Music Celebrity Music Modeling,1.7M,instagram,morocco,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Celebrity Music Modeling
20,Farah El Fassi | فرح الفاسي @farahelfassi1,5.2M,0.56%,Morocco,Entertainment and Music Singer Music,1.6M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Singer Music
21,Adil Taouil - عادل تاويل @adiltaouil,5M,3.63%,Morocco,Entertainment and Music Upskilling Modeling,1.5M,instagram,morocco,False,2024,Beauty&Fashion,MAPPED,,Entertainment and Music Upskilling Modeling
22,AMINUX @aminuxamine,4.8M,0.25%,Morocco,Entertainment and Music Music Band,1.4M,instagram,morocco,False,2024,Music,MAPPED,,Entertainment and Music Music Band
23,Safaa Hanaa | صفاء هناء @safaahanaa,4.4M,0.47%,Morocco,Arts and Crafts Singer,1.3M,instagram,morocco,False,2024,Music,MAPPED,,Arts and Crafts Singer
