rank,name,followers,er,country,topic_of_influence,potential_reach,unified_category,handle
61,Norris Nuts Do Stuff,2700000,,Australia,,795000,,@UCGRmpAEQlz0QA2vx5U7Oltw
62,Zylbrad,2600000,0.2,Australia,,783000,,@UCfHweCd6pKP28kWNbI0wDig
63,UnlistedLeaf,2600000,,Australia,,774000,,@UCAHHqWLedf6xRyyVByhAHMw
64,SunnyV2,2600000,3.4,Australia,,771000,,@UCuF49lP5gkkw5L8HK3H6GJg
65,Bella Fiori,2600000,0.5,Australia,,765000,,@UCaezsZGhwWgB4ZRmHNCfIyw
66,lzuniy,2500000,,Australia,,735000,,@UCa5qeML93Hg37Ckn22pxdHA
67,FuzionDroid,2400000,0.1,Australia,,729000,,@UCnPf9f-yQidQA6ByWVkbHVw
68,Ash Magic,2400000,,Australia,,720000,,@UCtaMRYGIXKhRpI86D2CqTEA
69,Also Fitz,2400000,,Australia,,717000,,@UCHXJ0dhS3NpTBFg7lR_5w8Q
70,ArtSpear Entertainment,2400000,1.1,Australia,,714000,,@UCmv8PJ2JcIsHQ-2ivtziszQ
71,VaatiVidya,2400000,5.0,Australia,,708000,,@UCe0DNp0mKMqrYVaTundyr9w
72,Blender Guru,2300000,0.1,Australia,,702000,,@UCOKHwx1VCdgnxwbjyb9Iu1g
73,Whealth by Slaiman,2300000,0.3,Australia,,702000,,@UClx1ElJ0XUjO74hZUm4yq-w
74,LULUPANG 루루팡,2300000,,Australia,,681000,,@UC7gDQCxC1wr955ECW6wSOoA
75,ellieV,2300000,,Australia,,678000,,@UCENdAUC6K56fiTORZBTqt8A
76,Amosdoll Music,2300000,,Australia,,678000,,@amosdollmusic
77,Ben Lionel Scott,2200000,0.2,Australia,,672000,,@UCgkKA7xEOoBQNpC5TJxPLiw
78,Phoenix SC,2200000,,Australia,,660000,,@UCj4zC1Hfj-uc90FUXzRamNw
79,Armando Hasudungan,2200000,,Australia,,654000,,@UCesNt4_Z-Pm41RzpAClfVcg
80,NEVER TOO SMALL,2200000,,Australia,,651000,,@UC_zQ777U6YTyatP3P1wi3xw
81,Body Project,2200000,,Australia,Fitness,645000,Lifestyle,@UCFjc9H89-RpWuIStDqhO7AQ
82,Adventure,2200000,0.1,Australia,Travel,645000,Lifestyle,@UCwuSAGL3vknuXtPRPrXXkTA
83,Norris Nuts Gaming,2100000,0.2,Australia,,642000,,@UCWcly5Teks2uSNsF5hRFNNg
84,Tame Impala,2100000,1.8,Australia,,636000,,@UCdI8MAC5HoPJSJ4zrgDDI-Q
85,Cartoon Network Australia,2100000,,Australia,,630000,,@UCW5xCqirsmdKqYWYMj-pVUw
86,BondiRescue,2100000,,Australia,,627000,,@UCxEct2HUBYj_mt4t7qR9UYg
87,Max & Sofi Kinderwood,2000000,,Australia,,615000,,@UCLakThL1wSCcwR1PArojK1Q
88,MightyToys,2000000,,Australia,Fashion,612000,Beauty/Fashion,@UCuW8NszZfAwPm5_qPJ1m9Hg
89,mau,2000000,,Australia,,606000,,@UCxYc7wg6otUcDb5bWxTwWqA
90,Kawaii Kunicorn,2000000,,Australia,,603000,,@UC58otONbfRjWcYjlJvHaYfw
91,Sunny Kids Songs Hindi,2000000,,Australia,,594000,,@UCFCEPQCc-Zoar1h3Z20i7bw
92,Economics Explained,2000000,1.0,Australia,,594000,,@UCZ4AMrDcNrfy3X6nsU8-rPg
93,Modest Pelican,1900000,2.3,Australia,,567000,,@UCmWuTGgH0ePB33biS1OA-BQ
94,Self Sufficient Me,1900000,,Australia,,564000,,@UCJZTjBlrnDHYmf0F-eYXA3Q
95,animelab,1900000,0.1,Australia,,558000,,@UCWt3xWeVSCnVPZFdhcjFsUQ
96,Super Planet Dolan,1900000,,Australia,,555000,,@UC3D_ZXHwaKekKwbO_LM48OQ
97,FaZe Flea,1800000,0.3,Australia,,549000,,@UC2_CgurqasNWY4JYjJBKfSg
98,Fraser Wilson,1800000,0.2,Australia,,537000,,@UCyiNCEHLyKbSUrrncVr9KvQ
99,Isaac Butterfield,1800000,0.5,Australia,,531000,,@UC-wBAxgUX9P0fXZ6-D0frRA
100,getfitbyivana,1700000,,Australia,,516000,,@UCa_JUG9hl8D7S6jH7nWTURA
1,Red Bull,10500000,,Austria,Sports Video Gaming,3200000,Sports,@UCblfuW_4rakIf2h6aqANefA
2,Talin tube family - عائلة تالين تيوب,4600000,,Austria,,1400000,,@UC7P48PVdffKY8ym4_QbcArg
3,Кулинарим с Таней,2200000,0.7,Austria,,669000,,@UCW0vtJy0fmLBO8TNIOUAoDg
4,KsFreakWhatElse,2100000,0.3,Austria,,630000,,@UCV9OLReC5bMvuiCFGBdK7Mg
5,Leila Gharani,1900000,0.3,Austria,Business and Finance,573000,Info/Business,@UCJtUOos_MwJa_Ewii-R3cJA
6,Nykk Deetronic,1900000,0.1,Austria,,561000,,@UC_QpWfHruASmuR9E8KMXtWw
7,RADAL,1900000,2.8,Austria,,558000,,@UCT1mF-u0Lcf7bYuUWTvDcpw
8,SOUNTEC,1800000,0.1,Austria,,543000,,@UCtwSCDjbQKShJU0kIzBgTdA
9,Lingualizer,1800000,,Austria,,540000,,@UCpeSv0N9tbe2V5fLMVrlodA
10,IMPERIA,1800000,,Austria,,525000,,@UCaWaxupwQ7Pssm94Xcxi8LA
11,Dare to do. Motivation,1700000,,Austria,,522000,,@UC5VP2Yr-U7PHyDKHQQfkH9w
12,boty phen,1700000,0.1,Austria,,513000,,@UC601ZH0CojHYMHy-Ws1xlMA
13,Richtiger Kevin,1700000,1.0,Austria,,510000,,@UCo6utge9KpJI61gXe7ngUJQ
14,TOPS DOPS,1700000,,Austria,,495000,,@UCOv3MFPLgGLfZDqAmcqVj9Q
15,Red Bull Bike,1600000,0.1,Austria,,492000,,@UCXqlds5f7B2OOs9vQuevl4A
16,Chaosflo44,1400000,0.2,Austria,,432000,,@UCQM0bS4_04-Y4JuYrgmnpZQ
17,Kim Lianne,1400000,0.7,Austria,Celebrity Fitness Beauty,411000,Beauty/Fashion,@UC9VCyVOqou6wf-BMBYlEkjQ
18,Gangsta Philosopher,1300000,0.2,Austria,,399000,,@UCSXFaThRuBGbqOaZsTxZnTQ
19,Nafis Taomlar,1300000,,Austria,,384000,,@UCQUPfyCc45RG2OaVh6xjeJQ
20,AustrianBrickFan,1200000,,Austria,,372000,,@UCuk26DMu7ewAkC-ntx7esiA
21,eslamic,1200000,,Austria,,366000,,@UC8Ip85NYRKCV5T-rm6l4OKg
22,Austrian,1200000,,Austria,,351000,,@UCu6f00Mhgx36sgCxICxM44Q
23,"Rogandar NEWs - Новости, факты, события",1200000,1.2,Austria,News,345000,Info/Business,@UCJ9e_x5_ZuR9TwZwzvqRsIA
24,Cute Life Hacks,1100000,,Austria,,321000,,@UCwy2Kt-F4D4Y_CJQmonmLhg
25,King Ck Films & Vlogs,1000000,0.5,Austria,,309000,,@UC6QLSkGrFb25WnyvRxtxHGA
26,Dirisle Abdi,1000000,,Austria,,303000,,@UCVATK3UnAynWNIci3S_0k9A
27,Red Bull Motorsports,1000000,,Austria,,303000,,@UC0mJA1lqKjB4Qaaa2PNf0zg
28,CSYON,1000000,0.9,Austria,,303000,,@UCtJTqwX2h8MiuFWd6dsyzbw
29,DieBuddiesZocken,987000,,Austria,,296100,,@UCRczwdk2G-MjcdWQTupFrAw
30,เรื่องเล่าข่าว การเมืองออนไลน์,980000,,Austria,,294000,,@UCI_JymOkdOU7jLjDfhqqdOw
31,Merg,980000,,Austria,Books Video Gaming,294000,Tech/Gaming,@UCt4rBxvKlCKw5NcOy-tpQJQ
32,HSO - حسو,900000,,Austria,,270000,,@UCtBL1lepnGp28Gko5ZItSeg
33,inong sam,893000,,Austria,,267900,,@UCrgOLliCxhj7xU820-FAm1A
34,Robert Höck,864000,,Austria,,259200,,@UCCi_yf4nkVmWaE0IoNweTlw
35,FrediSaalAnimations,861000,,Austria,,258300,,@UCX2MqAEb-7gO9GKO0SdZSIg
36,Red Bull BC One,859000,,Austria,,257700,,@UC9oEzPGZiTE692KucAsTY1g
37,itsabudy,850000,,Austria,,255000,,@UCd-v2OHQZf2ssfIlghRSNrw
38,Luigikid Gaming,848000,0.1,Austria,,254400,,@UCPsV7o0y_il6tF5vhl8fhTQ
39,TouchGameplay,841000,,Austria,,252300,,@UCfelpouIc8hS7cBXnVKRBpQ
40,Adnan Ibrahim,826000,,Austria,,247800,,@UCMkgz4L22HV3e-1yy9zlYPg
41,Tiktus color Art,809000,0.1,Austria,Art,242700,Entertainment,@UCeAvBShy5a2_vTFflQG_zWg
42,Ark-أرك,783000,,Austria,,234900,,@UChcZaTnJkPueZRFtlXEDEzA
43,Military History Visualized,736000,1.1,Austria,,220800,,@UCK09g6gYGMvU-0x1VCF1hgA
44,TechWorld with Nana,731000,,Austria,,219300,,@UCdngmbVKX1Tgre699-XLlUA
45,BERNTH,693000,,Austria,,207900,,@UCZvo8TZtUZkLgiH3rJsj-Ow
46,Meme City,678000,,Austria,,203400,,@UCKK7Awk5j_HuZ-J6TUBlRug
47,Sherliza Moé,632000,3.6,Austria,,189600,,@UCsTyy6F3-D6RFFt7bxRqKUA
48,Nancy Semeda - The Counseling Psychologist,598000,,Austria,,179400,,@UCBVs-EPgbwIWLNg4Wkt6N0w
49,Austor - FIFA Prediction & More,589000,0.7,Austria,,176700,,@UC8FKs4WsbwC8ZH9r4T57CGQ
50,Simply Aviation,546000,,Austria,News,163800,Info/Business,@UCEF-9XhkdyFY0hMRUkmxXfQ
51,Moga,536000,1.5,Austria,,160800,,@UCE5eZeSPb14e3XIE7AecEqQ
52,Katrin Dox,532000,,Austria,,159600,,@UCMusqH2CnhzQlVHO9X2ONIw
53,KTM,522000,,Austria,Travel,156600,Lifestyle,@UCb3-KtEqkRuJeT2ekC5Mzow
54,Travel Escapes,515000,,Austria,,154500,,@UCBYoZvfBEMnRiWMxpvMY6ww
55,Ceave Gaming,505000,2.9,Austria,Video Gaming,151500,Tech/Gaming,@UCFXc5nAao6554AIXlN9KgwQ
56,Parov Stelar,487000,,Austria,,146100,,@UCVtnG15ufdzur71RqfqNSOg
57,JANAklar,477000,1.2,Austria,,143100,,@UC_tx9mCedUqbU_Ci7yotcDQ
58,Kraut,458000,5.9,Austria,,137400,,@UCr_Q-bPpcw5fJ-Oow1BW1NQ
59,HasnisWorld,452000,1.9,Austria,,135600,,@UCsef3dTqSfHJoGgAbApNTCA
60,nixelpixel,446000,,Austria,,133800,,@UC2GQig8tlmGFq2Wp2tj_Jbw
61,TechMagnet,440000,0.2,Austria,,132000,,@techmagnet
62,Drawing Life,433000,,Austria,,129900,,@UCvSZ5CsHeuK7T3y-xOF-B5g
63,يوميات عائلة عراقية في النمسا,432000,1.0,Austria,,129600,,@UCUo1eqrpJuwCC7qYr6JVTNQ
64,Veni,429000,,Austria,,128700,,@UC-4mrFsNtHeYnu9_cSPzylQ
65,Progstylez,427000,,Austria,,128100,,@UCdTsdOtZj__E7dOGoP7dK8g
66,ziad coool,424000,,Austria,,127200,,@UC39U5qOu1dTP2cdDvJ7z-vg
67,The Racing Monkey,423000,3.1,Austria,,126900,,@UCcm4GMe3cXxTJFLT4Qcsvew
68,Imperial,416000,,Austria,,124800,,@UCqwpVqKsR7piEZHiZVEOBKw
69,McMakistein,408000,,Austria,,122400,,@UCrJCzC7Jkq72tVF5bVu7-ew
70,BeamNG KING,402000,0.1,Austria,,120600,,@UCHoc72UJ0E3WemHrXQANR3g
71,ZED SLY,395000,,Austria,,118500,,@UCbemkTe-UnTZgdnAejrJnqA
72,Elias Schwärzler,393000,0.4,Austria,,117900,,@UCGWOKYF5sq1iDkiScn-krPw
73,Ilias Welt,389000,0.6,Austria,,116700,,@UCcL39R1XZcjVZqdYlS47U2g
74,Boxing Matrix,378000,0.6,Austria,,113400,,@UC2-jrfZFK5oj28ic00X3anQ
75,Dirisle shaadhcade,374000,,Austria,,112200,,@UCOUkcVfD6reGr-xkSqFdpig
76,Gabriel Wibmer,369000,1.0,Austria,,110700,,@UC3SAWkPGe5WhjgBOkdqhkrg
77,Sascha Huber Reagiert,350000,,Austria,,105000,,@UCTS1bMR4DAYWRw2IQueagpw
78,Sniperbuddy Fabi,344000,,Austria,,103200,,@UC7LV9AabCw4jTwrQFrQycyA
79,AQUA,341000,,Austria,,102300,,@UCyjBVcVs3KjHquO4AD1rMgA
80,Bilochka ASMR,324000,0.9,Austria,,97200,,@UCfwHdaVGSYsiNZxVURboBmw
81,Paulina Wallner,319000,0.5,Austria,,95700,,@UCsQuwQoKBEZoB_qhcKrpeLw
82,CrownieVA,312000,0.4,Austria,,93600,,@UCV-iQcKeiXHsHK6HSoGrPOg
83,Apfelwelt,308000,,Austria,,92400,,@UCVChR9pqkB2Y6jpY8MlesoA
84,Banat Boys Parody,303000,,Austria,,90900,,@UC73izM6rlwfssyRfhCuxknA
85,NOVRITSCH - TACTICAL,303000,1.2,Austria,,90900,,@UC4cEO8hZH6wweY3cr3ZnSfg
86,nadelspiel * Stricken & Häkeln mit eliZZZa,300000,,Austria,,90000,,@UClWbF43EZbJBKK9blyB7tig
87,Beefy Smash Doods,299000,0.6,Austria,,89700,,@UCeCEq4Sz1nNK4wn3Z4Ozk2w
88,SOSIG CLIPS,283000,,Austria,,84900,,@UC6HPd7zfveqjvb4WJIvoEfQ
89,BeautybyFoxy,279000,0.8,Austria,,83700,,@UCsI2i3w5-KkqZUOuhD7L0PQ
90,HiroYami ANIME هيرويامي,278000,11.8,Austria,,83400,,@UCpDmyYexW7v7sigiv3CDelA
91,SAMI Combat Systems,277000,,Austria,,83100,,@UCO7B7CDbB_SxJ--20wfAH8Q
92,annalaurakummer,275000,0.2,Austria,,82500,,@UCcx8tBcsSj9Y23hst7Fclcw
93,agropictures,269000,,Austria,,80700,,@UCfKvtZz4S46SQv_TVRbHA2A
94,FALCO,266000,,Austria,,79800,,@UCMU63WkFaKXxg3I7uG-TDUg
95,OE24.TV,266000,,Austria,,79800,,@UCyQpfuhftLvrmjxgEzVH78Q
96,Gil Scharf,263000,,Austria,,78900,,@UCCETmvZuOKNY_7H2RtlN7sw
97,NABBA,259000,,Austria,,77700,,@UCR2_DlWyPwv1NcStwgp3-qA
98,Niklas Luger,257000,,Austria,,77100,,@UCokphNCo_QQZhB-KyTh-Dzg
99,SeMo,255000,12.1,Austria,,76500,,@semo1
100,Red Bull Snow,254000,0.7,Austria,,76200,,@UCTtEhdlWz5erVK734-Gn0VQ
1,Tomorrowland,10700000,,Belgium,,3200000,,@tomorrowland
2,PressTube,3000000,,Belgium,,897000,,@UCZ3vyIYUy5yK0i-RJwpdoSg
3,Cinecom.net,2500000,,Belgium,,750000,,@UCpLfM1_MIcIQ3jweRT19LVw
4,Jeanfils,2200000,0.6,Belgium,,666000,,@UCGjUTQ-YV71V7T6WfdmZDiw
5,gaelle garcia diaz,2000000,,Belgium,,588000,,@UCI0mw0nNF16fl0hQUD985VA
6,The Voice Kids Belgium,1800000,,Belgium,,531000,,@UC4KmVCdb3BAxZ5tZAbc3NrQ
7,Celine & Michiel,1700000,0.2,Belgium,,504000,,@celinemichiel
8,Angèle,1600000,2.2,Belgium,,471000,,@UCiP2tOO8zRo47GFd5rc8rkA
9,BelgoTürk,1500000,,Belgium,,450000,,@UCZvSNBeCMFMeOh27m1ywXZw
10,LufyMakes YouUp,1500000,0.3,Belgium,,441000,,@UC5N5jACt1Si7YPdy-_2AUag
11,OussiFooty,1300000,,Belgium,,396000,,@UC-5zFN-bs6fB_MBRBtAlg4Q
12,BeamNG-Destruction,1300000,,Belgium,,381000,,@UC24cHExdzjNKktUUtrQnmYw
13,Velosofy,1100000,,Belgium,,321000,,@UC93pgSQPa-JOihL5I_pvkAA
14,Lost Frequencies,1100000,0.4,Belgium,,318000,,@UCdKS_mDSLUkS6vDK6u1mjOg
15,Esoterics for You: Horoscopes. Rituals. Tips.,1100000,,Belgium,,318000,,@UC750ojNf94wjQoCKd8A1OSA
16,Dutchtuber2,1100000,,Belgium,,315000,,@UCkhBnxfBU4r47c6CtDNWIfg
17,FRANCISCO PINALES VIDA DE ORACIÓN,1000000,0.4,Belgium,,309000,,@UCpsqdFdnWU7LCWbYASFnOzw
18,COMPASSION TV,926000,0.1,Belgium,,277800,,@egliselacompassion
19,WaZz,877000,1.5,Belgium,,263100,,@UCfzXKxo0egNwE76Eb8pldTA
20,قناة طبخ من بغداد,849000,0.2,Belgium,,254700,,@UCFjT6urfenOJO2Qv_8DnpnQ
21,Michael Lim,844000,,Belgium,,253200,,@UC5cEEpOjY2XVzGylMhjEnoQ
22,Geo History,838000,,Belgium,,251400,,@UC2Cl2g2xFTZoAEldxYVzQFg
23,Linda Halab - ليندا حلب,836000,,Belgium,,250800,,@UCx24Z9pH6QV_RcUTj9hc90g
24,Ella Kasumovic,787000,,Belgium,,236100,,@UC-AjSJctLEImM02gJZp0Kqw
25,Arthas,778000,0.8,Belgium,,233400,,@UCbt5BCs0aUDgNwRaUnKtXwA
26,Koda,772000,4.7,Belgium,,231600,,@UCcq_20MRiMJAez-dhXt6q5Q
27,CHEF OKTAY USTA,755000,,Belgium,,226500,,@UC9P7X0l9D4tOoTAnepblE9A
28,Anas Headshot,726000,0.9,Belgium,,217800,,@UCx6PKRekOI8wOKlz21YqN5w
29,Fred Mastro,723000,0.1,Belgium,,216900,,@UCkAgTd8YQRSwPqzScsWs7nw
30,BarcaStudio,682000,2.7,Belgium,,204600,,@UCuBYkBL4dVMIbh9Z9CZpofA
31,ScreaM,677000,0.6,Belgium,,203100,,@UCOpuMFmU3RyTeXejHWldXkA
32,Chuki Beats,648000,,Belgium,,194400,,@UCSyBSyLk4ZvXd2Fj-tLojag
33,Poppen Atelier / Doll Art Studio,645000,,Belgium,Art,193500,Entertainment,@UCcYRw5J5-C8plZoeZ7x2QQw
34,Sander Bauwens,636000,,Belgium,,190800,,@UC2dJa-E7V3vYISma7vBVK8g
35,WEBA the CRAZY,634000,,Belgium,,190200,,@UCx9DXebqSGNHx82eDHxs3Qg
36,Roméo Elvis,607000,0.7,Belgium,,182100,,@UCrLTHz-a-RgeVCkx4iOhs0w
37,سيد دنياصور🦖,605000,,Belgium,,181500,,@UC2fosO3qIpvlLWpa1zMAv1A
38,Simple Symphony,604000,,Belgium,,181200,,@simplesymphony
39,ICO,584000,6.0,Belgium,,175200,,@UCQzRMPX5VvPkQeccJeJV7vA
40,Nobø,578000,,Belgium,,173400,,@UCLhatt3vqTQcraAZidM24IA
41,GamingRevenant,577000,0.1,Belgium,,173100,,@UCinbyy9XpqiQ5vxDz4H4IQw
42,FL STUDIO by Image-Line Software,571000,0.2,Belgium,,171300,,@UCtYw-H_L5D09T9uWeNBUvqg
43,TNT Records,562000,,Belgium,,168600,,@UCU7l4Kh7tcohFxw7FuhLT3A
44,Disney Belgique,552000,,Belgium,,165600,,@UClSqgJRF0r7u8G3EQ-RcCZg
45,Red1 ريد ون,544000,,Belgium,,163200,,@UCla1a--X34us6oJyxyUUA6A
46,ExVSK,528000,,Belgium,,158400,,@UCtZP0L7yoEycj6w-f7uVNaA
47,Mors Mutual Insurance,526000,3.0,Belgium,,157800,,@UCi3GT08RqryJMN8sf6a-Rmg
48,Jeanpapa,526000,2.7,Belgium,,157800,,@UCUgqKHnlUPMbUQ5UCP8qTGQ
49,Adz,522000,0.1,Belgium,,156600,,@UCThCNwkoulcOTwcq28OdqhQ
50,DJLass Angel Vibes,521000,,Belgium,,156300,,@UCI2YeqXt5lNuuNhtESwJXjw
51,Achkayen Press,516000,,Belgium,,154800,,@UC4wl5Kd_b4ff6s6SijJJoOg
52,Charlotte de Witte,505000,1.1,Belgium,,151500,,@UC-yOW3e6zBSo1JwLXq46Suw
53,silent jill,491000,3.3,Belgium,,147300,,@UCtMLA41qHMdX5qVnJf0OrDQ
54,Kelly Libna,489000,,Belgium,,146700,,@UClEScPiPnfYjTVPcTOTHobA
55,Chuki Beats II,484000,0.2,Belgium,Music,145200,Music,@UC4Oy0UtQpTBGX46q_OkWzXg
56,RealFeriel,483000,,Belgium,,144900,,@UCz36BZOtKGyDXapEm-Q_HBQ
57,BIP Records,481000,,Belgium,,144300,,@UC1HWXv1JSrbTn40lME-sQnw
58,Team Bwowos,479000,,Belgium,,143700,,@UCl61X9A9EQEQ9JZx1nqAfyw
59,Baby Relax Channel Россия,471000,,Belgium,,141300,,@UCJJJE6L4TmWaa10zsYbkNnA
60,Caballero & JeanJass,469000,,Belgium,,140700,,@UCeg0PVLfsBKFLGd9V_EvbGA
61,Ferre Gola TV Officiel,466000,,Belgium,,139800,,@UC50C2EVYREngY7d_ujAFp5w
62,VTM,463000,,Belgium,,138900,,@UCAuPxvCTxQLY4NvMsya9K2w
63,ExoticCarspotters,462000,,Belgium,,138600,,@UCdj-FuozCbkMFlxiFrWXXMA
64,رنا كباريتي - Rana kabarete,459000,,Belgium,,137700,,@UCT9lK_BT78imt53Tm4tn84g
65,Manga Workout,457000,,Belgium,,137100,,@UC4jJLUOBhHi3kT3zSuyn28g
66,Tarmac,452000,,Belgium,,135600,,@tarmacrtbf
67,Mary Braun,452000,,Belgium,Fitness,135600,Lifestyle,@UCao4a5ju7QRScI_tnf2MArw
68,Ludø,439000,0.1,Belgium,,131700,,@UC6PHmyVFBekc9pFsZdn0dPw
69,Simply Explained,435000,0.9,Belgium,,130500,,@UCnxrdFPXJMeHru_b4Q_vTPQ
70,Viction,425000,0.1,Belgium,,127500,,@UCWWKyYvy-FdTTANGX_Hujig
71,ACID 2,423000,3.3,Belgium,,126900,,@UCTP1RrnJ8meL1iTmBC7LSvQ
72,Amber Ansah,415000,,Belgium,,124500,,@UCErfl6eQLydUolNvKR5gDVw
73,CHEB RAYAN OFFICIEL,411000,0.5,Belgium,,123300,,@UCtrRYHxYBQEaQlgXApn2DDQ
74,Hair Buddha,408000,0.1,Belgium,,122400,,@UCDxhyRS1wRQ5lAzlmG6G7qQ
75,Wouva,406000,,Belgium,,121800,,@UCMWs0TT4Ga64c4WDEB-mfIQ
76,Bros Of Decay,405000,,Belgium,,121500,,@UCD2DbJnKu7pTLRNd0bsUopA
77,Un Créatif,402000,,Belgium,,120600,,@UCAiy7bY8nTQCWrkSRh6Wu9w
78,Aline Dessine,402000,,Belgium,,120600,,@UCdg2UgrM2iwNQf6N18vJuZw
79,Novelas World,383000,,Belgium,,114900,,@UCKIDgx95oQLmREv6odns3Bg
80,97robin997,373000,,Belgium,,111900,,@UCi1mmBh_y1hPmuU6cqpgAqA
81,UnaGize,369000,0.9,Belgium,,110700,,@UCjYg0LgSbofOJTTHpG3LH8Q
82,gronie1988,362000,0.1,Belgium,,108600,,@UChQwHT6AlQOXHs52c-1pFMg
83,zwiggo,351000,2.6,Belgium,,105300,,@UCXWb0sqn079nk24UMHP-ToA
84,Tout Pour Se Faire Belle,348000,,Belgium,,104400,,@UCW_Fq3bhfWNU4rQOZobWUUw
85,Muslim Queens AR,347000,0.1,Belgium,,104100,,@UCYRJDSo2MRLNIrf1xfwI6Xw
86,Disney België,344000,,Belgium,,103200,,@UCJpmvQsPPNhCmMQh_PUnjJg
87,Ketnet,341000,,Belgium,,102300,,@UCD8Sq94-0EXyb59S_GFppuQ
88,Gregsway,341000,1.1,Belgium,,102300,,@UC3n4XOkd2KwjxcDtcpuENDA
89,Rukia Laltia,337000,,Belgium,Food and Drink Travel,101100,Lifestyle,@UCpWZOt6rYbA12lUdjCiAqOQ
90,Fos7a فسحة,335000,,Belgium,,100500,,@UCpWRyHd2baw9wz3fIsDQJBA
91,Little Things,334000,,Belgium,,100200,,@UCSRutGZH81MfNu4Wgkfk1SA
92,KWATA SPIRIT,334000,,Belgium,,100200,,@UCLLu9lNDiwJ7ImAyT3dB5aA
93,تاريخ و جغرافيا,334000,,Belgium,,100200,,@UCS4g09DPtz7u_S1hTStWtlA
94,Histoire Géo,333000,0.5,Belgium,,99900,,@UCYP6V7c4M026AXMr4ng6aQA
95,وليد دوبا Waleeddoba,330000,,Belgium,,99000,,@UCOLUrEiNPuoWzT7HT54rijg
96,Bwowos,324000,,Belgium,News,97200,Info/Business,@UCcZmdiH3lpJfMJfg_tk970A
97,Harinath Sharma,321000,,Belgium,,96300,,@UCooV2aD2EB92KTJO2LXRGhg
98,Tawsen,321000,4.3,Belgium,,96300,,@UCBW0C1kYCtM28ye0ADDx7aA
99,Hosow Pro,313000,0.2,Belgium,,93900,,@UCQhoQQA6R5Yz7k_kz_Cr3hQ
100,Daaninator,312000,,Belgium,,93600,,@UCnMzrX07GH4XRg0cPVtrE7Q
1,Elias Ayaviri,2400000,0.5,Bolivia,,729000,,@UCLBmLEAIdnTb5I5IZfJr-eQ
2,Akiles,2000000,0.2,Bolivia,,597000,,@UCL5fKPWJxkSvc3w54lEQWQw
3,PapiEdson,1300000,0.4,Bolivia,,381000,,@UC8OiYQHHqwoS-4yEWncoh3w
4,Unitel Bolivia,1100000,,Bolivia,,327000,,@UCBTuUY99I5plMaC_ZcmXIYw
5,Mr.Mandibulas,931000,1.0,Bolivia,,279300,,@UCYDHYCeyvQ-RU01T1b96VuQ
6,Tips For Diabetics,917000,,Bolivia,,275100,,@UCGk6zb4Jn2tvemmg23oeIpQ
7,Yoney Gallardo,858000,,Bolivia,,257400,,@UCz8QPKIj84JE091eK-lEImg
8,Consejos Magicos,794000,,Bolivia,,238200,,@UC88xTFNEPk_uSpEsvvWa6Ew
9,Soyalexius,625000,12.4,Bolivia,,187500,,@UCE1vl0kIsXSZAEgPqSLsaxA
10,Ramirin,613000,,Bolivia,,183900,,@UC19t31cfGizq07i3Uj3R3bg
11,Omzo74,597000,0.1,Bolivia,,179100,,@UCJdxv_eb2Pj5AO97EHziI3w
12,White magic and money,587000,,Bolivia,,176100,,@UCQZSw-hivW5iL1nwPTp_beQ
13,VicenticoTD,543000,,Bolivia,,162900,,@UCVVFdY3RhnqDIb8nRAIcZHw
14,Gabriel Arana,520000,0.1,Bolivia,,156000,,@UCexNFUkRp5gs25LnyC0PtDQ
15,Finanzas con Gus,489000,0.4,Bolivia,,146700,,@UCrr-NczCJHrwi1oBS97uwnw
16,Dr Tips and Remedies,408000,,Bolivia,Medical Health,122400,Lifestyle,@UCOaleSB11KbuOO6IakEQuLQ
17,Eddy OZ,382000,0.8,Bolivia,,114600,,@UCO4sHmVeuzybEt63RB082kg
18,Eddy OS,357000,,Bolivia,,107100,,@UCAUQDn6bskD2Ts1SvnWjcew
19,EDDER,347000,1.7,Bolivia,,104100,,@UC47zKIH0dECftkcTcAOrhVQ
20,Ken- YCat,335000,0.2,Bolivia,,100500,,@UClzXK9yjlTWzED0GTcwM6Gg
21,Dante Garcia,320000,,Bolivia,,96000,,@UCpVneV1AkByE4LpqTh0u3PQ
22,Noticias Bolivisión,318000,,Bolivia,Television,95400,Entertainment,@UC_1IVP0tBw0sCPt9wmQaW5A
23,Ale Pinedo Tv,305000,0.1,Bolivia,,91500,,@UCTpyOJBDHTIOvl3YBm8ok6A
24,CHILA JATUN,304000,0.9,Bolivia,,91200,,@UC7xTtUKnihDbCi-IhqxE1lw
25,Eduin Lucas,292000,0.6,Bolivia,,87600,,@UCoCRDbg8_WKkU12S3_vbxuQ
26,Bisutereando,291000,,Bolivia,,87300,,@UCS9D-TWmjW00kwpnNYdHvLw
27,Ramirin LC,266000,1.0,Bolivia,,79800,,@UCRCFl2dXCsR9wSx_s0HShpA
28,Adely,259000,0.1,Bolivia,,77700,,@UChhIwD3SIDrATbd_r1de2DQ
29,BingerTv,254000,,Bolivia,,76200,,@bingertv
30,Agrupación Los Capos,244000,0.6,Bolivia,,73200,,@UCBGboDQ5RYTGufrqBsBd0Ow
31,Rincón Tecnológico,219000,,Bolivia,,65700,,@UCvzPYBQQY_8ICUgo1zfvmjA
